task,item_id,condition,exemplar,correct,incorrect,human_prop_correct,prefix,question,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_incorrect_first_token,control_logits_incorrect,control_logits_deltas_incorrect,control_mean_logprob_correct,control_mean_logprob_incorrect,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_incorrect,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_incorrect,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,0,4.9774394,15697,[-27.566320419311523],[-15.735912322998047],14067,"[-27.269744873046875, 25.27426528930664]","[-20.886980056762695, -14.277021408081055]",-14.853145,-15.061015,correct,True,-14.853145,-30.12203,correct,True,-14.853145,-14.556569,incorrect,False,5.6344213,3412,[18.000261306762695],[12.653287887573242],7141,"[16.471080780029297, 12.650386810302734]","[10.83626937866211, -18.42483901977539]",-11.198451,-15.537037,correct,True,-11.198451,-31.074074,correct,True,-11.198451,-12.727632,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,1,7.4177637,1113,[2.904240608215332],[-7.2092766761779785],22450,"[-1.311736822128296, 11.318243026733398]","[-17.230472564697266, -6.359260559082031]",-9.030292,-9.256273,correct,True,-9.030292,-18.512547,correct,True,-9.030292,-13.246269,correct,True,7.7927523,3720,[-4.6089186668396],[4.145908355712891],15944,"[-6.200253963470459, 8.860719680786133]","[3.559781312942505, -5.321593761444092]",-10.510517,-8.705975,incorrect,False,-10.510517,-17.41195,correct,True,-10.510517,-12.101852,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,2,7.80197,476,[2.0901081562042236],[-20.010290145874023],20669,"[-3.5708189010620117, 7.8383893966674805]","[-24.52872657775879, -7.476667404174805]",-8.008156,-9.538654,correct,True,-8.008156,-19.077309,correct,True,-8.008156,-13.669083,correct,True,9.552046,3476,[4.4466938972473145],[3.8278708457946777],4037,"[4.338300704956055, 5.248985290527344]","[3.705944538116455, -5.44308614730835]",-9.959087,-7.7044635,incorrect,False,-9.959087,-15.408927,correct,True,-9.959087,-10.067481,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,3,7.901817,161,[-3.2280433177948],[4.857542037963867],15457,"[-9.156353950500488, 5.062283515930176]","[2.174158811569214, 5.021094799041748]",-7.071034,-8.941334,correct,True,-7.071034,-17.882668,correct,True,-7.071034,-12.999344,correct,True,9.112741,2978,[-1.6020612716674805],[-1.4970307350158691],12451,"[-2.7676968574523926, 3.412677526473999]","[-2.6172451972961426, 0.6886305809020996]",-9.980957,-7.999639,incorrect,False,-9.980957,-15.999278,correct,True,-9.980957,-11.146593,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,4,7.719429,66,[-4.013238430023193],[-21.43177604675293],8129,"[-9.500487327575684, 3.780451774597168]","[-23.28018569946289, -5.731103897094727]",-6.269651,-8.212738,correct,True,-6.269651,-16.425476,correct,True,-6.269651,-11.7569,correct,True,9.27561,3308,[-2.3825812339782715],[-2.010498523712158],13281,"[-3.5124943256378174, 1.5607988834381104]","[-2.7403507232666016, 2.872387409210205]",-10.030181,-7.8786335,incorrect,False,-10.030181,-15.757267,correct,True,-10.030181,-11.160093,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,5,7.8513126,66,[-8.515551567077637],[-13.535993576049805],6888,"[-13.53625774383545, 2.7103772163391113]","[-8.082243919372559, 0.010436534881591797]",-6.2910647,-7.8298125,correct,True,-6.2910647,-15.659625,correct,True,-6.2910647,-11.311771,correct,True,9.253996,4282,[-4.991483688354492],[-5.371702671051025],20109,"[-6.291266441345215, 0.9802529811859131]","[-6.372226238250732, 6.38966178894043]",-10.261817,-7.998155,incorrect,False,-10.261817,-15.99631,correct,True,-10.261817,-11.5616,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,6,7.477633,83,[-12.085747718811035],[-1.2680317163467407],3270,"[-15.875762939453125, 0.9726102352142334]","[2.009098768234253, -3.7882559299468994]",-6.457545,-7.3579874,correct,True,-6.457545,-14.715975,correct,True,-6.457545,-10.2475605,correct,True,9.546271,4195,[-6.2849507331848145],[-8.776291847229004],16299,"[-7.322224140167236, 0.1432352066040039]","[-9.052759170532227, -2.0950732231140137]",-10.223356,-7.6500115,incorrect,False,-10.223356,-15.300023,correct,True,-10.223356,-11.26063,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,7,7.55861,170,[-13.422510147094727],[-11.755743026733398],1656,"[-15.741425514221191, -2.4769840240478516]","[-11.558329582214355, -11.123311996459961]",-6.985013,-6.247542,incorrect,False,-6.985013,-12.495084,correct,True,-6.985013,-9.303928,correct,True,9.196666,4979,[-10.10430908203125],[-15.811275482177734],24008,"[-11.434749603271484, -3.001296043395996]","[-17.19015121459961, -3.0156517028808594]",-10.45353,-7.632877,incorrect,False,-10.45353,-15.265754,correct,True,-10.45353,-11.783971,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,8,7.0789227,25,[-17.8278865814209],[-9.836938858032227],248,"[-19.796585083007812, -8.580493927001953]","[-10.209912300109863, -8.439115524291992]",-5.514945,-4.889381,incorrect,False,-5.514945,-9.778762,correct,True,-5.514945,-7.4836435,correct,True,8.941771,3328,[-13.37541389465332],[-35.77886962890625],25765,"[-15.15606689453125, -7.902283668518066]","[-37.361209869384766, -15.582605361938477]",-10.190456,-7.5714693,incorrect,False,-10.190456,-15.142939,correct,True,-10.190456,-11.971109,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,9,7.560809,13,[-21.10556983947754],[-53.38134002685547],111,"[-22.79460334777832, -13.125773429870605]","[-54.207916259765625, -45.5880126953125]",-5.1050353,-4.298701,incorrect,False,-5.1050353,-8.597402,correct,True,-5.1050353,-6.794069,correct,True,8.435617,3307,[-18.400331497192383],[-94.23063659667969],28887,"[-20.437618255615234, -14.135820388793945]","[-95.40108489990234, -43.161808013916016]",-10.299616,-7.7008085,incorrect,False,-10.299616,-15.401617,correct,True,-10.299616,-12.336903,correct,True,An
