task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",0,4.0386233,3587,"[0.3391997814178467, 5.850518226623535, 4.524312496185303]","[2.570661783218384, 4.249260425567627, 1.9218780994415283]",1536,[1.5559544563293457],[0.5722686052322388],-8.239025,-10.97241,correct,True,-24.717075,-10.97241,incorrect,False,-12.189163,-10.97241,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",1,4.8582544,2512,"[1.0505062341690063, 7.632864952087402, 4.270136833190918]","[0.8458871841430664, 2.2803046703338623, 6.065284729003906]",2333,[1.1704440116882324],[0.7836905717849731],-7.3277,-10.877431,correct,True,-21.9831,-10.877431,incorrect,False,-10.997369,-10.877431,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",2,7.2352414,1483,"[1.6114751100540161, 7.117642879486084, 7.486670970916748]","[0.574128270149231, 3.9742536544799805, 4.191263198852539]",1045,[1.9759230613708496],[2.492338180541992],-6.234422,-8.871033,correct,True,-18.703266,-8.871033,incorrect,False,-9.23548,-8.871033,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",3,6.6274004,2438,"[1.1701626777648926, 7.040093898773193, 8.924532890319824]","[4.101568222045898, -0.9706112742424011, 0.9456441402435303]",700,[2.613065242767334],[0.9289321899414062],-6.217109,-8.620489,correct,True,-18.651327,-8.620489,incorrect,False,-10.063392,-8.620489,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",4,5.9759746,442,"[3.231942653656006, 5.977518081665039, 7.6772966384887695]","[2.688430070877075, -3.3286285400390625, 0.08224594593048096]",990,[2.3628933429718018],[0.5289473533630371],-6.4158654,-9.2855835,correct,True,-19.247597,-9.2855835,incorrect,False,-8.416533,-9.2855835,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",5,6.9037337,224,"[3.9836020469665527, 4.221726417541504, 6.498078346252441]","[-0.3378778100013733, 2.474076271057129, 1.5464141368865967]",1016,[2.3190197944641113],[-0.288779616355896],-6.8843484,-8.996027,correct,True,-20.653046,-8.996027,incorrect,False,-7.3314443,-8.996027,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",6,6.6710315,457,"[3.2424821853637695, 5.154872894287109, 5.956303119659424]","[3.1760759353637695, 1.227313756942749, 1.650429129600525]",1463,[1.957966685295105],[0.14551210403442383],-7.058735,-9.45137,correct,True,-21.176205,-9.45137,incorrect,False,-8.166855,-9.45137,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",7,5.4070425,195,"[4.265325546264648, 5.979763984680176, 5.700326919555664]","[-0.6793291568756104, 0.04929304122924805, 1.025282621383667]",2108,[1.603384017944336],[-0.10949862003326416],-6.5800767,-10.332467,correct,True,-19.74023,-10.332467,incorrect,False,-7.6705256,-10.332467,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",8,6.0863457,544,"[3.173912286758423, 5.259888648986816, 5.337368488311768]","[0.8017959594726562, 0.9433362483978271, -0.8743857145309448]",2680,[1.2861344814300537],[2.357511281967163],-7.387032,-10.367407,correct,True,-22.161097,-10.367407,incorrect,False,-8.4796295,-10.367407,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",9,5.086735,624,"[3.254619836807251, 5.600754261016846, 4.704055309295654]","[2.567812204360962, -1.3949908018112183, 0.6654745936393738]",1262,[2.463195323944092],[2.3826706409454346],-7.6620827,-9.583234,correct,True,-22.986248,-9.583234,incorrect,False,-8.79181,-9.583234,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",10,3.950928,303,"[4.065044403076172, 4.043174743652344, 4.879247665405273]","[3.1462595462799072, 0.3993671238422394, 3.847564220428467]",672,[3.17305326461792],[-3.9802517890930176],-8.0947695,-9.292043,correct,True,-24.28431,-9.292043,incorrect,False,-8.400052,-9.292043,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",11,3.8827987,87,"[5.171019077301025, 4.232168197631836, 5.811009883880615]","[-1.078600287437439, 4.551529884338379, 3.611679792404175]",3225,[1.0922695398330688],[0.029974162578582764],-7.364924,-11.472516,correct,True,-22.094772,-11.472516,incorrect,False,-7.3937664,-11.472516,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",12,1.1454657,285,"[4.169046878814697, 5.989906311035156, 6.600919246673584]","[2.5180630683898926, 2.2004165649414062, 1.441359281539917]",3447,[1.0084376335144043],[1.117166519165039],-7.2625957,-12.982732,correct,True,-21.787786,-12.982732,incorrect,False,-9.822122,-12.982732,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",13,2.7647142,157,"[4.624255657196045, 6.201613426208496, 6.4974493980407715]","[2.069974422454834, 0.9629441499710083, 2.9936418533325195]",2666,[1.4359560012817383],[5.294093132019043],-6.71263,-11.372843,correct,True,-20.13789,-11.372843,incorrect,False,-8.184543,-11.372843,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",14,4.856533,60,"[5.189099311828613, 6.18583345413208, 7.462752342224121]","[2.0783884525299072, -2.052584171295166, 4.360795021057129]",172,[4.240176677703857],[1.1235864162445068],-6.0220647,-7.747493,correct,True,-18.066195,-7.747493,incorrect,False,-6.79857,-7.747493,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",15,4.4357405,48,"[5.669411659240723, 4.719568729400635, 8.189749717712402]","[1.5134503841400146, 9.725471496582031, 2.1074275970458984]",192,[4.377934455871582],[2.8373167514801025],-6.292309,-7.984418,correct,True,-18.876926,-7.984418,incorrect,False,-6.6929407,-7.984418,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",16,4.288016,100,"[5.113598346710205, 7.409268379211426, 7.922784328460693]","[4.060563564300537, 5.712323188781738, 4.528225898742676]",121,[4.936126708984375],[7.736668586730957],-5.6047807,-7.630025,correct,True,-16.814342,-7.630025,incorrect,False,-7.4525533,-7.630025,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",17,3.6948,41,"[6.393526554107666, 8.892829895019531, 9.385917663574219]","[4.5580902099609375, 5.681010723114014, 7.453559875488281]",16,[7.186518669128418],[3.2638368606567383],-4.5039186,-5.690848,correct,True,-13.511756,-5.690848,incorrect,False,-6.48384,-5.690848,incorrect,False
