item_id,profession,profession_bias,condition,cue,prefix,correct,incorrect,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,task
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,0,3.2897248,4230,[-11.373729705810547],[-44.637203216552734],1110,[-9.350057601928711],[-46.19364547729492],-12.838085,-10.814413,incorrect,False,-12.838085,-10.814413,incorrect,False,-12.838085,-10.814413,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,1,7.682083,41,[4.954761505126953],[-24.187620162963867],26,[5.25324010848999],[-28.066699981689453],-5.8985004,-5.6000223,incorrect,False,-5.8985004,-5.6000223,incorrect,False,-5.8985004,-5.6000223,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,2,7.5092554,30,[0.21092236042022705],[-43.78322219848633],34,[0.010236978530883789],[-44.20128631591797],-5.568586,-5.7692714,correct,True,-5.568586,-5.7692714,correct,True,-5.568586,-5.7692714,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,3,7.520318,23,[-4.953660488128662],[-33.730430603027344],27,[-5.02037239074707],[-35.71601104736328],-5.4939337,-5.560645,correct,True,-5.4939337,-5.560645,correct,True,-5.4939337,-5.560645,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,4,7.2501745,22,[-9.68011474609375],[-11.383465766906738],25,[-9.891141891479492],[-9.552351951599121],-5.299325,-5.510352,correct,True,-5.299325,-5.510352,correct,True,-5.299325,-5.510352,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,5,7.4836035,11,[-11.670174598693848],[-7.103668689727783],7,[-11.5199613571167],[-7.490744590759277],-4.679732,-4.5295186,incorrect,False,-4.679732,-4.5295186,incorrect,False,-4.679732,-4.5295186,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,6,7.5239706,5,[-13.88509750366211],[-11.087226867675781],7,[-14.050414085388184],[-12.58499813079834],-4.2269,-4.3922167,correct,True,-4.2269,-4.3922167,correct,True,-4.2269,-4.3922167,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,7,7.5851593,1,[-15.570256233215332],[-30.878952026367188],6,[-16.16905403137207],[-29.824947357177734],-3.7423804,-4.341178,correct,True,-3.7423804,-4.341178,correct,True,-3.7423804,-4.341178,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,8,7.819761,3,[-22.876216888427734],[-33.060386657714844],6,[-23.206932067871094],[-34.3432731628418],-4.203457,-4.534172,correct,True,-4.203457,-4.534172,correct,True,-4.203457,-4.534172,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,9,7.8540754,2,[-30.173871994018555],[-78.63924407958984],13,[-31.037796020507812],[-80.06734466552734],-4.0829253,-4.9468493,correct,True,-4.0829253,-4.9468493,correct,True,-4.0829253,-4.9468493,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,10,8.246243,1,[-53.835941314697266],[-85.88270568847656],19,[-55.25045394897461],[-88.22753143310547],-4.225289,-5.6398015,correct,True,-4.225289,-5.6398015,correct,True,-4.225289,-5.6398015,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,11,8.455771,2,[-97.03549194335938],,86,[-99.03982543945312],,-4.799912,-6.8042455,correct,True,-4.799912,-6.8042455,correct,True,-4.799912,-6.8042455,correct,True,gender
1,CEO,man,inconsistent,The CEO is somebody's grandmother.,The CEO is somebody's grandmother. The CEO is a,woman,man,The CEO is somebody's grandmother. The CEO is a,0,3.2700806,1053,[-8.9969482421875],[-49.66184616088867],4353,[-11.140336036682129],[-47.960140228271484],-10.759964,-12.903352,correct,True,-10.759964,-12.903352,correct,True,-10.759964,-12.903352,correct,True,gender
1,CEO,man,inconsistent,The CEO is somebody's grandmother.,The CEO is somebody's grandmother. The CEO is a,woman,man,The CEO is somebody's grandmother. The CEO is a,1,7.667453,23,[5.39920711517334],[-28.354862213134766],41,[5.017753601074219],[-24.596343994140625],-5.510337,-5.8917904,correct,True,-5.510337,-5.8917904,correct,True,-5.510337,-5.8917904,correct,True,gender
1,CEO,man,inconsistent,The CEO is somebody's grandmother.,The CEO is somebody's grandmother. The CEO is a,woman,man,The CEO is somebody's grandmother. The CEO is a,2,7.5347695,33,[0.061371803283691406],[-42.15764617919922],29,[0.16549456119537354],[-41.90399932861328],-5.6561966,-5.552074,incorrect,False,-5.6561966,-5.552074,incorrect,False,-5.6561966,-5.552074,incorrect,False,gender
1,CEO,man,inconsistent,The CEO is somebody's grandmother.,The CEO is somebody's grandmother. The CEO is a,woman,man,The CEO is somebody's grandmother. The CEO is a,3,7.484473,23,[-4.73073148727417],[-36.11416244506836],24,[-4.784685134887695],[-35.30406951904297],-5.424873,-5.4788265,correct,True,-5.424873,-5.4788265,correct,True,-5.424873,-5.4788265,correct,True,gender
