item_id,profession,profession_bias,condition,cue,prefix,correct,incorrect,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,task
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,0,7.6672935,683,[2.567966938018799],[3.9400382041931152],93,[4.309252738952637],[2.899327039718628],-8.354129,-6.6128426,incorrect,False,-8.354129,-6.6128426,incorrect,False,-8.354129,-6.6128426,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,1,6.6678357,29,[6.127699851989746],[2.023167133331299],47,[5.794046878814697],[-1.4465389251708984],-5.6954746,-6.029127,correct,True,-5.6954746,-6.029127,correct,True,-5.6954746,-6.029127,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,2,7.303234,280,[4.0390825271606445],[2.301344394683838],790,[3.0020828247070312],[1.5073213577270508],-7.471074,-8.508074,correct,True,-7.471074,-8.508074,correct,True,-7.471074,-8.508074,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,3,7.041835,261,[4.160855770111084],[2.347463846206665],718,[3.1356043815612793],[2.093863010406494],-7.4889727,-8.514224,correct,True,-7.4889727,-8.514224,correct,True,-7.4889727,-8.514224,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,4,7.6036506,196,[4.216555595397949],[2.3575711250305176],382,[3.616865634918213],[4.788344860076904],-7.113526,-7.713216,correct,True,-7.113526,-7.713216,correct,True,-7.113526,-7.713216,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,5,7.4466963,84,[4.976132392883301],[4.404329299926758],48,[5.368342876434326],[2.811042308807373],-6.4656906,-6.07348,incorrect,False,-6.4656906,-6.07348,incorrect,False,-6.4656906,-6.07348,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,6,7.14147,21,[6.240605354309082],[2.3211045265197754],26,[6.051112651824951],[0.22576695680618286],-5.3504715,-5.5399647,correct,True,-5.3504715,-5.5399647,correct,True,-5.3504715,-5.5399647,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,7,7.185008,18,[6.477855205535889],[2.481196403503418],70,[5.4208149909973145],[0.35396742820739746],-5.0988646,-6.155905,correct,True,-5.0988646,-6.155905,correct,True,-5.0988646,-6.155905,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,8,7.154558,7,[7.059685230255127],[0.1461237668991089],88,[5.097242832183838],[0.7754794955253601],-4.5386376,-6.50108,correct,True,-4.5386376,-6.50108,correct,True,-4.5386376,-6.50108,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,9,7.443976,17,[6.408562660217285],[1.5866167545318604],109,[4.906164169311523],[0.8688450455665588],-5.123777,-6.6261754,correct,True,-5.123777,-6.6261754,correct,True,-5.123777,-6.6261754,correct,True,gender
