task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",0,5.202646,54297,[-3.094054937362671],[-5.770140171051025],51267,[-2.898888349533081],[-6.138519763946533],-18.838766,-18.643599,incorrect,False,-18.838766,-18.643599,incorrect,False,-18.838766,-18.643599,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",1,5.48522,99086,[-5.333108901977539],[-0.37550029158592224],100074,[-5.409883499145508],[-2.77761173248291],-20.685474,-20.762249,correct,True,-20.685474,-20.762249,correct,True,-20.685474,-20.762249,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",2,5.950881,79452,[-3.9734225273132324],[3.0889270305633545],98956,[-5.305280685424805],[2.5223946571350098],-18.837456,-20.169313,correct,True,-18.837456,-20.169313,correct,True,-18.837456,-20.169313,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",3,5.315542,28334,[-1.145650029182434],[-1.5518568754196167],46336,[-2.392634868621826],[-1.2225860357284546],-16.012844,-17.25983,correct,True,-16.012844,-17.25983,correct,True,-16.012844,-17.25983,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",4,4.575987,36584,[-1.73979914188385],[-4.297847270965576],56570,[-2.7982654571533203],[-2.410416841506958],-17.07702,-18.135487,correct,True,-17.07702,-18.135487,correct,True,-17.07702,-18.135487,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",5,5.013141,67864,[-3.3938913345336914],[1.514100432395935],70161,[-3.5214271545410156],[0.7354243993759155],-18.444918,-18.572453,correct,True,-18.444918,-18.572453,correct,True,-18.444918,-18.572453,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",6,5.086722,63617,[-2.454988479614258],[2.857991933822632],72035,[-2.912364959716797],[3.4434494972229004],-18.009193,-18.46657,correct,True,-18.009193,-18.46657,correct,True,-18.009193,-18.46657,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",7,4.363378,42599,[-1.2033319473266602],[2.2738306522369385],46003,[-1.4057364463806152],[6.120537281036377],-17.393818,-17.596222,correct,True,-17.393818,-17.596222,correct,True,-17.393818,-17.596222,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",8,5.687009,32511,[-0.10043380409479141],[-5.629061222076416],16021,[1.3987778425216675],[-8.391032218933105],-15.845479,-14.346268,incorrect,False,-15.845479,-14.346268,incorrect,False,-15.845479,-14.346268,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",9,5.2973247,68741,[-2.618387222290039],[1.1984140872955322],63266,[-2.3088414669036865],[1.7606046199798584],-18.869595,-18.560047,incorrect,False,-18.869595,-18.560047,incorrect,False,-18.869595,-18.560047,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",10,4.879092,50714,[-2.0043487548828125],[-1.8703820705413818],42494,[-1.508976697921753],[0.22922419011592865],-18.210226,-17.714853,incorrect,False,-18.210226,-17.714853,incorrect,False,-18.210226,-17.714853,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",11,4.970559,65827,[-2.5139570236206055],[-1.1716032028198242],41138,[-1.325370192527771],[-0.3910056948661804],-18.450842,-17.262257,incorrect,False,-18.450842,-17.262257,incorrect,False,-18.450842,-17.262257,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",12,4.390076,54135,[-2.6230368614196777],[1.984904408454895],32806,[-1.297738790512085],[-0.36731523275375366],-19.208162,-17.882864,incorrect,False,-19.208162,-17.882864,incorrect,False,-19.208162,-17.882864,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",13,1.7031038,20555,[-1.054369330406189],[11.989985466003418],21164,[-1.1284583806991577],[6.727420806884766],-19.714022,-19.78811,correct,True,-19.714022,-19.78811,correct,True,-19.714022,-19.78811,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",14,0.82208574,1531,[4.788173675537109],[32.21270751953125],5515,[2.2756667137145996],[31.375478744506836],-15.9423,-18.454805,correct,True,-15.9423,-18.454805,correct,True,-15.9423,-18.454805,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",15,1.5925878,2,[19.19239044189453],[4.137826919555664],6,[16.87297821044922],[9.906933784484863],-1.6746626,-3.9940748,correct,True,-1.6746626,-3.9940748,correct,True,-1.6746626,-3.9940748,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",16,2.3028677,7,[18.347158432006836],[3.5403244495391846],2,[19.246963500976562],[1.6239814758300781],-3.0379412,-2.1381361,incorrect,False,-3.0379412,-2.1381361,incorrect,False,-3.0379412,-2.1381361,incorrect,False
