item_id,profession,profession_bias,condition,cue,prefix,correct,incorrect,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,task
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,0,9.118826,33840,[-0.578076183795929],[1.9936957359313965],7901,[1.282420039176941],[3.0092477798461914],-12.740361,-10.879865,incorrect,False,-12.740361,-10.879865,incorrect,False,-12.740361,-10.879865,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,1,9.40964,42578,[0.29220670461654663],[1.9427181482315063],7620,[2.56966233253479],[-1.81891930103302],-13.04562,-10.768164,incorrect,False,-13.04562,-10.768164,incorrect,False,-13.04562,-10.768164,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,2,9.572563,47753,[1.0277966260910034],[-2.0023748874664307],34035,[1.6656575202941895],[-0.2038600742816925],-13.212812,-12.574951,incorrect,False,-13.212812,-12.574951,incorrect,False,-13.212812,-12.574951,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,3,9.361193,50912,[-0.3463592231273651],[-1.3453036546707153],21929,[1.1489126682281494],[1.4289681911468506],-13.523043,-12.027771,incorrect,False,-13.523043,-12.027771,incorrect,False,-13.523043,-12.027771,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,4,8.750027,46551,[-1.220548391342163],[0.20586518943309784],4893,[1.9680910110473633],[-3.61798095703125],-13.622633,-10.433993,incorrect,False,-13.622633,-10.433993,incorrect,False,-13.622633,-10.433993,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,5,8.561492,21457,[-0.8561123013496399],[3.82562518119812],17339,[-0.5428592562675476],[0.7502278089523315],-12.306634,-11.993381,incorrect,False,-12.306634,-11.993381,incorrect,False,-12.306634,-11.993381,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,6,9.018544,1161,[1.3188916444778442],[2.0293946266174316],5031,[-0.05650487169623375],[-0.5467175245285034],-8.994835,-10.370231,correct,True,-8.994835,-10.370231,correct,True,-8.994835,-10.370231,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,7,8.802481,1162,[2.1277451515197754],[-2.6995270252227783],12499,[-0.3231699764728546],[-2.834237813949585],-9.064373,-11.515289,correct,True,-9.064373,-11.515289,correct,True,-9.064373,-11.515289,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,8,8.907424,5718,[0.34119728207588196],[0.6971933245658875],28633,[-1.7742552757263184],[0.9744220972061157],-10.5863085,-12.701761,correct,True,-10.5863085,-12.701761,correct,True,-10.5863085,-12.701761,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,9,8.904042,13739,[0.6450952291488647],[0.9473711848258972],42431,[-1.1440485715866089],[5.833920955657959],-11.594366,-13.38351,correct,True,-11.594366,-13.38351,correct,True,-11.594366,-13.38351,correct,True,gender
