task,item_id,condition,exemplar,correct,incorrect,human_prop_correct,prefix,question,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_incorrect_first_token,control_logits_incorrect,control_logits_deltas_incorrect,control_mean_logprob_correct,control_mean_logprob_incorrect,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_incorrect,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_incorrect,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,0,10.41,96676,[-1.09765625],[1.1513671875],81342,"[-0.58203125, 7.73046875]","[-1.1484375, -0.338134765625]",-14.04,-9.84,incorrect,False,-14.04,-19.69,correct,True,-14.04,-13.52,incorrect,False,10.05,97033,[-0.9990234375],[1.244140625],107753,"[-1.49609375, 8.21875]","[1.8623046875, 0.57568359375]",-14.41,-10.28,incorrect,False,-14.41,-20.56,correct,True,-14.41,-14.91,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,1,9.86,38488,[0.61083984375],[-1.333984375],96515,"[-1.4521484375, 5.921875]","[-0.90771484375, -0.59716796875]",-12.555,-11.21,incorrect,False,-12.555,-22.42,correct,True,-12.555,-14.62,correct,True,9.86,63283,[0.28125],[1.333984375],59098,"[0.421142578125, 6.6953125]","[1.09375, -2.986328125]",-13.39,-10.1,incorrect,False,-13.39,-20.2,correct,True,-13.39,-13.25,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,2,9.79,55717,[-0.0550537109375],[-1.4404296875],99420,"[-1.6728515625, 4.9765625]","[-4.3828125, -2.732421875]",-13.26,-11.79,incorrect,False,-13.26,-23.58,correct,True,-13.26,-14.875,correct,True,9.7,41660,[0.83642578125],[-1.4453125],41257,"[0.85888671875, 3.3359375]","[-4.359375, -1.369140625]",-12.7,-11.5,incorrect,False,-12.7,-23.0,correct,True,-12.7,-12.69,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,3,9.74,72510,[-0.61083984375],[-0.5625],120926,"[-3.189453125, 3.1875]","[1.5283203125, -2.3125]",-13.85,-13.484,incorrect,False,-13.85,-26.97,correct,True,-13.85,-16.44,correct,True,9.77,73165,[-0.30078125],[-0.111572265625],113901,"[-2.140625, 2.384765625]","[1.611328125, 0.479736328125]",-13.81,-13.41,incorrect,False,-13.81,-26.81,correct,True,-13.81,-15.65,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,4,9.7,77571,[-0.78076171875],[0.87646484375],114777,"[-2.5546875, 2.205078125]","[-2.068359375, -1.169921875]",-14.03,-13.62,incorrect,False,-14.03,-27.23,correct,True,-14.03,-15.81,correct,True,9.82,71365,[-0.355712890625],[-0.6572265625],100945,"[-1.4697265625, 2.55078125]","[-2.2578125, 1.3681640625]",-13.734,-12.81,incorrect,False,-13.734,-25.62,correct,True,-13.734,-14.85,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,5,9.75,69240,[-0.47119140625],[0.83251953125],120097,"[-3.0625, 1.556640625]","[-0.59033203125, 4.6640625]",-13.73,-14.125,correct,True,-13.73,-28.25,correct,True,-13.73,-16.31,correct,True,9.73,76659,[-0.5576171875],[0.318603515625],112400,"[-2.16015625, 2.8828125]","[2.162109375, 1.3408203125]",-13.93,-12.95,incorrect,False,-13.93,-25.9,correct,True,-13.93,-15.53,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,6,9.734,63124,[-0.181640625],[-0.330322265625],121317,"[-3.103515625, 3.1171875]","[1.2744140625, 3.9140625]",-13.5,-13.38,incorrect,False,-13.5,-26.77,correct,True,-13.5,-16.42,correct,True,9.734,71386,[-0.44384765625],[0.27294921875],97597,"[-1.41796875, 3.162109375]","[2.3359375, 2.330078125]",-13.75,-12.41,incorrect,False,-13.75,-24.81,correct,True,-13.75,-14.73,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,7,9.805,66137,[-0.296142578125],[0.6884765625],113786,"[-2.37109375, 4.3203125]","[-2.4453125, 5.140625]",-13.57,-12.36,incorrect,False,-13.57,-24.72,correct,True,-13.57,-15.65,correct,True,9.79,69998,[-0.3212890625],[0.419921875],75907,"[-0.515625, 3.837890625]","[1.1201171875, 7.05859375]",-13.66,-11.67,incorrect,False,-13.66,-23.34,correct,True,-13.66,-13.84,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,8,9.75,54655,[-0.0262451171875],[2.38671875],119162,"[-3.03515625, 5.734375]","[-1.8720703125, 2.583984375]",-13.21,-11.95,incorrect,False,-13.21,-23.9,correct,True,-13.21,-16.22,correct,True,9.88,61626,[-0.1497802734375],[-1.3388671875],59782,"[-0.0869140625, 6.0859375]","[-0.76708984375, 2.064453125]",-13.34,-10.28,incorrect,False,-13.34,-20.56,correct,True,-13.34,-13.28,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,9,9.81,32060,[0.83154296875],[-1.4326171875],122764,"[-3.546875, 6.07421875]","[1.7060546875, -0.150146484375]",-12.336,-12.01,incorrect,False,-12.336,-24.02,correct,True,-12.336,-16.72,correct,True,9.92,69758,[-0.61083984375],[1.5400390625],62121,"[-0.3515625, 6.29296875]","[0.043914794921875, 0.90380859375]",-13.63,-10.21,incorrect,False,-13.63,-20.42,correct,True,-13.63,-13.375,incorrect,False,An
