task,item_id,condition,exemplar,correct,incorrect,human_prop_correct,prefix,question,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_incorrect_first_token,control_logits_incorrect,control_logits_deltas_incorrect,control_mean_logprob_correct,control_mean_logprob_incorrect,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_incorrect,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_incorrect,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,0,9.353337,107721,[-1.5277460813522339],[1.3616211414337158],47255,"[1.0945758819580078, 2.2009153366088867]","[1.4872161149978638, 3.2152657508850098]",-15.914088,-12.288822,incorrect,False,-15.914088,-24.577644,correct,True,-15.914088,-13.291766,incorrect,False,9.326945,21824,[2.062285900115967],[0.781055212020874],76773,"[-0.17318332195281982, 1.6013683080673218]","[-5.4713358879089355, 0.8266288042068481]",-11.974149,-12.956189,correct,True,-11.974149,-25.912378,correct,True,-11.974149,-14.209619,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,1,9.263862,63115,[0.025792857632040977],[-0.7062809467315674],24051,"[1.7391709089279175, 3.5580527782440186]","[4.005171775817871, 2.2196826934814453]",-13.870378,-11.322786,incorrect,False,-13.870378,-22.645573,correct,True,-13.870378,-12.157,incorrect,False,9.327644,25273,[2.022207021713257],[1.5248966217041016],121090,"[-2.6614315509796143, 1.734757661819458]","[-0.21727000176906586, 0.9493516087532043]",-12.200304,-14.486235,correct,True,-12.200304,-28.97247,correct,True,-12.200304,-16.883944,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,2,9.162027,78597,[-0.4347648322582245],[1.0370748043060303],4387,"[3.803290605545044, 3.7464303970336914]","[-1.8624556064605713, 2.208921432495117]",-14.545956,-10.164721,incorrect,False,-14.545956,-20.329441,correct,True,-14.545956,-10.307901,incorrect,False,9.516617,22325,[2.207882881164551],[1.0532158613204956],116162,"[-2.108360767364502, 1.79347562789917]","[-2.2743797302246094, 0.0004573799087665975]",-11.974754,-14.231928,correct,True,-11.974754,-28.463856,correct,True,-11.974754,-16.290997,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,3,9.152031,54622,[0.2714914381504059],[3.2029874324798584],20737,"[1.8254865407943726, 4.150874137878418]","[0.17107711732387543, 0.2561948597431183]",-13.587339,-10.666193,incorrect,False,-13.587339,-21.332386,correct,True,-13.587339,-12.033343,incorrect,False,8.380815,24399,[2.0388948917388916],[-0.08995287865400314],120652,"[-2.685028314590454, 1.4167011976242065]","[0.03495340049266815, -0.1746305376291275]",-12.328484,-14.694946,correct,True,-12.328484,-29.389893,correct,True,-12.328484,-17.052406,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,4,9.383182,23446,[2.122396230697632],[0.20863589644432068],34603,"[1.544244408607483, 3.2473456859588623]","[3.178387403488159, -0.6939882636070251]",-12.129684,-11.511784,incorrect,False,-12.129684,-23.023567,correct,True,-12.129684,-12.707836,correct,True,8.807707,27923,[1.6440870761871338],[0.2531278133392334],115787,"[-2.2026562690734863, 0.867985188961029]","[1.6381222009658813, -0.828815221786499]",-12.360642,-14.643539,correct,True,-12.360642,-29.287079,correct,True,-12.360642,-16.207386,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,5,9.513728,20965,[1.9225863218307495],[0.7437343001365662],6916,"[3.175609588623047, 2.4053595066070557]","[2.7060296535491943, 2.154353618621826]",-11.910723,-10.902857,incorrect,False,-11.910723,-21.805714,correct,True,-11.910723,-10.6577,incorrect,False,9.188824,35991,[1.6237226724624634],[-1.7445446252822876],109713,"[-1.4557294845581055, 0.31093135476112366]","[3.5588502883911133, -2.004694938659668]",-12.738239,-14.737891,correct,True,-12.738239,-29.475782,correct,True,-12.738239,-15.817692,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,6,9.487118,26422,[2.098658800125122],[-1.816393256187439],3677,"[4.316713809967041, 3.3516533374786377]","[-6.143153667449951, -0.06515105813741684]",-12.277454,-10.202703,incorrect,False,-12.277454,-20.405407,correct,True,-12.277454,-10.059399,incorrect,False,9.326633,59887,[0.6820605993270874],[1.3211561441421509],73468,"[0.19004982709884644, -0.7299326658248901]","[-0.3084203600883484, 3.611454486846924]",-13.590192,-14.307518,correct,True,-13.590192,-28.615036,correct,True,-13.590192,-14.082202,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,7,9.568444,46825,[0.8972300887107849],[2.304215431213379],57379,"[0.4819779694080353, 2.8070271015167236]","[-3.718994617462158, -2.2098286151885986]",-13.144114,-12.347315,incorrect,False,-13.144114,-24.69463,correct,True,-13.144114,-13.559364,correct,True,9.076655,48673,[1.270258903503418],[-0.8852962851524353],83245,"[-0.04334324970841408, 1.0369013547897339]","[2.135768413543701, -0.32754236459732056]",-13.315883,-13.779317,correct,True,-13.315883,-27.558634,correct,True,-13.315883,-14.629485,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,8,9.565218,18914,[2.023818254470825],[-2.833354949951172],101282,"[-1.5157017707824707, 1.5981827974319458]","[3.3971617221832275, 0.6828345060348511]",-11.739546,-13.8112755,correct,True,-11.739546,-27.622551,correct,True,-11.739546,-15.279066,correct,True,9.278952,60951,[0.857548177242279],[-2.398240089416504],65865,"[0.6768171787261963, 0.8695352077484131]","[-0.49797293543815613, -8.342511177062988]",-13.70929,-13.503334,incorrect,False,-13.70929,-27.006668,correct,True,-13.70929,-13.89002,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,9,9.682316,52099,[0.5735639333724976],[2.518052101135254],62816,"[0.18786922097206116, 1.816952109336853]","[-0.5029382109642029, 1.21120023727417]",-13.262827,-12.937771,incorrect,False,-13.262827,-25.875542,correct,True,-13.262827,-13.648521,correct,True,9.28707,73226,[0.2494523674249649],[0.016641229391098022],64380,"[0.5652456283569336, -2.635620594024658]","[1.8379979133605957, 0.20690090954303741]",-14.062806,-15.044582,correct,True,-14.062806,-30.089165,correct,True,-14.062806,-13.747013,incorrect,False,An
