task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",0,3.37,18201,"[-0.68310546875, 3.68359375, 1.87109375]","[-0.40283203125, 2.150390625, -0.07928466796875]",13557,[-0.281005859375],[0.439453125],-9.99,-12.14,correct,True,-29.97,-12.14,incorrect,False,-12.54,-12.14,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",1,7.76,15329,"[-0.65673828125, 3.505859375, 1.07421875]","[1.4248046875, 1.08984375, 4.2109375]",8239,[0.005031585693359375],[1.3330078125],-10.0,-10.695,correct,True,-30.0,-10.695,incorrect,False,-11.36,-10.695,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",2,9.36,6231,"[0.296142578125, 3.1875, 3.76171875]","[0.47119140625, -0.345458984375, 0.5244140625]",3812,[0.689453125],[0.434814453125],-8.734,-9.79,correct,True,-26.22,-9.79,incorrect,False,-10.18,-9.79,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",3,9.336,4999,"[0.467041015625, 2.162109375, 2.97265625]","[0.473388671875, 2.328125, -1.244140625]",3524,[0.72265625],[2.53515625],-8.88,-9.74,correct,True,-26.64,-9.74,incorrect,False,-10.0,-9.74,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",4,8.51,4982,"[0.60986328125, 2.892578125, 1.7197265625]","[0.378173828125, -0.11883544921875, 0.407958984375]",813,[1.84375],[-1.4775390625],-9.26,-8.875,incorrect,False,-27.78,-8.875,incorrect,False,-10.11,-8.875,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",5,8.22,8195,"[0.669921875, 2.4140625, 1.6474609375]","[2.732421875, 0.32763671875, 1.666015625]",8859,[0.583984375],[-0.1600341796875],-9.695,-10.75,correct,True,-29.1,-10.75,incorrect,False,-10.664,-10.75,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",6,7.258,2791,"[1.91015625, 2.1796875, 2.095703125]","[3.04296875, -0.2939453125, -1.6669921875]",12785,[0.420654296875],[-0.57080078125],-9.484,-11.34,correct,True,-28.45,-11.34,incorrect,False,-9.86,-11.34,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",7,8.93,333,"[3.26171875, 1.6845703125, 1.1396484375]","[1.3671875, -1.94140625, -0.9560546875]",14685,[0.034454345703125],[-0.01136016845703125],-9.25,-11.336,correct,True,-27.75,-11.336,incorrect,False,-8.11,-11.336,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",8,8.95,302,"[3.34765625, 0.5380859375, 0.66162109375]","[2.001953125, 2.58984375, 1.490234375]",14050,[0.018951416015625],[-0.1878662109375],-9.65,-11.33,correct,True,-28.94,-11.33,incorrect,False,-8.0,-11.33,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",9,9.04,282,"[4.03125, 1.859375, 1.17578125]","[1.447265625, -0.04132080078125, 0.306884765625]",20347,[-0.08392333984375],[-2.7734375],-8.99,-12.04,correct,True,-26.98,-12.04,incorrect,False,-7.926,-12.04,correct,True
