task,item_id,condition,exemplar,correct,incorrect,human_prop_correct,prefix,question,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_incorrect_first_token,control_logits_incorrect,control_logits_deltas_incorrect,control_mean_logprob_correct,control_mean_logprob_incorrect,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_incorrect,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_incorrect,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,0,10.6,26109,[0.8154296875],[0.58935546875],123525,"[-2.595703125, 4.37890625]","[2.208984375, 1.2890625]",-11.65,-11.836,correct,True,-11.65,-23.67,correct,True,-11.65,-15.06,correct,True,10.14,19522,[1.390625],[-0.490966796875],117941,"[-2.17578125, 4.23046875]","[-0.7890625, 1.484375]",-11.516,-11.945,correct,True,-11.516,-23.89,correct,True,-11.516,-15.08,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,1,10.51,22984,[1.1796875],[0.489013671875],94931,"[-0.95458984375, 4.4609375]","[1.0048828125, -0.62353515625]",-11.58,-11.06,incorrect,False,-11.58,-22.12,correct,True,-11.58,-13.71,correct,True,10.37,27574,[0.998046875],[0.69921875],119905,"[-2.212890625, 4.44921875]","[-0.6259765625, 1.5087890625]",-11.8,-11.8,correct,True,-11.8,-23.6,correct,True,-11.8,-15.01,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,2,10.445,26681,[1.27734375],[0.166748046875],82389,"[-0.390869140625, 4.04296875]","[1.126953125, 1.08984375]",-11.766,-11.125,incorrect,False,-11.766,-22.25,correct,True,-11.766,-13.44,correct,True,10.484,24920,[1.1005859375],[0.74462890625],119558,"[-2.1484375, 4.64453125]","[-2.8125, 1.1240234375]",-11.67,-11.64,incorrect,False,-11.67,-23.28,correct,True,-11.67,-14.92,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,3,10.35,32709,[1.193359375],[0.8154296875],68741,"[0.11846923828125, 4.00390625]","[0.53662109375, 3.134765625]",-12.03,-10.984,incorrect,False,-12.03,-21.97,correct,True,-12.03,-13.11,correct,True,10.625,21946,[1.1494140625],[-0.1160888671875],124809,"[-2.7109375, 4.453125]","[-1.8369140625, 3.34375]",-11.51,-11.96,correct,True,-11.51,-23.92,correct,True,-11.51,-15.37,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,4,10.35,27314,[1.3623046875],[1.3603515625],58153,"[0.3486328125, 4.70703125]","[2.736328125, 1.29296875]",-11.84,-10.53,incorrect,False,-11.84,-21.06,correct,True,-11.84,-12.85,correct,True,10.52,69681,[0.0248260498046875],[0.023193359375],127020,"[-2.021484375, 5.1484375]","[1.8330078125, 1.3486328125]",-12.44,-11.17,incorrect,False,-12.44,-22.34,correct,True,-12.44,-14.484,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,5,10.27,20632,[1.7431640625],[1.056640625],27398,"[1.4287109375, 4.80078125]","[0.232177734375, -0.8974609375]",-11.56,-10.07,incorrect,False,-11.56,-20.14,correct,True,-11.56,-11.875,correct,True,10.43,52615,[0.1976318359375],[-0.318603515625],108950,"[-1.6162109375, 5.3671875]","[2.041015625, 0.2283935546875]",-12.6,-11.09,incorrect,False,-12.6,-22.19,correct,True,-12.6,-14.42,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,6,10.27,17066,[1.9453125],[0.595703125],28445,"[1.3994140625, 4.2421875]","[0.134033203125, 0.63134765625]",-11.375,-10.38,incorrect,False,-11.375,-20.77,correct,True,-11.375,-11.92,correct,True,10.32,55758,[0.11346435546875],[0.5859375],96068,"[-1.1220703125, 5.046875]","[1.7841796875, 3.197265625]",-12.79,-11.09,incorrect,False,-12.79,-22.19,correct,True,-12.79,-14.03,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,7,10.305,14858,[2.017578125],[-0.1383056640625],28077,"[1.353515625, 4.1796875]","[-1.9814453125, -0.1961669921875]",-11.23,-10.375,incorrect,False,-11.23,-20.75,correct,True,-11.23,-11.89,correct,True,10.3,51481,[0.2529296875],[1.2958984375],87434,"[-0.8134765625, 5.671875]","[-2.0390625, -0.02935791015625]",-12.664,-10.64,incorrect,False,-12.664,-21.28,correct,True,-12.664,-13.734,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,8,10.3,16719,[1.8251953125],[-0.021026611328125],51035,"[0.509765625, 3.75]","[-2.134765625, 3.388671875]",-11.34,-10.984,incorrect,False,-11.34,-21.97,correct,True,-11.34,-12.664,correct,True,10.32,42788,[0.515625],[0.8251953125],99410,"[-1.236328125, 5.49609375]","[-1.2841796875, 1.259765625]",-12.39,-10.945,incorrect,False,-12.39,-21.89,correct,True,-12.39,-14.14,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,9,10.3,17127,[1.7431640625],[3.20703125],72637,"[-0.1556396484375, 4.45703125]","[-2.076171875, 0.88818359375]",-11.36,-10.89,incorrect,False,-11.36,-21.78,correct,True,-11.36,-13.26,correct,True,10.4,36321,[0.673828125],[-0.45654296875],104223,"[-1.4765625, 5.734375]","[0.74560546875, -1.5341796875]",-12.15,-10.92,incorrect,False,-12.15,-21.84,correct,True,-12.15,-14.3,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,10,10.28,6112,[2.576171875],[-0.61474609375],90594,"[-0.7548828125, 4.32421875]","[2.48046875, 2.23828125]",-10.484,-11.234,correct,True,-10.484,-22.47,correct,True,-10.484,-13.81,correct,True,10.43,40350,[0.499755859375],[-1.2119140625],95733,"[-1.154296875, 5.01171875]","[0.4013671875, 0.193359375]",-12.26,-11.08,incorrect,False,-12.26,-22.16,correct,True,-12.26,-13.91,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,11,10.27,9981,[2.232421875],[0.8486328125],69787,"[-0.06719970703125, 4.54296875]","[-2.25, 2.58203125]",-10.875,-10.81,incorrect,False,-10.875,-21.62,correct,True,-10.875,-13.18,correct,True,10.49,50188,[0.223388671875],[0.35107421875],91680,"[-0.97314453125, 4.77734375]","[-1.939453125, 0.388427734375]",-12.52,-11.16,incorrect,False,-12.52,-22.31,correct,True,-12.52,-13.73,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,12,10.4,9460,[2.25390625],[-3.2421875],92307,"[-0.7509765625, 4.8984375]","[0.0310516357421875, 2.962890625]",-10.81,-10.94,correct,True,-10.81,-21.88,correct,True,-10.81,-13.82,correct,True,10.49,44749,[0.286376953125],[0.1661376953125],100007,"[-1.369140625, 4.6953125]","[-0.8037109375, 1.4365234375]",-12.36,-11.38,incorrect,False,-12.36,-22.77,correct,True,-12.36,-14.016,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,13,10.44,33963,[1.0966796875],[2.248046875],91820,"[-0.6650390625, 5.35546875]","[-0.6142578125, 1.21875]",-12.04,-10.7,incorrect,False,-12.04,-21.4,correct,True,-12.04,-13.805,correct,True,10.46,43580,[0.272216796875],[1.44921875],97340,"[-1.3056640625, 4.953125]","[0.4306640625, 3.1328125]",-12.34,-11.266,incorrect,False,-12.34,-22.53,correct,True,-12.34,-13.914,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,14,10.4,20031,[1.6025390625],[0.380126953125],93356,"[-0.77490234375, 5.3125]","[1.388671875, 0.9638671875]",-11.48,-10.78,incorrect,False,-11.48,-21.56,correct,True,-11.48,-13.85,correct,True,10.48,37319,[0.47314453125],[0.8076171875],91795,"[-1.103515625, 5.54296875]","[-2.11328125, 0.27685546875]",-12.13,-10.81,incorrect,False,-12.13,-21.62,correct,True,-12.13,-13.71,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,15,10.41,21508,[1.5615234375],[0.276611328125],77518,"[-0.2666015625, 5.05078125]","[-0.7783203125, 5.23046875]",-11.555,-10.7,incorrect,False,-11.555,-21.4,correct,True,-11.555,-13.38,correct,True,10.56,34574,[0.5634765625],[1.767578125],100403,"[-1.35546875, 5.01953125]","[0.5361328125, 3.296875]",-12.0,-11.1,incorrect,False,-12.0,-22.2,correct,True,-12.0,-13.92,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,16,10.38,23472,[1.5322265625],[0.97412109375],85324,"[-0.44970703125, 6.109375]","[-0.391357421875, 1.6640625]",-11.66,-10.26,incorrect,False,-11.66,-20.52,correct,True,-11.66,-13.64,correct,True,10.56,27254,[0.8564453125],[0.68994140625],91545,"[-1.015625, 5.4921875]","[0.69970703125, -1.3193359375]",-11.73,-10.7,incorrect,False,-11.73,-21.4,correct,True,-11.73,-13.6,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,17,10.38,19282,[1.712890625],[2.49609375],86786,"[-0.5302734375, 6.2265625]","[1.6640625, 3.90625]",-11.46,-10.21,incorrect,False,-11.46,-20.42,correct,True,-11.46,-13.7,correct,True,10.59,27000,[0.8515625],[-0.92529296875],77437,"[-0.60205078125, 4.9453125]","[1.189453125, -0.24072265625]",-11.72,-10.76,incorrect,False,-11.72,-21.52,correct,True,-11.72,-13.17,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,18,10.37,8809,[2.4375],[-0.0296783447265625],65637,"[0.1153564453125, 7.0]","[-2.373046875, 2.056640625]",-10.76,-9.53,incorrect,False,-10.76,-19.06,correct,True,-10.76,-13.08,correct,True,10.586,54360,[0.041839599609375],[-0.85595703125],47459,"[0.225830078125, 4.78515625]","[-1.4375, -1.017578125]",-12.56,-10.44,incorrect,False,-12.56,-20.88,correct,True,-12.56,-12.375,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,19,10.37,10732,[2.27734375],[0.94775390625],88292,"[-0.5771484375, 7.17578125]","[-1.869140625, 3.458984375]",-10.92,-9.78,incorrect,False,-10.92,-19.56,correct,True,-10.92,-13.77,correct,True,10.625,61652,[-0.1248779296875],[-2.0546875],59890,"[-0.0799560546875, 4.453125]","[-0.638671875, 1.080078125]",-12.73,-10.766,incorrect,False,-12.73,-21.53,correct,True,-12.73,-12.69,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,20,10.375,8571,[2.451171875],[0.434814453125],100028,"[-1.015625, 7.796875]","[-0.1063232421875, 0.0692138671875]",-10.734,-9.72,incorrect,False,-10.734,-19.44,correct,True,-10.734,-14.2,correct,True,10.62,70670,[-0.347900390625],[-0.392578125],62808,"[-0.1456298828125, 4.5703125]","[0.291259765625, -0.96044921875]",-12.97,-10.75,incorrect,False,-12.97,-21.5,correct,True,-12.97,-12.766,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,21,10.37,7917,[2.46875],[2.642578125],98202,"[-1.0048828125, 7.3828125]","[0.72412109375, 2.341796875]",-10.66,-9.875,incorrect,False,-10.66,-19.75,correct,True,-10.66,-14.13,correct,True,10.63,71397,[-0.35986328125],[-1.1015625],61502,"[-0.1046142578125, 4.18359375]","[0.84228515625, -0.93115234375]",-12.984,-10.92,incorrect,False,-12.984,-21.84,correct,True,-12.984,-12.73,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,22,10.36,3831,[3.001953125],[0.859375],90530,"[-0.76904296875, 7.5859375]","[1.7705078125, -1.02734375]",-10.09,-9.63,incorrect,False,-10.09,-19.27,correct,True,-10.09,-13.87,correct,True,10.66,77466,[-0.4697265625],[-0.7783203125],58041,"[0.024566650390625, 3.763671875]","[-1.3642578125, 0.3330078125]",-13.11,-11.08,incorrect,False,-13.11,-22.16,correct,True,-13.11,-12.62,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,23,10.35,3781,[3.0390625],[-2.328125],76012,"[-0.27880859375, 6.9765625]","[-1.373046875, 1.4677734375]",-10.086,-9.695,incorrect,False,-10.086,-19.39,correct,True,-10.086,-13.41,correct,True,10.69,79271,[-0.5029296875],[-1.6865234375],62466,"[-0.08807373046875, 3.697265625]","[-0.9326171875, 3.3671875]",-13.13,-11.16,incorrect,False,-13.13,-22.31,correct,True,-13.13,-12.72,incorrect,False,An
