item_id,profession,profession_bias,condition,cue,prefix,correct,incorrect,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,task
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,0,4.8355217,107,[2.3515701293945312],[-23.343435287475586],168,[1.7856111526489258],[-22.94753646850586],-6.933158,-7.499117,correct,True,-6.933158,-7.499117,correct,True,-6.933158,-7.499117,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,1,4.127618,144,[-0.9961500763893127],[-43.52723693847656],168,[-1.2208213806152344],[-48.328094482421875],-7.8559713,-8.080643,correct,True,-7.8559713,-8.080643,correct,True,-7.8559713,-8.080643,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,2,3.6488829,116,[-9.09460163116455],[-44.2049560546875],197,[-10.153560638427734],[-44.80390167236328],-7.588281,-8.64724,correct,True,-7.588281,-8.64724,correct,True,-7.588281,-8.64724,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,3,3.1386056,113,[-14.872932434082031],[-38.21137237548828],187,[-15.850988388061523],[-40.198368072509766],-7.905305,-8.883361,correct,True,-7.905305,-8.883361,correct,True,-7.905305,-8.883361,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,4,2.9106793,108,[-20.278013229370117],[-18.33803939819336],185,[-21.42113494873047],[-16.9891300201416],-7.888916,-9.032038,correct,True,-7.888916,-9.032038,correct,True,-7.888916,-9.032038,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,5,2.841429,49,[-21.645889282226562],[-12.905694007873535],70,[-22.24793243408203],[-15.159515380859375],-6.7709684,-7.3730116,correct,True,-6.7709684,-7.3730116,correct,True,-6.7709684,-7.3730116,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,6,2.3787682,23,[-21.31340217590332],[-21.97942543029785],39,[-22.287843704223633],[-25.445127487182617],-6.1291203,-7.103562,correct,True,-6.1291203,-7.103562,correct,True,-6.1291203,-7.103562,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,7,3.3370538,10,[-23.394596099853516],[-46.289615631103516],27,[-25.155414581298828],[-45.70750045776367],-3.88977,-5.6505885,correct,True,-3.88977,-5.6505885,correct,True,-3.88977,-5.6505885,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,8,4.0080757,10,[-31.618305206298828],[-47.869747161865234],23,[-32.7297248840332],[-50.916481018066406],-3.859797,-4.9712167,correct,True,-3.859797,-4.9712167,correct,True,-3.859797,-4.9712167,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,9,3.5692544,6,[-37.887577056884766],[-122.46533966064453],31,[-39.57707595825195],[-124.79487609863281],-3.54373,-5.2332287,correct,True,-3.54373,-5.2332287,correct,True,-3.54373,-5.2332287,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,10,4.110692,3,[-78.93333435058594],[-104.32122802734375],21,[-80.96278381347656],[-106.81025695800781],-2.950375,-4.9798245,correct,True,-2.950375,-4.9798245,correct,True,-2.950375,-4.9798245,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,11,6.840204,2,[-107.64390563964844],,45,[-110.12531280517578],,-3.39704,-5.878447,correct,True,-3.39704,-5.878447,correct,True,-3.39704,-5.878447,correct,True,gender
1,CEO,man,inconsistent,The CEO is somebody's grandmother.,The CEO is somebody's grandmother. The CEO is a,woman,man,The CEO is somebody's grandmother. The CEO is a,0,4.7909636,158,[2.0393006801605225],[-23.29694366455078],110,[2.4476301670074463],[-23.595855712890625],-7.4320965,-7.0237665,incorrect,False,-7.4320965,-7.0237665,incorrect,False,-7.4320965,-7.0237665,incorrect,False,gender
1,CEO,man,inconsistent,The CEO is somebody's grandmother.,The CEO is somebody's grandmother. The CEO is a,woman,man,The CEO is somebody's grandmother. The CEO is a,1,4.086712,153,[-1.034161925315857],[-48.58735656738281],146,[-0.9504040479660034],[-43.990623474121094],-7.972375,-7.888617,incorrect,False,-7.972375,-7.888617,incorrect,False,-7.972375,-7.888617,incorrect,False,gender
1,CEO,man,inconsistent,The CEO is somebody's grandmother.,The CEO is somebody's grandmother. The CEO is a,woman,man,The CEO is somebody's grandmother. The CEO is a,2,3.646585,171,[-10.089527130126953],[-42.420345306396484],108,[-9.199431419372559],[-42.02852249145508],-8.445704,-7.5556087,incorrect,False,-8.445704,-7.5556087,incorrect,False,-8.445704,-7.5556087,incorrect,False,gender
1,CEO,man,inconsistent,The CEO is somebody's grandmother.,The CEO is somebody's grandmother. The CEO is a,woman,man,The CEO is somebody's grandmother. The CEO is a,3,3.122909,173,[-15.440237998962402],[-39.9536018371582],113,[-14.661446571350098],[-39.280364990234375],-8.705492,-7.9267006,incorrect,False,-8.705492,-7.9267006,incorrect,False,-8.705492,-7.9267006,incorrect,False,gender
1,CEO,man,inconsistent,The CEO is somebody's grandmother.,The CEO is somebody's grandmother. The CEO is a,woman,man,The CEO is somebody's grandmother. The CEO is a,4,2.8850622,162,[-21.076515197753906],[-19.36245346069336],116,[-20.367610931396484],[-20.004817962646484],-8.8035965,-8.094692,incorrect,False,-8.8035965,-8.094692,incorrect,False,-8.8035965,-8.094692,incorrect,False,gender
1,CEO,man,inconsistent,The CEO is somebody's grandmother.,The CEO is somebody's grandmother. The CEO is a,woman,man,The CEO is somebody's grandmother. The CEO is a,5,2.781115,74,[-22.44291877746582],[-13.840285301208496],57,[-22.082487106323242],[-12.59666919708252],-7.5258737,-7.165442,incorrect,False,-7.5258737,-7.165442,incorrect,False,-7.5258737,-7.165442,incorrect,False,gender
1,CEO,man,inconsistent,The CEO is somebody's grandmother.,The CEO is somebody's grandmother. The CEO is a,woman,man,The CEO is somebody's grandmother. The CEO is a,6,2.462364,33,[-22.05661964416504],[-20.93267059326172],23,[-21.5566349029541],[-21.2512264251709],-6.7421293,-6.2421446,incorrect,False,-6.7421293,-6.2421446,incorrect,False,-6.7421293,-6.2421446,incorrect,False,gender
1,CEO,man,inconsistent,The CEO is somebody's grandmother.,The CEO is somebody's grandmother. The CEO is a,woman,man,The CEO is somebody's grandmother. The CEO is a,7,3.4124541,16,[-23.48967170715332],[-44.393836975097656],14,[-23.339693069458008],[-46.169395446777344],-4.6063795,-4.456401,incorrect,False,-4.6063795,-4.456401,incorrect,False,-4.6063795,-4.456401,incorrect,False,gender
1,CEO,man,inconsistent,The CEO is somebody's grandmother.,The CEO is somebody's grandmother. The CEO is a,woman,man,The CEO is somebody's grandmother. The CEO is a,8,4.0606112,8,[-30.79826545715332],[-48.49489974975586],14,[-31.284774780273438],[-48.77420425415039],-3.597422,-4.083931,correct,True,-3.597422,-4.083931,correct,True,-3.597422,-4.083931,correct,True,gender
1,CEO,man,inconsistent,The CEO is somebody's grandmother.,The CEO is somebody's grandmother. The CEO is a,woman,man,The CEO is somebody's grandmother. The CEO is a,9,3.5329897,3,[-37.329345703125],[-126.9211654663086],8,[-37.8421630859375],[-125.53919219970703],-3.4287214,-3.9415388,correct,True,-3.4287214,-3.9415388,correct,True,-3.4287214,-3.9415388,correct,True,gender
1,CEO,man,inconsistent,The CEO is somebody's grandmother.,The CEO is somebody's grandmother. The CEO is a,woman,man,The CEO is somebody's grandmother. The CEO is a,10,4.2349596,5,[-80.18853759765625],[-102.81175994873047],4,[-80.00363159179688],[-102.09858703613281],-3.4853587,-3.3004527,incorrect,False,-3.4853587,-3.3004527,incorrect,False,-3.4853587,-3.3004527,incorrect,False,gender
1,CEO,man,inconsistent,The CEO is somebody's grandmother.,The CEO is somebody's grandmother. The CEO is a,woman,man,The CEO is somebody's grandmother. The CEO is a,11,7.065894,7,[-107.34391784667969],,3,[-106.9691390991211],,-4.3318424,-3.957064,incorrect,False,-4.3318424,-3.957064,incorrect,False,-4.3318424,-3.957064,incorrect,False,gender
2,accountant,woman,consistent,The accountant is somebody's grandmother.,The accountant is somebody's grandmother. The accountant is a,woman,man,The accountant is somebody's grandmother. The accountant is a,0,4.849715,174,[1.1588364839553833],[-17.424470901489258],92,[1.9052671194076538],[-18.142963409423828],-7.5812693,-6.834838,incorrect,False,-7.5812693,-6.834838,incorrect,False,-7.5812693,-6.834838,incorrect,False,gender
2,accountant,woman,consistent,The accountant is somebody's grandmother.,The accountant is somebody's grandmother. The accountant is a,woman,man,The accountant is somebody's grandmother. The accountant is a,1,4.0913277,134,[-0.6638549566268921],[-43.497406005859375],114,[-0.3149540424346924],[-38.67088317871094],-7.7830877,-7.434187,incorrect,False,-7.7830877,-7.434187,incorrect,False,-7.7830877,-7.434187,incorrect,False,gender
2,accountant,woman,consistent,The accountant is somebody's grandmother.,The accountant is somebody's grandmother. The accountant is a,woman,man,The accountant is somebody's grandmother. The accountant is a,2,3.6141744,169,[-8.909043312072754],[-33.626338958740234],92,[-7.70035457611084],[-32.13983154296875],-8.396968,-7.188279,incorrect,False,-8.396968,-7.188279,incorrect,False,-8.396968,-7.188279,incorrect,False,gender
2,accountant,woman,consistent,The accountant is somebody's grandmother.,The accountant is somebody's grandmother. The accountant is a,woman,man,The accountant is somebody's grandmother. The accountant is a,3,2.915413,164,[-12.97106647491455],[-41.435245513916016],81,[-11.706777572631836],[-40.3800163269043],-8.808228,-7.5439386,incorrect,False,-8.808228,-7.5439386,incorrect,False,-8.808228,-7.5439386,incorrect,False,gender
2,accountant,woman,consistent,The accountant is somebody's grandmother.,The accountant is somebody's grandmother. The accountant is a,woman,man,The accountant is somebody's grandmother. The accountant is a,4,2.7296476,135,[-18.775564193725586],[-19.13339614868164],62,[-17.529640197753906],[-20.973114013671875],-8.6207285,-7.3748045,incorrect,False,-8.6207285,-7.3748045,incorrect,False,-8.6207285,-7.3748045,incorrect,False,gender
