item_id,profession,profession_bias,condition,cue,prefix,correct,incorrect,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,task
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,0,7.538357,235,[3.4647374153137207],[1.8802870512008667],594,[2.6515188217163086],[1.8662827014923096],-7.550729,-8.363947,correct,True,-7.550729,-8.363947,correct,True,-7.550729,-8.363947,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,1,8.388466,249,[2.737142562866211],[0.7693467140197754],437,[2.3416473865509033],[2.0097954273223877],-7.645812,-8.041307,correct,True,-7.645812,-8.041307,correct,True,-7.645812,-8.041307,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,2,8.66865,392,[2.2643485069274902],[1.9600485563278198],359,[2.3195486068725586],[1.897510051727295],-8.004578,-7.949378,incorrect,False,-8.004578,-7.949378,incorrect,False,-8.004578,-7.949378,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,3,8.572067,378,[2.290625810623169],[5.054667949676514],350,[2.3375422954559326],[5.435842037200928],-7.939971,-7.893055,incorrect,False,-7.939971,-7.893055,incorrect,False,-7.939971,-7.893055,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,4,8.462291,224,[2.724432945251465],[5.97401762008667],196,[2.825700044631958],[6.089487075805664],-7.5258846,-7.424618,incorrect,False,-7.5258846,-7.424618,incorrect,False,-7.5258846,-7.424618,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,5,8.149145,127,[3.399242639541626],[1.4098484516143799],102,[3.536203145980835],[5.472968578338623],-7.0575213,-6.920561,incorrect,False,-7.0575213,-6.920561,incorrect,False,-7.0575213,-6.920561,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,6,8.05043,115,[3.5076355934143066],[3.81563401222229],52,[4.15825891494751],[2.239717721939087],-6.992605,-6.341982,incorrect,False,-6.992605,-6.341982,incorrect,False,-6.992605,-6.341982,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,7,7.5050373,104,[3.888169050216675],[2.704192638397217],67,[4.350047588348389],[3.2742466926574707],-6.8838053,-6.4219265,incorrect,False,-6.8838053,-6.4219265,incorrect,False,-6.8838053,-6.4219265,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,8,7.237317,90,[4.102460861206055],[-3.8157286643981934],50,[4.645813941955566],[-0.1584581434726715],-6.7503586,-6.2070055,incorrect,False,-6.7503586,-6.2070055,incorrect,False,-6.7503586,-6.2070055,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,9,7.2781053,169,[3.533987045288086],[-0.6746495962142944],60,[4.500489234924316],[0.20776142179965973],-7.3778744,-6.411372,incorrect,False,-7.3778744,-6.411372,incorrect,False,-7.3778744,-6.411372,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,10,7.2708216,199,[3.370359182357788],[0.8282046318054199],58,[4.433281898498535],[0.2599901854991913],-7.4681053,-6.405183,incorrect,False,-7.4681053,-6.405183,incorrect,False,-7.4681053,-6.405183,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,11,7.3566837,196,[3.363065242767334],[-1.547080397605896],69,[4.344979763031006],[-2.6964704990386963],-7.4792156,-6.497301,incorrect,False,-7.4792156,-6.497301,incorrect,False,-7.4792156,-6.497301,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,12,7.274332,299,[3.0713634490966797],[1.366459846496582],120,[3.902086019515991],[-1.854287028312683],-7.8405924,-7.0098696,incorrect,False,-7.8405924,-7.0098696,incorrect,False,-7.8405924,-7.0098696,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,13,7.3998384,226,[3.1869304180145264],[0.13898977637290955],136,[3.634077310562134],[1.5770155191421509],-7.600001,-7.1528544,incorrect,False,-7.600001,-7.1528544,incorrect,False,-7.600001,-7.1528544,incorrect,False,gender
