task,item_id,condition,exemplar,correct,incorrect,human_prop_correct,prefix,question,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_incorrect_first_token,control_logits_incorrect,control_logits_deltas_incorrect,control_mean_logprob_correct,control_mean_logprob_incorrect,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_incorrect,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_incorrect,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,0,7.0601773,2962,[1.1464383602142334],[-1.6475661993026733],8761,"[0.18407364189624786, 0.43463122844696045, 3.2900733947753906]","[3.112062692642212, 2.6682021617889404, 2.5851564407348633]",-10.0894575,-9.922998,incorrect,False,-10.0894575,-29.768995,correct,True,-10.0894575,-11.051823,correct,True,8.528767,3059,[1.8702607154846191],[-0.38868722319602966],23229,"[-1.2296528816223145, -0.15425291657447815, 2.824702024459839]","[0.3241938352584839, 3.2692782878875732, 1.176914930343628]",-9.789575,-10.918393,correct,True,-9.789575,-32.75518,correct,True,-9.789575,-12.889488,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,1,8.622662,16212,[-0.5108084082603455],[1.5510751008987427],479,"[3.2873942852020264, 1.906123161315918, 4.04624080657959]","[1.872474193572998, -3.122933864593506, 1.052025318145752]",-11.968582,-8.691612,incorrect,False,-11.968582,-26.074837,correct,True,-11.968582,-8.17038,incorrect,False,8.298494,10519,[1.0727455615997314],[0.3046247661113739],22760,"[-0.6609196066856384, 2.132831335067749, 2.8370561599731445]","[3.4946258068084717, -0.994198203086853, 1.5964585542678833]",-11.330226,-10.821103,incorrect,False,-11.330226,-32.46331,correct,True,-11.330226,-13.06389,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,2,8.259478,10701,[0.7726510763168335],[1.926974892616272],1118,"[3.2773733139038086, 0.21257862448692322, 3.4969558715820312]","[2.1429266929626465, 0.7567182779312134, 4.26445198059082]",-11.405373,-9.995962,incorrect,False,-11.405373,-29.987886,correct,True,-11.405373,-8.900651,incorrect,False,8.313939,9252,[1.030945897102356],[-1.787490963935852],11961,"[0.6362820863723755, 1.1255273818969727, 3.0701780319213867]","[1.5407602787017822, 3.816370964050293, 4.134456634521484]",-11.133822,-10.815697,incorrect,False,-11.133822,-32.44709,correct,True,-11.133822,-11.528486,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,3,8.548057,3554,[1.7680377960205078],[3.655482769012451],510,"[3.5098278522491455, 0.4917047917842865, 5.164940357208252]","[3.2922561168670654, 1.3152974843978882, 2.3576178550720215]",-9.903748,-9.008622,incorrect,False,-9.903748,-27.025867,correct,True,-9.903748,-8.161958,incorrect,False,7.350602,17295,[0.02162647806107998],[-1.6481302976608276],8663,"[1.2318668365478516, 3.1361746788024902, 4.79465389251709]","[4.075429916381836, -0.43816062808036804, 3.1871683597564697]",-12.391789,-9.472331,incorrect,False,-12.391789,-28.416992,correct,True,-12.391789,-11.181548,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,4,8.447256,610,[3.45205020904541],[3.0450258255004883],131,"[4.631127834320068, 0.9792315363883972, 5.10600471496582]","[0.42405611276626587, -1.948009967803955, 4.473972797393799]",-8.314964,-8.392625,correct,True,-8.314964,-25.177876,correct,True,-8.314964,-7.1358867,incorrect,False,8.545726,22626,[-1.1393698453903198],[-1.1449120044708252],689,"[3.5347859859466553, 2.1044435501098633, 5.348116397857666]","[-2.7303428649902344, 0.34371402859687805, 4.5125603675842285]",-13.044959,-8.462548,incorrect,False,-13.044959,-25.387646,correct,True,-13.044959,-8.370803,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,5,8.278662,242,[4.420248985290527],[-1.2387129068374634],314,"[4.208254814147949, -0.05719882622361183, 6.642601490020752]","[-1.5933609008789062, 2.215337038040161, -0.24887366592884064]",-7.5999756,-8.499204,correct,True,-7.5999756,-25.497612,correct,True,-7.5999756,-7.8119698,correct,True,6.8050075,25248,[-1.4489572048187256],[1.1703710556030273],7224,"[1.3464046716690063, 1.9385342597961426, 6.554037094116211]","[0.9089186787605286, -0.6757445931434631, -2.620243787765503]",-13.808423,-8.899218,incorrect,False,-13.808423,-26.697653,correct,True,-13.808423,-11.013058,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,6,8.415171,825,[3.4134490489959717],[-1.8879188299179077],1227,"[3.0581705570220947, 0.8807582855224609, 5.590136528015137]","[0.5136498808860779, 0.4376368522644043, 0.6610761284828186]",-8.561949,-8.846798,correct,True,-8.561949,-26.540394,correct,True,-8.561949,-8.917228,correct,True,0.14965011,22002,[-0.7365310788154602],[1.5130375623703003],6248,"[1.6663810014724731, 1.4159057140350342, 3.727952480316162]","[1.899999976158142, 2.2573134899139404, -0.44107291102409363]",-17.481401,-11.353897,incorrect,False,-17.481401,-34.06169,correct,True,-17.481401,-15.078491,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,7,8.621005,2850,[2.194671154022217],[-0.9508363604545593],1206,"[3.012040138244629, 0.9522612690925598, 5.134507656097412]","[-3.827484369277954, -0.09364984929561615, 2.72637939453125]",-9.644167,-8.951848,incorrect,False,-9.644167,-26.855543,correct,True,-9.644167,-8.826798,incorrect,False,1.0395085,18280,[-0.2323193997144699],[0.2686496675014496],3840,"[2.165245532989502, 2.2119648456573486, 3.1254749298095703]","[0.6368779540061951, 1.4596632719039917, -0.24962440133094788]",-14.775188,-10.422451,incorrect,False,-14.775188,-31.267353,correct,True,-14.775188,-12.377633,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,8,8.400097,7030,[1.41025972366333],[-0.697370171546936],11226,"[0.7162816524505615, 0.7669024467468262, 5.699069023132324]","[1.1586709022521973, 2.6077065467834473, 1.3052536249160767]",-10.763856,-9.871023,incorrect,False,-10.763856,-29.61307,correct,True,-10.763856,-11.457834,correct,True,1.2978402,18025,[-0.13527311384677887],[1.4856001138687134],3749,"[2.1985185146331787, 2.509371757507324, 2.543642997741699]","[1.6260846853256226, 3.3194031715393066, 3.2649118900299072]",-14.430539,-10.417803,incorrect,False,-14.430539,-31.253408,correct,True,-14.430539,-12.096749,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,9,8.491086,8666,[0.9597866535186768],[1.139062762260437],7422,"[1.17347252368927, 1.787916898727417, 5.657735347747803]","[2.1688036918640137, -2.882293224334717, 1.6175332069396973]",-11.013203,-9.200866,incorrect,False,-11.013203,-27.602598,correct,True,-11.013203,-10.799517,incorrect,False,0.32259172,14167,[0.3297427296638489],[0.7139478325843811],2585,"[2.4828948974609375, 3.5639374256134033, 3.5441503524780273]","[2.486265182495117, 1.879607915878296, 0.791193962097168]",-15.386624,-10.114263,incorrect,False,-15.386624,-30.342789,correct,True,-15.386624,-13.233478,incorrect,False,An
