item_id,profession,profession_bias,condition,cue,prefix,correct,incorrect,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,task
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,0,8.15543,1408,[-8.494121551513672],[-28.719100952148438],1037,[-8.155004501342773],[-29.791357040405273],-9.102552,-8.763435,incorrect,False,-9.102552,-8.763435,incorrect,False,-9.102552,-8.763435,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,1,7.4644165,1157,[-11.372930526733398],[-10.38805866241455],946,[-11.144859313964844],[-11.590862274169922],-9.03027,-8.802198,incorrect,False,-9.03027,-8.802198,incorrect,False,-9.03027,-8.802198,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,2,7.1798487,584,[-11.598756790161133],[-15.643731117248535],505,[-11.432387351989746],[-17.867725372314453],-8.25145,-8.085081,incorrect,False,-8.25145,-8.085081,incorrect,False,-8.25145,-8.085081,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,3,6.594473,534,[-12.534652709960938],[-11.116019248962402],543,[-12.548705101013184],[-12.02994441986084],-8.348747,-8.3628,correct,True,-8.348747,-8.3628,correct,True,-8.348747,-8.3628,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,4,6.2555084,618,[-12.814634323120117],[-20.491830825805664],643,[-12.856829643249512],[-23.8170108795166],-8.621338,-8.663533,correct,True,-8.621338,-8.663533,correct,True,-8.621338,-8.663533,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,5,5.604356,593,[-14.058568954467773],[-10.032585144042969],765,[-14.409566879272461],[-6.999509334564209],-8.852241,-9.2032385,correct,True,-8.852241,-9.2032385,correct,True,-8.852241,-9.2032385,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,6,5.460118,681,[-14.0972261428833],[-16.0293025970459],673,[-14.081381797790527],[-15.559483528137207],-9.153579,-9.137734,incorrect,False,-9.153579,-9.137734,incorrect,False,-9.153579,-9.137734,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,7,5.312086,815,[-14.921683311462402],[-11.690351486206055],754,[-14.778261184692383],[-15.579726219177246],-9.516645,-9.373222,incorrect,False,-9.516645,-9.373222,incorrect,False,-9.516645,-9.373222,incorrect,False,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,8,5.0666323,958,[-15.182994842529297],[-18.928028106689453],1213,[-15.526506423950195],[-19.460601806640625],-9.841937,-10.185449,correct,True,-9.841937,-10.185449,correct,True,-9.841937,-10.185449,correct,True,gender
0,CEO,man,consistent,The CEO is somebody's grandfather.,The CEO is somebody's grandfather. The CEO is a,man,woman,The CEO is somebody's grandfather. The CEO is a,9,4.665456,407,[-16.591062545776367],[-30.320833206176758],508,[-16.916704177856445],[-33.121421813964844],-8.838047,-9.163689,correct,True,-8.838047,-9.163689,correct,True,-8.838047,-9.163689,correct,True,gender
