task,item_id,condition,exemplar,correct,incorrect,human_prop_correct,prefix,question,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_incorrect_first_token,control_logits_incorrect,control_logits_deltas_incorrect,control_mean_logprob_correct,control_mean_logprob_incorrect,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_incorrect,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_incorrect,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,0,3.2014014e-09,71093,[-0.5291944146156311],[-6.932239055633545],147936,[-10.75799560546875],[-21.813331604003906],-107.781845,-118.01064,correct,True,-107.781845,-118.01064,correct,True,-107.781845,-118.01064,correct,True,0.20059502,130678,[-7.628962516784668],[-24.435056686401367],33914,[10.674910545349121],[15.308727264404297],-104.1762,-85.87233,incorrect,False,-104.1762,-85.87233,incorrect,False,-104.1762,-85.87233,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,1,5.6491995e-08,86659,[-2.1202504634857178],[7.449088096618652],168646,[-14.6648588180542],[-36.805694580078125],-108.69402,-121.23863,correct,True,-108.69402,-121.23863,correct,True,-108.69402,-121.23863,correct,True,0.5518913,159377,[-11.83528995513916],[11.324243545532227],34017,[12.532220840454102],[-39.93758010864258],-123.06752,-98.70001,incorrect,False,-123.06752,-98.70001,incorrect,False,-123.06752,-98.70001,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,2,2.707175e-06,75498,[0.46754342317581177],[48.4795036315918],202913,[-26.355985641479492],[-30.470224380493164],-125.30632,-152.12985,correct,True,-125.30632,-152.12985,correct,True,-125.30632,-152.12985,correct,True,9.445634e-09,120720,[-6.983270645141602],[5.072906017303467],77782,[0.6470832824707031],[-15.384649276733398],-130.00381,-122.37346,incorrect,False,-130.00381,-122.37346,incorrect,False,-130.00381,-122.37346,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,3,0.87854105,48421,[8.325746536254883],[21.621803283691406],209788,[-29.830623626708984],[-6.867887496948242],-114.59277,-152.74915,correct,True,-114.59277,-152.74915,correct,True,-114.59277,-152.74915,correct,True,1.6015179e-11,115808,[-6.731751918792725],[-6.393919467926025],91637,[-1.9122320413589478],[28.467660903930664],-151.84865,-147.02913,incorrect,False,-151.84865,-147.02913,incorrect,False,-151.84865,-147.02913,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,4,0.11828278,46842,[11.46253776550293],[-10.870800971984863],212560,[-30.818214416503906],[-10.01346492767334],-114.06098,-156.34174,correct,True,-114.06098,-156.34174,correct,True,-114.06098,-156.34174,correct,True,2.0529833e-11,123409,[-7.44087553024292],[-29.93748664855957],84336,[0.8302599191665649],[4.359598636627197],-154.12924,-145.85811,incorrect,False,-154.12924,-145.85811,incorrect,False,-154.12924,-145.85811,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,5,0.0026970748,68987,[8.263623237609863],[-4.699401378631592],220329,[-28.98862075805664],[-6.830617427825928],-117.37997,-154.6322,correct,True,-117.37997,-154.6322,correct,True,-117.37997,-154.6322,correct,True,0.0007991738,152193,[-11.12485408782959],[-0.9125444293022156],89622,[1.3914902210235596],[7.07859468460083],-136.46031,-123.94397,incorrect,False,-136.46031,-123.94397,incorrect,False,-136.46031,-123.94397,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,6,0.0103262905,88764,[4.966111183166504],[12.23826789855957],225058,[-25.14579963684082],[-10.60308837890625],-104.45742,-134.56934,correct,True,-104.45742,-134.56934,correct,True,-104.45742,-134.56934,correct,True,4.4640475e-07,156416,[-10.142860412597656],[-21.108341217041016],88410,[2.8493008613586426],[2.183119297027588],-136.55386,-123.56171,incorrect,False,-136.55386,-123.56171,incorrect,False,-136.55386,-123.56171,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,7,0.020276634,85358,[6.578830718994141],[24.41359519958496],227789,[-25.16515350341797],[-12.912524223327637],-103.682434,-135.42642,correct,True,-103.682434,-135.42642,correct,True,-103.682434,-135.42642,correct,True,6.455663e-05,181556,[-12.533981323242188],[-5.894139289855957],96694,[2.9299018383026123],[8.743117332458496],-126.58942,-111.125534,incorrect,False,-126.58942,-111.125534,incorrect,False,-126.58942,-111.125534,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,8,0.00060398295,69392,[11.0711030960083],[12.049570083618164],229742,[-27.310405731201172],[-17.382108688354492],-106.183136,-144.56465,correct,True,-106.183136,-144.56465,correct,True,-106.183136,-144.56465,correct,True,2.9606968e-05,187627,[-13.287583351135254],[8.360809326171875],96860,[3.894299268722534],[-8.806550979614258],-131.79408,-114.6122,incorrect,False,-131.79408,-114.6122,incorrect,False,-131.79408,-114.6122,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,9,0.05927407,59648,[12.581454277038574],[12.473638534545898],239653,[-26.579477310180664],[-4.245019912719727],-89.824715,-128.98564,correct,True,-89.824715,-128.98564,correct,True,-89.824715,-128.98564,correct,True,0.30637345,191755,[-12.354421615600586],[-1.57060968875885],121894,[2.0769474506378174],[-0.05383922532200813],-132.80676,-118.375404,incorrect,False,-132.80676,-118.375404,incorrect,False,-132.80676,-118.375404,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,10,0.50449634,56534,[13.101948738098145],[24.599822998046875],239110,[-22.19245147705078],[-3.0731379985809326],-78.845856,-114.14026,correct,True,-78.845856,-114.14026,correct,True,-78.845856,-114.14026,correct,True,1.9049759,200445,[-10.709898948669434],[0.9465662837028503],133985,[1.7080044746398926],[0.4986506402492523],-115.19401,-102.7761,incorrect,False,-115.19401,-102.7761,incorrect,False,-115.19401,-102.7761,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,11,0.2966634,41284,[16.251707077026367],[-10.057044982910156],238069,[-19.80276870727539],[-0.7807144522666931],-76.1012,-112.15568,correct,True,-76.1012,-112.15568,correct,True,-76.1012,-112.15568,correct,True,0.6298327,197218,[-4.5748467445373535],[-1.3063613176345825],142315,[1.106943964958191],[-0.728842556476593],-66.23071,-60.548923,incorrect,False,-66.23071,-60.548923,incorrect,False,-66.23071,-60.548923,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,12,0.8848801,50904,[12.693888664245605],[-5.76150369644165],232355,[-17.70118522644043],[2.0729780197143555],-73.86949,-104.264565,correct,True,-73.86949,-104.264565,correct,True,-73.86949,-104.264565,correct,True,2.6570988,199261,[-2.4141058921813965],[-1.4220973253250122],147506,[-0.12907452881336212],[-1.9007604122161865],-28.112923,-25.82789,incorrect,False,-28.112923,-25.82789,incorrect,False,-28.112923,-25.82789,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,13,0.04818229,55119,[8.736185073852539],[-8.371569633483887],222233,[-13.671304702758789],[6.234957218170166],-67.99805,-90.40553,correct,True,-67.99805,-90.40553,correct,True,-67.99805,-90.40553,correct,True,4.3449883,197992,[-1.9790929555892944],[-0.9246030449867249],167528,[-0.9176100492477417],[-1.338592529296875],-21.661547,-20.600063,incorrect,False,-21.661547,-20.600063,incorrect,False,-21.661547,-20.600063,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,14,0.018334635,62485,[7.303408145904541],[-3.248555898666382],215594,[-12.13972282409668],[-5.306482315063477],-69.89761,-89.340744,correct,True,-69.89761,-89.340744,correct,True,-69.89761,-89.340744,correct,True,5.9777894,190436,[-1.6999849081039429],[-0.8258979320526123],167659,[-1.0306719541549683],[-0.8004512190818787],-19.05055,-18.381237,incorrect,False,-19.05055,-18.381237,incorrect,False,-19.05055,-18.381237,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,15,4.1090465e-05,63201,[6.4589457511901855],[-1.003242015838623],218518,[-12.380731582641602],[-0.5744629502296448],-73.130196,-91.96987,correct,True,-73.130196,-91.96987,correct,True,-73.130196,-91.96987,correct,True,6.3463683,176125,[-1.5017428398132324],[-4.249285697937012],155649,[-0.97954922914505],[-2.9894521236419678],-17.821827,-17.299633,incorrect,False,-17.821827,-17.299633,incorrect,False,-17.821827,-17.299633,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,16,1.0044366e-05,64665,[5.640270233154297],[-8.538633346557617],216846,[-11.179240226745605],[7.205195903778076],-70.21968,-87.03919,correct,True,-70.21968,-87.03919,correct,True,-70.21968,-87.03919,correct,True,5.925012,178342,[-1.7205098867416382],[0.8310279250144958],156907,[-1.1393029689788818],[-2.0585107803344727],-18.199139,-17.617931,incorrect,False,-18.199139,-17.617931,incorrect,False,-18.199139,-17.617931,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,17,0.00028777932,76293,[3.8281126022338867],[-4.242988109588623],209490,[-9.11230182647705],[18.03837013244629],-64.22723,-77.16764,correct,True,-64.22723,-77.16764,correct,True,-64.22723,-77.16764,correct,True,7.0453954,156006,[-1.2299774885177612],[-1.501250147819519],159915,[-1.318532109260559],[2.686519145965576],-16.495762,-16.584316,correct,True,-16.495762,-16.584316,correct,True,-16.495762,-16.584316,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,18,0.0016128257,80352,[2.8886964321136475],[-23.62082862854004],186028,[-5.759116172790527],[3.406036853790283],-53.612972,-62.260784,correct,True,-53.612972,-62.260784,correct,True,-53.612972,-62.260784,correct,True,7.800267,155178,[-1.2420940399169922],[-4.0768866539001465],151500,[-1.161813497543335],[1.5192633867263794],-16.120325,-16.040045,incorrect,False,-16.120325,-16.040045,incorrect,False,-16.120325,-16.040045,incorrect,False,An
