,imagename,subject_acc,subject_rt,subject_zscore_rt,subject,rr_auc,model_acc,final_prob,prob_auc,final_ent
0,oven10.png,False,0.868942022323608,0.5735945816801236,subject-01,2.191468253968254,1,0.6027948260307312,0.9031980272266077,1.5771422386169434
1,airplane4.png,False,0.89514684677124,0.7393236209729765,subject-01,3.8972222222222226,0,0.0131180370226502,1.3450025664642449,1.8189464807510376
2,elephant10.png,True,0.909301042556763,0.8288400103762128,subject-01,0.5178321678321675,0,0.0205902848392725,0.37484238157048755,2.4937260150909424
3,dog2.png,False,0.944024085998535,1.0484414292839772,subject-01,0.8886002886002884,0,0.0309129152446985,0.4173399526625867,2.0554070472717285
4,elephant8.png,True,0.750272989273071,-0.17691244348922336,subject-01,0.9250360750360747,0,0.0579904951155185,0.5071166800335044,2.540208578109741
5,airplane7.png,True,0.792999982833862,0.09330892772632308,subject-01,3.2489177489177483,0,0.0146717578172683,1.337585441768169,2.055328845977783
6,keyboard7.png,True,0.766915082931519,-0.07166166421580974,subject-01,1.191269841269841,0,0.0344852358102798,0.4022982637397939,1.89024019241333
7,bear1.png,False,0.811074018478394,0.2076158397798303,subject-01,0.7349567099567097,0,0.0386560149490833,0.4624342024326319,2.501473426818848
8,bear4.png,False,0.823776960372925,0.2879539607460937,subject-01,0.6724567099567097,0,0.0202515553683042,0.4312073029577727,2.0863070487976074
9,keyboard9.png,True,0.828184843063354,0.31583104746576485,subject-01,1.1182539682539678,0,0.077850729227066,0.4861751701682803,2.251084327697754
10,bottle9.png,True,0.888611078262329,0.6979889942828831,subject-01,6.333333333333333,1,0.6465588212013245,2.5194380804896355,1.4625205993652344
11,keyboard1.png,True,0.985419034957886,1.3102384558704245,subject-01,2.3087301587301585,0,0.0959492996335029,0.5586967766284938,2.030280590057373
12,chair2.png,True,0.759554147720337,-0.11821495150395861,subject-01,1.7114468864468861,1,0.6212673187255859,0.9861794542521236,1.4089938402175903
13,cat2.png,True,0.842426061630249,0.40589780124874303,subject-01,2.2027777777777775,0,0.0987230315804481,0.6767842303961511,2.1634178161621094
14,bird10.png,True,0.786988973617554,0.05529307363846191,subject-01,0.7789432789432784,0,0.0257063712924718,0.4438403584063046,2.297208786010742
15,truck3.png,True,1.07497406005859,1.8766176851397187,subject-01,0.18195970695970648,0,0.023497624322772,0.22498290706425858,2.0405161380767822
16,chair10.png,True,0.90558385848999,0.805331158199313,subject-01,2.3638028638028636,1,0.3735127449035644,0.7435373831540342,1.6097619533538818
17,bicycle10.png,True,0.618252992630005,-1.011855919444396,subject-01,1.2967032967032963,0,0.0533598214387893,0.6977469241246573,2.0985565185546875
18,chair9.png,True,0.738729953765869,-0.24991488580494475,subject-01,1.2109890109890107,0,0.203684389591217,0.5317074493505056,1.7059359550476074
19,knife1.png,True,0.713274002075195,-0.4109077757367797,subject-01,4.033766233766234,1,0.7574180960655212,1.5668342355638738,0.9382691383361816
20,knife5.png,True,0.749482870101929,-0.18190945048775897,subject-01,1.6087662337662334,0,0.0568794086575508,0.5859483238309617,1.715007781982422
21,bird6.png,True,0.978382110595703,1.265734333492057,subject-01,0.7853535353535347,0,0.0131520004943013,0.422513273544609,1.8750815391540527
22,bottle8.png,True,0.744482040405273,-0.2135365542277677,subject-01,6.333333333333333,1,0.5258928537368774,2.389467589557171,1.7829004526138306
23,oven4.png,True,0.786980867385864,0.055241806819523474,subject-01,1.2232142857142856,1,0.3000279068946838,0.5186124184401701,2.067312240600586
24,chair6.png,True,0.763653039932251,-0.09229203529427417,subject-01,1.482356532356532,1,0.4501068592071533,0.7792513766326006,1.916501522064209
25,bear9.png,False,0.775986909866333,-0.01428806243716436,subject-01,0.7618797868797867,0,0.0332235656678676,0.4636332616209977,2.406258106231689
26,truck4.png,False,1.4784369468689,4.428266781473807,subject-01,0.2526307026307022,0,0.0461643114686012,0.2630157431121908,2.372415542602539
27,clock6.png,True,0.716948986053467,-0.3876658125878647,subject-01,7.2,0,0.2449550181627273,2.8464162461459637,2.076550006866455
