,imagename,subject_acc,subject_rt,subject_zscore_rt,subject,rr_auc,model_acc,final_prob,prob_auc,final_ent
0,40_chair_10_n04099969_7577.png,False,0.945574045181274,-0.14737946374746067,subject-01,0.9055666555666553,0,0.0056062308140099,0.6235412978567177,0.8238433599472046
1,40_cat_10_n02124075_12815.png,False,1.04752802848816,0.32657650906902647,subject-01,0.7078754578754572,0,0.0197460018098354,0.5015554632991549,1.5156850814819336
2,5_truck_10_n04467665_34253.png,True,1.06327795982361,0.399793599620719,subject-01,4.55952380952381,1,0.5179387331008911,1.7214549109339712,1.6941349506378174
3,1_clock_10_n04548280_5320.png,True,0.67748498916626,-1.3936516075496903,subject-01,4.326165501165501,1,0.9966110587120056,2.9836425390094514,0.0315876007080078
4,3_dog_10_n02108915_3652.png,True,0.784923076629639,-0.8942015457705996,subject-01,2.1607142857142856,1,0.190068170428276,0.9019805453717702,2.3373262882232666
5,7_keyboard_10_n04505470_578.png,True,0.773025989532471,-0.9495078251912672,subject-01,3.9246753246753245,1,0.975817084312439,2.6356074623763557,0.176660880446434
6,7_cat_10_n02123597_3842.png,True,0.560640096664429,-1.9368313137083877,subject-01,3.708333333333333,1,0.8467617630958557,1.8376040589064353,0.7731218338012695
7,1_bear_10_n02134418_14.png,True,0.66037392616272,-1.4731962241377041,subject-01,9.583333333333332,1,0.9974367618560792,4.212016232311726,0.0246038511395454
8,10_knife_10_n03041632_29920.png,False,1.23815107345581,1.2127305149104186,subject-01,7.059523809523809,1,0.4113727509975433,1.7115043997764583,2.036433219909668
9,5_bird_10_n01795545_952.png,False,1.3380811214447,1.67727777017174,subject-01,0.6640873015873012,0,0.1811345219612121,0.584473952651023,2.0447444915771484
10,3_bear_10_n02132136_6441.png,True,0.661682844161987,-1.4671114250591604,subject-01,10.0,1,0.9780918955802916,3.4643307477235794,0.1456782966852188
11,3_bird_10_n01829413_8792.png,True,0.871724843978882,-0.4906840494275002,subject-01,0.5995421245421244,0,0.0398537181317806,0.47012342326343004,1.747705340385437
12,7_keyboard_10_n04505470_4458.png,True,0.905469179153442,-0.3338159341664849,subject-01,5.083838383838383,1,0.9781762361526488,2.9203397817909713,0.1609969437122345
13,10_chair_10_n03376595_9176.png,False,0.903282165527344,-0.34398275783633775,subject-01,0.7060897435897433,0,0.0064651845023036,0.5807935269549482,1.9072887897491453
14,40_clock_10_n04548280_7662.png,False,0.913019895553589,-0.29871473438186275,subject-01,1.7142857142857137,0,0.1006368920207023,0.710478777997195,2.1488640308380127
