,imagename,subject_acc,subject_rt,subject_zscore_rt,subject,rr_auc,model_acc,final_prob,prob_auc,final_ent
0,boat5.png,True,0.857651233673096,0.4046389508109564,subject-01,1.0607142857142855,0,0.0005750681157223,0.629081105522345,0.9737692475318908
1,car6.png,False,0.987100124359131,1.2155135173050773,subject-01,0.3786435786435783,0,0.0067290859296917,0.2542252591811115,1.2289828062057495
2,boat10.png,False,1.30952906608582,3.235225134470697,subject-01,1.3870421245421243,0,0.0296798963099718,0.820508666336536,1.8817298412323
3,elephant7.png,True,1.09181594848633,1.8714588718323781,subject-01,0.6568181818181814,0,0.0369587652385234,0.4328421954996876,2.187161445617676
4,elephant4.png,True,0.892575025558472,0.6234033948730499,subject-01,0.5020202020202018,0,0.0005308050895109,0.4210225722054015,1.479517936706543
5,truck1.png,False,0.85198712348938,0.36915867079113573,subject-01,0.1776307026307022,0,0.0036009091418236,0.1974336567800487,1.467241287231445
6,airplane4.png,True,0.998656988143921,1.2879063115720597,subject-01,5.949999999999999,1,0.7950541377067566,2.3553409725427623,0.9309450387954712
7,bear8.png,True,0.942207813262939,0.9343057517836771,subject-01,0.5143217893217891,0,0.0304758846759796,0.4283902626484627,2.009089469909668
8,keyboard5.png,True,0.786468982696533,-0.04125036192707189,subject-01,1.0773559773559769,0,0.0183506794273853,0.41567667573690353,0.7508648633956909
9,dog9.png,True,0.732884883880615,-0.37690393661639937,subject-01,1.1233877233877232,0,0.0686576664447784,0.4965101121924813,2.176089286804199
10,keyboard7.png,True,0.708636999130249,-0.5287939445658733,subject-01,1.3075757575757574,0,0.0282545946538448,0.4564041318371886,0.6558535099029541
11,bear2.png,True,0.891142129898071,0.6144276621239985,subject-01,0.5282106782106779,0,0.0088434517383575,0.40271247737109606,1.975044131278992
12,bird1.png,True,0.791546106338501,-0.00944699605503058,subject-01,1.1162698412698409,0,0.0082935402169823,0.5453164940699929,0.943750023841858
13,airplane6.png,True,0.859622001647949,0.41698394364017494,subject-01,5.45,0,0.2760627865791321,1.7723971158266063,1.7722493410110474
14,dog3.png,False,1.10391688346863,1.9472597563045744,subject-01,1.3305555555555555,0,0.1323223412036895,0.6019118200056249,2.011587619781494
15,truck7.png,False,0.864359855651855,0.44666210689958546,subject-01,0.1709457209457205,0,0.0071497401222586,0.2273539039306335,1.5292608737945557
16,oven6.png,False,1.12676501274109,2.0903816233273127,subject-01,0.7625,0,0.1111075729131698,0.368443841929547,1.5732591152191162
17,boat6.png,False,0.895140886306763,0.6394760797058695,subject-01,1.3109487734487733,0,0.0088977832347154,0.7613924033939833,1.5112676620483398
