,imagename,subject_acc,subject_rt,subject_zscore_rt,subject,rr_auc,model_acc,final_prob,prob_auc,final_ent
0,64-3-10_car_10_n04285008_8113.png,False,0.969465970993042,0.17932164662267408,subject-01,0.05847069597069568,0,0.0135373696684837,0.2545688082464033,2.4517362117767334
1,8-3-10_oven_10_n04111531_11848.png,False,1.02163815498352,0.4354115508201751,subject-01,0.8406746031746031,0,0.0212725140154361,0.5871419729664916,2.0605764389038086
2,8-3-10_truck_10_n03417042_25458.png,False,1.31108498573303,1.8561765157378927,subject-01,1.0794011544011541,0,0.0398444458842277,0.6722677014768119,1.8780677318573
3,16-3-10_chair_10_n03376595_6208.png,False,0.993062973022461,0.29514876994503797,subject-01,0.801724664224664,0,0.021323749795556,0.5419899220578366,2.5167670249938965
4,32-3-10_cat_10_n02123045_12084.png,False,1.15084004402161,1.069605806363308,subject-01,2.076262626262626,0,0.0432034656405448,0.849412661045789,1.75280499458313
5,8-3-10_keyboard_10_n03085013_20884.png,True,0.642765998840332,-1.4243023186915502,subject-01,4.915656565656565,1,0.9968723058700562,2.932169217616319,0.029526449739933
6,4-3-10_airplane_10_n02690373_5992.png,True,0.706542015075684,-1.1112543947098672,subject-01,4.434498834498834,1,0.9578407406806946,2.2730578854680057,0.2726415693759918
7,32-3-10_bear_10_n02132136_6641.png,False,1.36637806892395,2.1275855175103984,subject-01,7.833333333333333,0,0.0377008914947509,1.8581159934401508,2.2494795322418213
8,2-3-10_oven_10_n04111531_2797.png,True,1.32648801803589,1.9317831084676576,subject-01,2.65279304029304,1,0.9977085590362548,2.3781673256307836,0.0218126382678747
9,2-3-10_airplane_10_n02690373_7457.png,True,0.795953035354614,-0.6723757075226301,subject-01,6.434498834498834,1,0.9984499216079712,3.582162659615278,0.015676874667406
10,16-3-10_truck_10_n03796401_2751.png,False,1.10976004600525,0.8679624793681565,subject-01,0.913492063492063,0,0.0209256075322628,0.6190891489386553,1.7743821144104004
11,2-3-10_bear_10_n02134418_860.png,False,1.10542702674866,0.8466936268603031,subject-01,9.75,0,0.200077012181282,2.499614849686622,1.2060242891311646
12,4-3-10_knife_10_n03041632_2058.png,True,0.773406982421875,-0.7830441920282951,subject-01,6.638888888888889,1,0.9987334609031676,3.679030369967222,0.0130401644855737
13,32-3-10_airplane_10_n02690373_10510.png,False,1.44719004631042,2.524255351203555,subject-01,1.9736874236874233,0,0.1751952320337295,0.7806721087545152,2.396579504013061
14,64-3-10_keyboard_10_n03085013_6313.png,False,0.848866939544678,-0.4126450307845746,subject-01,0.6997474747474746,0,0.0092510553076863,0.4851209232583637,2.031466484069824
15,4-3-10_bicycle_10_n02835271_6278.png,False,1.14264607429504,1.0293852757706552,subject-01,2.115079365079365,0,0.0259640756994485,0.9589235652238125,1.7135040760040283
16,2-3-10_keyboard_10_n03085013_24192.png,True,0.948709011077881,0.07743501912256576,subject-01,5.142929292929293,1,0.9919866919517516,3.6033158712089057,0.0679959952831268
17,2-3-10_car_10_n04285008_8255.png,True,0.83831787109375,-0.4644256871102533,subject-01,3.55728021978022,1,0.9923903942108154,2.676238075830042,0.0644411146640777
18,2-3-10_airplane_10_n02690373_4591.png,True,0.702194929122925,-1.1325922943343785,subject-01,7.687301587301587,1,0.9982762932777404,3.888927547261119,0.0172507651150226
19,4-3-10_airplane_10_n02690373_7075.png,True,0.835878133773804,-0.47640126583331494,subject-01,3.652518315018315,1,0.972359299659729,2.32153794914484,0.1919856816530227
20,4-3-10_bicycle_10_n02835271_21464.png,False,1.17592096328735,1.1927168153469623,subject-01,7.916666666666666,1,0.993643879890442,3.1697415262460704,0.0545670017600059
21,64-3-10_car_10_n03100240_362.png,False,1.0758740901947,0.7016314862330351,subject-01,0.09345238095238069,0,0.019574049860239,0.2616225872188802,1.928942084312439
22,32-3-10_truck_10_n04467665_50927.png,False,0.98130989074707,0.23745814855031983,subject-01,0.881288156288156,0,0.0392212867736816,0.6409896351397034,2.2001450061798096
23,16-3-10_car_10_n04285008_3651.png,True,0.945299863815308,0.06070104080134314,subject-01,0.037774725274725196,0,0.0188661906868219,0.24547456111758872,2.512244939804077
24,8-3-10_bottle_10_n04557648_4974.png,True,0.791057109832764,-0.6964076149865289,subject-01,3.7098595848595846,1,0.7908049821853638,1.9507261849939819,1.0346990823745728
25,16-3-10_bird_10_n01537544_23499.png,False,1.28702092170715,1.7380567940847822,subject-01,0.4901154401154397,0,0.0457249842584133,0.45815358683466867,2.313974380493164
26,1-3-10_boat_10_n04612504_11387.png,True,1.28264307975769,1.7165679270357501,subject-01,7.290909090909091,1,0.9955227971076964,3.6970653496682644,0.0405727103352546
27,4-3-10_bottle_10_n03983396_4300.png,True,0.706719160079956,-1.1103848691561475,subject-01,5.432081807081807,1,0.9890007972717284,3.1246465090662237,0.088499829173088
28,64-3-10_bottle_10_n04591713_6961.png,False,1.06650495529175,0.6556425956750358,subject-01,0.5105921855921853,0,0.0380099415779113,0.5152419991791243,2.4133501052856445
29,128-3-10_clock_10_n02708093_3361.png,False,0.960025072097778,0.1329804987407355,subject-01,0.9087301587301582,0,0.1170796677470207,0.6276630396023387,2.0922794342041016
30,32-3-10_truck_10_n03417042_18374.png,False,0.901949882507324,-0.15208461835663267,subject-01,0.7804945054945052,0,0.019310949370265,0.6281217224895946,2.474884033203125
31,64-3-10_knife_10_n03041632_36280.png,False,0.86794900894165,-0.3189796913260521,subject-01,2.920238095238095,0,0.1144748032093048,1.129909843206405,2.624195337295532
32,8-3-10_bird_10_n01614925_47.png,True,0.955527067184448,0.11090180547489885,subject-01,1.228708791208791,0,0.1770423501729965,0.7143221478909247,2.223538875579834
33,8-3-10_bicycle_10_n02835271_20099.png,True,0.737431049346924,-0.9596339482911607,subject-01,2.7194444444444446,0,0.0234437696635723,1.007679402828216,1.801726222038269
34,4-3-10_bear_10_n02134084_12070.png,True,0.825315952301025,-0.5282462881151938,subject-01,10.75,1,0.9931249022483826,3.974303841590881,0.0589429140090942
35,8-3-10_bottle_10_n02823428_8525.png,True,0.644933938980103,-1.413660870696941,subject-01,3.3313242313242313,1,0.9209709167480468,2.292671056464314,0.4769595861434936
36,32-3-10_truck_10_n04467665_37953.png,False,0.858722925186157,-0.36426640781646247,subject-01,0.8763278388278386,0,0.0278490297496318,0.6111571788787837,2.41450309753418
37,128-3-10_oven_10_n04111531_4868.png,False,0.902606010437012,-0.14886397996653222,subject-01,0.3181318681318679,0,0.0119088562205433,0.4087874833494418,1.5630197525024414
38,32-3-10_boat_10_n03662601_19840.png,False,1.26033115386963,1.6070486674207443,subject-01,1.8702380952380946,0,0.03409930691123,0.9237418770790092,2.559051513671875
39,8-3-10_truck_10_n04467665_9331.png,True,0.826239824295044,-0.5237114139285532,subject-01,2.9028138528138525,1,0.8049327731132507,1.9702086038887499,0.9833968877792358
40,64-3-10_dog_10_n02111277_16090.png,False,1.07016491889954,0.6736077191948086,subject-01,3.8277777777777775,1,0.5016384720802307,1.4611249007284637,1.8142156600952148
41,4-3-10_bottle_10_n02823428_6731.png,True,0.684137105941772,-1.2212300674688306,subject-01,2.92537185037185,1,0.9346944689750672,2.1153607126325364,0.4110578298568725
42,8-3-10_elephant_10_n02504013_8930.png,False,0.917824029922485,-0.07416553236422849,subject-01,5.033333333333333,1,0.3598249554634094,1.6179581265896554,2.161590337753296
43,4-3-10_car_10_n03100240_13673.png,True,0.699545860290527,-1.1455953877763783,subject-01,3.2886904761904763,1,0.9843142032623292,2.4573728214018042,0.11673304438591
44,128-3-10_bird_10_n02018207_6819.png,False,1.21151399612427,1.3674270856888928,subject-01,0.5055666555666553,0,0.038366574794054,0.5137456133961673,2.1573686599731445
45,4-3-10_elephant_10_n02504013_6065.png,True,0.939225912094116,0.030886729890682675,subject-01,4.949999999999999,1,0.9842244386672974,2.9801664911210533,0.1233198642730712
46,1-3-10_cat_10_n02123394_384.png,True,0.762886047363281,-0.8346867541206775,subject-01,2.3711038961038957,1,0.9713400602340698,1.6990904007107015,0.1744435429573059
47,16-3-10_bicycle_10_n02835271_12608.png,False,1.20676302909851,1.344106714613486,subject-01,2.6289682539682535,0,0.0271839164197444,1.04969422891736,2.2474923133850098
48,2-3-10_chair_10_n03376595_13949.png,False,1.11258292198181,0.881818714302286,subject-01,3.5316239316239315,1,0.9762065410614014,2.526453638449311,0.1625918000936508
49,128-3-10_airplane_10_n02690373_3561.png,False,1.36471199989319,2.119407530202993,subject-01,0.8388888888888888,0,0.0452048294246196,0.6224166564643376,2.5054426193237305
50,32-3-10_bicycle_10_n02835271_8203.png,False,1.33423590660095,1.9698140262594301,subject-01,2.328210678210678,0,0.0147554297000169,0.9774278048425906,1.8186242580413816
51,2-3-10_bicycle_10_n03792782_5665.png,True,0.596174001693726,-1.6530015828017557,subject-01,7.333333333333333,1,0.9961687922477722,3.8271323367953296,0.0353138782083988
52,128-3-10_bicycle_10_n02835271_15028.png,False,1.15574789047241,1.0936962283328164,subject-01,1.5741813741813737,0,0.0303441602736711,0.8436214122921223,2.4788572788238525
53,1-3-10_clock_10_n04548280_3318.png,True,0.669616937637329,-1.292503075911319,subject-01,4.994022644022644,1,0.9962774515151978,3.1891253786161537,0.0343465507030487
54,128-3-10_cat_10_n02123045_8784.png,False,0.987776041030884,0.2691975866963403,subject-01,3.393686868686869,0,0.0320530906319618,0.9685764834284776,2.2392983436584477
55,128-3-10_knife_10_n03041632_3247.png,False,0.951311826705933,0.09021107628270386,subject-01,1.53003663003663,0,0.0410474389791488,0.7361308168619867,2.1157751083374023
56,8-3-10_dog_10_n02110185_11414.png,True,0.923056125640869,-0.04848351584144579,subject-01,3.1928571428571426,1,0.616137683391571,1.6811290271580215,1.629331350326538
57,32-3-10_dog_10_n02113712_2715.png,False,1.21481895446777,1.3836496472308466,subject-01,1.733333333333333,0,0.0589466318488121,0.7763263173401351,1.60121750831604
58,2-3-10_elephant_10_n02504458_1210.png,False,1.07683682441711,0.7063571177080307,subject-01,7.583333333333333,1,0.7652086615562439,2.2393568363040686,0.9104976058006288
59,16-3-10_car_10_n02814533_32337.png,False,1.08250021934509,0.7341561890446595,subject-01,0.07795121545121518,0,0.0181715693324804,0.26731046335771635,2.432033061981201
60,4-3-10_car_10_n02814533_55326.png,True,0.658529043197632,-1.3469285878916544,subject-01,3.880296092796093,1,0.6057910919189453,1.7683480111882086,0.902047634124756
61,64-3-10_knife_10_n03041632_32774.png,False,0.868140935897827,-0.31803760778534235,subject-01,2.144877344877345,0,0.0387024395167827,0.9454439245164387,2.0175716876983643
62,8-3-10_bicycle_10_n02835271_11921.png,False,1.07634806632996,0.7039580229770752,subject-01,2.1833333333333336,0,0.0084572816267609,0.9218616215512151,1.5136401653289795
63,32-3-10_chair_10_n03376595_6115.png,True,0.80207896232605,-0.6423062733674058,subject-01,0.7884310134310131,0,0.0326298214495182,0.6109076384454961,2.4271469116210938
64,16-3-10_bear_10_n02133161_79.png,False,0.857503890991211,-0.3702501011625981,subject-01,9.75,0,0.128173679113388,2.0180987715721126,2.6421680450439453
65,1-3-10_boat_10_n03662601_34796.png,True,0.773398160934448,-0.7830874927624654,subject-01,7.367857142857143,1,0.9909622669219972,3.3845512084662914,0.0743753314018249
66,4-3-10_bird_10_n02051845_8976.png,True,0.743175983428955,-0.9314346377360041,subject-01,3.1962662337662335,1,0.907569169998169,2.4786027614027257,0.5435779094696045
67,4-3-10_boat_10_n03344393_7362.png,True,0.745001792907715,-0.922472556053093,subject-01,6.333333333333333,1,0.5626756548881531,2.2273310311138625,1.6422795057296753
68,32-3-10_car_10_n02814533_34289.png,True,0.912757873535156,-0.09903302696858367,subject-01,0.04478021978021948,0,0.0167061761021614,0.24963653925806228,2.310119152069092
69,16-3-10_keyboard_10_n03085013_2166.png,False,0.908631086349487,-0.11928957852897731,subject-01,0.3639971139971137,0,0.0132422177121043,0.40767843928188024,2.424398899078369
70,2-3-10_bear_10_n02133161_10167.png,True,1.06850790977478,0.6654742029116569,subject-01,10.083333333333332,1,0.9843569993972778,3.711576677858829,0.1169566214084625
71,16-3-10_keyboard_10_n04505470_430.png,True,0.836437940597534,-0.473653424648743,subject-01,0.8060606060606059,0,0.0177966617047786,0.5079210307449096,2.526958465576172
