"term","formula","log_BF","iv","baseline_type","dv","data_subset","model","file_suffix"
"baseline_final_fit","condition + output_entropy * output_rank_correct * output_logprob_correct + (1 | subject_id)",0,"baseline_final","baseline_final","response_correct","all_trials","vit_small_patch16_224","eidolonIII"
"critical_fit","auc_entropy + condition + output_entropy * output_rank_correct * output_logprob_correct + (1 | subject_id)",8.00634366945042,"auc_entropy","baseline_final","response_correct","all_trials","vit_small_patch16_224","eidolonIII"
"baseline_midpoint_fit","condition + midpoint_entropy * midpoint_rank_correct * midpoint_logprob_correct + (1 | subject_id)",0,"baseline_midpoint","baseline_midpoint","response_correct","all_trials","vit_small_patch16_224","eidolonIII"
"critical_fit","auc_entropy + condition + midpoint_entropy * midpoint_rank_correct * midpoint_logprob_correct + (1 | subject_id)",55.3499325489702,"auc_entropy","baseline_midpoint","response_correct","all_trials","vit_small_patch16_224","eidolonIII"
"critical_fit","layer_biggest_change_entropy + condition + output_entropy * output_rank_correct * output_logprob_correct + (1 | subject_id)",-4.26514675245699,"layer_biggest_change_entropy","baseline_final","response_correct","all_trials","vit_small_patch16_224","eidolonIII"
"critical_fit","layer_biggest_change_entropy + condition + midpoint_entropy * midpoint_rank_correct * midpoint_logprob_correct + (1 | subject_id)",-4.26522847598608,"layer_biggest_change_entropy","baseline_midpoint","response_correct","all_trials","vit_small_patch16_224","eidolonIII"
"critical_fit","auc_rank_correct + condition + output_entropy * output_rank_correct * output_logprob_correct + (1 | subject_id)",-3.54374174964187,"auc_rank_correct","baseline_final","response_correct","all_trials","vit_small_patch16_224","eidolonIII"
"critical_fit","auc_rank_correct + condition + midpoint_entropy * midpoint_rank_correct * midpoint_logprob_correct + (1 | subject_id)",17.686619629033,"auc_rank_correct","baseline_midpoint","response_correct","all_trials","vit_small_patch16_224","eidolonIII"
"critical_fit","layer_biggest_change_rank_correct + condition + output_entropy * output_rank_correct * output_logprob_correct + (1 | subject_id)",-1.93664972400893,"layer_biggest_change_rank_correct","baseline_final","response_correct","all_trials","vit_small_patch16_224","eidolonIII"
"critical_fit","layer_biggest_change_rank_correct + condition + midpoint_entropy * midpoint_rank_correct * midpoint_logprob_correct + (1 | subject_id)",-0.81331484913062,"layer_biggest_change_rank_correct","baseline_midpoint","response_correct","all_trials","vit_small_patch16_224","eidolonIII"
"critical_fit","auc_logprob_correct + condition + output_entropy * output_rank_correct * output_logprob_correct + (1 | subject_id)",-0.623908718505845,"auc_logprob_correct","baseline_final","response_correct","all_trials","vit_small_patch16_224","eidolonIII"
"critical_fit","auc_logprob_correct + condition + midpoint_entropy * midpoint_rank_correct * midpoint_logprob_correct + (1 | subject_id)",11.4981925015682,"auc_logprob_correct","baseline_midpoint","response_correct","all_trials","vit_small_patch16_224","eidolonIII"
"critical_fit","layer_biggest_change_logprob_correct + condition + output_entropy * output_rank_correct * output_logprob_correct + (1 | subject_id)",-3.30626477306214,"layer_biggest_change_logprob_correct","baseline_final","response_correct","all_trials","vit_small_patch16_224","eidolonIII"
"critical_fit","layer_biggest_change_logprob_correct + condition + midpoint_entropy * midpoint_rank_correct * midpoint_logprob_correct + (1 | subject_id)",6.99629351813746,"layer_biggest_change_logprob_correct","baseline_midpoint","response_correct","all_trials","vit_small_patch16_224","eidolonIII"
