subject_id,Session,trial,rt,object_response,category,condition,item_id,response_correct,rt_zscore,output_entropy,output_rank_correct,output_logprob_correct,midpoint_entropy,midpoint_rank_correct,midpoint_logprob_correct,auc_entropy,layer_biggest_change_entropy,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct
subject-01,1,1,0.809584140777588,knife,knife,True,true_knife_35_n03041632_86251.png,True,-0.3913784928065919,8.818267815513536e-06,1.0,-4.768372718899988e-07,1.8992977142333984,0.2,-3.432835944349265,24.86087894117736,10.0,4.4505050505050505,7.0,32.60457317662377,6.0
subject-02,1,161,0.811511993408203,knife,knife,True,true_knife_35_n03041632_86251.png,True,-0.011902863765227084,8.818267815513536e-06,1.0,-4.768372718899988e-07,1.8992977142333984,0.2,-3.432835944349265,24.86087894117736,10.0,4.4505050505050505,7.0,32.60457317662377,6.0
subject-03,1,409,0.869257926940918,knife,knife,True,true_knife_35_n03041632_86251.png,True,0.2700896786641321,8.818267815513536e-06,1.0,-4.768372718899988e-07,1.8992977142333984,0.2,-3.432835944349265,24.86087894117736,10.0,4.4505050505050505,7.0,32.60457317662377,6.0
subject-04,1,467,0.794734001159668,knife,knife,True,true_knife_35_n03041632_86251.png,True,-0.06694585352664746,8.818267815513536e-06,1.0,-4.768372718899988e-07,1.8992977142333984,0.2,-3.432835944349265,24.86087894117736,10.0,4.4505050505050505,7.0,32.60457317662377,6.0
subject-01,1,2,0.997450113296509,car,car,False,false_car_35_n03100240_16866.png,True,0.6832788419822048,0.1380951702594757,1.0,-0.029596757411486378,1.8229299783706665,0.1428571428571428,-4.219738819088669,24.476681143045425,10.0,3.359163059163059,8.0,38.97655510604447,9.0
subject-02,1,633,0.659950971603394,car,car,False,false_car_35_n03100240_16866.png,True,-0.7986539357605872,0.1380951702594757,1.0,-0.029596757411486378,1.8229299783706665,0.1428571428571428,-4.219738819088669,24.476681143045425,10.0,3.359163059163059,8.0,38.97655510604447,9.0
subject-03,1,522,0.714503049850464,car,car,False,false_car_35_n03100240_16866.png,True,-0.4106279015543202,0.1380951702594757,1.0,-0.029596757411486378,1.8229299783706665,0.1428571428571428,-4.219738819088669,24.476681143045425,10.0,3.359163059163059,8.0,38.97655510604447,9.0
subject-04,1,1068,0.964937210083008,car,car,False,false_car_35_n03100240_16866.png,True,0.7373379433498674,0.1380951702594757,1.0,-0.029596757411486378,1.8229299783706665,0.1428571428571428,-4.219738819088669,24.476681143045425,10.0,3.359163059163059,8.0,38.97655510604447,9.0
subject-01,1,3,1.25921511650085,keyboard,keyboard,False,false_keyboard_35_n03085013_21127.png,True,2.180663796334308,1.5304641723632812,1.0,-0.8415867695720693,1.6714670658111572,0.1666666666666666,-4.371191222001622,26.33326530456543,10.0,2.4865440115440114,9.0,41.14392832731245,10.0
subject-02,1,958,0.907461881637573,keyboard,keyboard,False,false_keyboard_35_n03085013_21127.png,True,0.48617161820488974,1.5304641723632812,1.0,-0.8415867695720693,1.6714670658111572,0.1666666666666666,-4.371191222001622,26.33326530456543,10.0,2.4865440115440114,9.0,41.14392832731245,10.0
subject-03,1,283,0.947669982910156,keyboard,keyboard,False,false_keyboard_35_n03085013_21127.png,True,0.6149994224012236,1.5304641723632812,1.0,-0.8415867695720693,1.6714670658111572,0.1666666666666666,-4.371191222001622,26.33326530456543,10.0,2.4865440115440114,9.0,41.14392832731245,10.0
subject-04,1,906,1.03002095222473,keyboard,keyboard,False,false_keyboard_35_n03085013_21127.png,True,1.0448867820339416,1.5304641723632812,1.0,-0.8415867695720693,1.6714670658111572,0.1666666666666666,-4.371191222001622,26.33326530456543,10.0,2.4865440115440114,9.0,41.14392832731245,10.0
subject-01,1,4,0.825117111206055,truck,truck,True,true_truck_35_n03417042_10694.png,True,-0.3025246126802782,0.0014368484262377,1.0,-0.00011820299628851918,1.8884146213531496,0.1428571428571428,-4.151405573668172,25.55070199468173,10.0,3.6526307026307023,8.0,39.34265669038183,10.0
subject-02,1,1052,1.06858706474304,truck,truck,True,true_truck_35_n03417042_10694.png,True,1.3225701131750032,0.0014368484262377,1.0,-0.00011820299628851918,1.8884146213531496,0.1428571428571428,-4.151405573668172,25.55070199468173,10.0,3.6526307026307023,8.0,39.34265669038183,10.0
subject-03,1,204,0.707373857498169,truck,truck,True,true_truck_35_n03417042_10694.png,True,-0.44198695568047625,0.0014368484262377,1.0,-0.00011820299628851918,1.8884146213531496,0.1428571428571428,-4.151405573668172,25.55070199468173,10.0,3.6526307026307023,8.0,39.34265669038183,10.0
subject-04,1,926,1.13023996353149,truck,truck,True,true_truck_35_n03417042_10694.png,True,1.5184649680322784,0.0014368484262377,1.0,-0.00011820299628851918,1.8884146213531496,0.1428571428571428,-4.151405573668172,25.55070199468173,10.0,3.6526307026307023,8.0,39.34265669038183,10.0
subject-01,1,5,1.07885599136353,bird,bird,True,true_bird_35_n01614925_1962.png,True,1.1489481847943295,0.3140425384044647,1.0,-0.056168345046791086,1.9891031980514529,0.1666666666666666,-3.717528321281766,26.07185384631157,10.0,3.0734126984126977,9.0,33.3509433005771,10.0
subject-02,1,919,0.8088698387146,bird,bird,True,true_bird_35_n01614925_1962.png,True,-0.025618250563336834,0.3140425384044647,1.0,-0.056168345046791086,1.9891031980514529,0.1666666666666666,-3.717528321281766,26.07185384631157,10.0,3.0734126984126977,9.0,33.3509433005771,10.0
subject-03,1,816,1.20075488090515,bird,bird,True,true_bird_35_n01614925_1962.png,True,1.7282395515138533,0.3140425384044647,1.0,-0.056168345046791086,1.9891031980514529,0.1666666666666666,-3.717528321281766,26.07185384631157,10.0,3.0734126984126977,9.0,33.3509433005771,10.0
subject-04,1,366,0.919857978820801,bird,bird,True,true_bird_35_n01614925_1962.png,True,0.5243190730877187,0.3140425384044647,1.0,-0.056168345046791086,1.9891031980514529,0.1666666666666666,-3.717528321281766,26.07185384631157,10.0,3.0734126984126977,9.0,33.3509433005771,10.0
subject-01,1,6,1.35673904418945,clock,knife,False,false_knife_35_n03041632_99875.png,False,2.738533871488076,2.068380117416382,1.0,-1.305800777194014,1.6782995462417605,0.1111111111111111,-4.499397173930115,27.92880082130432,10.0,1.83023088023088,10.0,39.4311045124791,10.0
subject-02,1,272,0.898825883865356,bottle,knife,False,false_knife_35_n03041632_99875.png,False,0.4413422786812254,2.068380117416382,1.0,-1.305800777194014,1.6782995462417605,0.1111111111111111,-4.499397173930115,27.92880082130432,10.0,1.83023088023088,10.0,39.4311045124791,10.0
subject-03,1,814,1.45499300956726,bottle,knife,False,false_knife_35_n03041632_99875.png,False,2.8465523762591647,2.068380117416382,1.0,-1.305800777194014,1.6782995462417605,0.1111111111111111,-4.499397173930115,27.92880082130432,10.0,1.83023088023088,10.0,39.4311045124791,10.0
subject-04,1,819,1.2744472026825,chair,knife,False,false_knife_35_n03041632_99875.png,False,2.1999065611440347,2.068380117416382,1.0,-1.305800777194014,1.6782995462417605,0.1111111111111111,-4.499397173930115,27.92880082130432,10.0,1.83023088023088,10.0,39.4311045124791,10.0
subject-01,1,7,1.18241000175476,bicycle,bicycle,True,true_bicycle_35_n03792782_14935.png,True,1.7413123863663968,0.0030448455363512,1.0,-0.00026289103628012,1.9637293815612793,0.2,-3.124645382055638,25.669736864045262,10.0,3.841666666666667,9.0,27.585630625894087,9.0
subject-02,1,534,0.708375930786133,bicycle,bicycle,True,true_bicycle_35_n03792782_14935.png,True,-0.5472806730663221,0.0030448455363512,1.0,-0.00026289103628012,1.9637293815612793,0.2,-3.124645382055638,25.669736864045262,10.0,3.841666666666667,9.0,27.585630625894087,9.0
subject-03,1,129,0.888317108154297,bicycle,bicycle,True,true_bicycle_35_n03792782_14935.png,True,0.3539249668336488,0.0030448455363512,1.0,-0.00026289103628012,1.9637293815612793,0.2,-3.124645382055638,25.669736864045262,10.0,3.841666666666667,9.0,27.585630625894087,9.0
subject-04,1,588,0.447906017303467,bicycle,bicycle,True,true_bicycle_35_n03792782_14935.png,True,-1.7058581248254263,0.0030448455363512,1.0,-0.00026289103628012,1.9637293815612793,0.2,-3.124645382055638,25.669736864045262,10.0,3.841666666666667,9.0,27.585630625894087,9.0
subject-01,1,8,0.976280927658081,elephant,elephant,False,false_elephant_35_n02504013_5027.png,True,0.5621838916151232,0.0032557216472923,1.0,-0.00028805112629733327,1.9839582443237305,0.1428571428571428,-3.6983620567670967,26.442262527067214,10.0,5.143290043290043,6.0,31.699251111822058,10.0
subject-02,1,16,0.814748048782349,elephant,elephant,False,false_elephant_35_n02504013_5027.png,True,0.004895452875343956,0.0032557216472923,1.0,-0.00028805112629733327,1.9839582443237305,0.1428571428571428,-3.6983620567670967,26.442262527067214,10.0,5.143290043290043,6.0,31.699251111822058,10.0
subject-03,1,317,1.27742218971252,elephant,elephant,False,false_elephant_35_n02504013_5027.png,True,2.0654747063239305,0.0032557216472923,1.0,-0.00028805112629733327,1.9839582443237305,0.1428571428571428,-3.6983620567670967,26.442262527067214,10.0,5.143290043290043,6.0,31.699251111822058,10.0
subject-04,1,631,0.707864999771118,elephant,elephant,False,false_elephant_35_n02504013_5027.png,True,-0.4774394670702239,0.0032557216472923,1.0,-0.00028805112629733327,1.9839582443237305,0.1428571428571428,-3.6983620567670967,26.442262527067214,10.0,5.143290043290043,6.0,31.699251111822058,10.0
subject-01,1,9,1.33407497406006,dog,dog,False,false_dog_35_n02090721_129.png,True,2.608887672795741,2.186616897583008,0.25,-2.016318052017576,1.8965193033218384,0.0714285714285714,-4.9016612934353265,28.062551140785217,10.0,0.8511904761904762,8.0,40.817067673440455,6.0
subject-02,1,778,1.21155595779419,bear,dog,False,false_dog_35_n02090721_129.png,False,2.0647195690875075,2.186616897583008,0.25,-2.016318052017576,1.8965193033218384,0.0714285714285714,-4.9016612934353265,28.062551140785217,10.0,0.8511904761904762,8.0,40.817067673440455,6.0
subject-03,1,886,0.927783966064453,dog,dog,False,false_dog_35_n02090721_129.png,True,0.5275271467489473,2.186616897583008,0.25,-2.016318052017576,1.8965193033218384,0.0714285714285714,-4.9016612934353265,28.062551140785217,10.0,0.8511904761904762,8.0,40.817067673440455,6.0
subject-04,1,539,0.787509918212891,dog,dog,False,false_dog_35_n02090721_129.png,True,-0.10108277079241787,2.186616897583008,0.25,-2.016318052017576,1.8965193033218384,0.0714285714285714,-4.9016612934353265,28.062551140785217,10.0,0.8511904761904762,8.0,40.817067673440455,6.0
subject-01,1,10,1.02587699890137,airplane,airplane,True,true_airplane_35_n02690373_9241.png,True,0.8458903075438526,0.0003288735460955,1.0,-2.509387029896915e-05,1.8444716930389404,1.0,-1.1481283536160818,23.567176615149947,9.0,9.083333333333332,0.0,15.845278695926005,9.0
subject-02,1,925,0.880067825317383,airplane,airplane,True,true_airplane_35_n02690373_9241.png,True,0.34396946807708634,0.0003288735460955,1.0,-2.509387029896915e-05,1.8444716930389404,1.0,-1.1481283536160818,23.567176615149947,9.0,9.083333333333332,0.0,15.845278695926005,9.0
subject-03,1,4,0.766710996627808,airplane,airplane,True,true_airplane_35_n02690373_9241.png,True,-0.18098171613765693,0.0003288735460955,1.0,-2.509387029896915e-05,1.8444716930389404,1.0,-1.1481283536160818,23.567176615149947,9.0,9.083333333333332,0.0,15.845278695926005,9.0
subject-04,1,503,0.874455213546753,airplane,airplane,True,true_airplane_35_n02690373_9241.png,True,0.3097713646496734,0.0003288735460955,1.0,-2.509387029896915e-05,1.8444716930389404,1.0,-1.1481283536160818,23.567176615149947,9.0,9.083333333333332,0.0,15.845278695926005,9.0
subject-01,1,11,0.957607984542847,truck,truck,True,true_truck_35_n04467665_62080.png,True,0.4553682984993493,0.0171818137168884,1.0,-0.0021481324017703527,1.857823371887207,0.1,-4.240900787908743,24.02908343076706,9.0,3.2697552447552445,8.0,37.77689662176336,9.0
subject-02,1,497,0.799542903900146,car,truck,True,true_truck_35_n04467665_62080.png,False,-0.07403423427947266,0.0171818137168884,1.0,-0.0021481324017703527,1.857823371887207,0.1,-4.240900787908743,24.02908343076706,9.0,3.2697552447552445,8.0,37.77689662176336,9.0
subject-03,1,807,0.730598926544189,truck,truck,True,true_truck_35_n04467665_62080.png,True,-0.3398272493199943,0.0171818137168884,1.0,-0.0021481324017703527,1.857823371887207,0.1,-4.240900787908743,24.02908343076706,9.0,3.2697552447552445,8.0,37.77689662176336,9.0
subject-04,1,951,0.755440950393677,truck,truck,True,true_truck_35_n04467665_62080.png,True,-0.2526225176791244,0.0171818137168884,1.0,-0.0021481324017703527,1.857823371887207,0.1,-4.240900787908743,24.02908343076706,9.0,3.2697552447552445,8.0,37.77689662176336,9.0
