subject_id,Session,trial,rt,object_response,category,condition,item_id,response_correct,rt_zscore,output_entropy,output_rank_correct,output_logprob_correct,midpoint_entropy,midpoint_rank_correct,midpoint_logprob_correct,auc_entropy,layer_biggest_change_entropy,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct
subject-03,1,1,1.02795696258545,boat,bottle,60,60_bottle_10_n02823428_889.png,False,1.0785328641467875,2.679940700531006,0.3333333333333333,-2.3632767480681447,2.538184642791748,0.1428571428571428,-2.9604630579237976,31.289042472839355,4.0,0.9229908979908976,10.0,35.935297804960484,0.0
subject-04,1,793,1.16246008872986,bottle,bottle,60,60_bottle_10_n02823428_889.png,True,0.9898129459715913,2.679940700531006,0.3333333333333333,-2.3632767480681447,2.538184642791748,0.1428571428571428,-2.9604630579237976,31.289042472839355,4.0,0.9229908979908976,10.0,35.935297804960484,0.0
subject-01,1,378,1.34938097000122,knife,bottle,60,60_bottle_10_n02823428_889.png,False,1.7908549887667458,2.679940700531006,0.3333333333333333,-2.3632767480681447,2.538184642791748,0.1428571428571428,-2.9604630579237976,31.289042472839355,4.0,0.9229908979908976,10.0,35.935297804960484,0.0
subject-02,1,969,1.32844090461731,bottle,bottle,60,60_bottle_10_n02823428_889.png,True,1.452359218566317,2.679940700531006,0.3333333333333333,-2.3632767480681447,2.538184642791748,0.1428571428571428,-2.9604630579237976,31.289042472839355,4.0,0.9229908979908976,10.0,35.935297804960484,0.0
subject-03,1,2,0.91179895401001,airplane,airplane,90,90_airplane_10_n02690373_1696.png,True,0.472583919724143,0.2899185121059418,1.0,-0.045355400550493315,2.5658679008483887,0.25,-2.212600049057396,26.75676879286766,9.0,3.9634670884670884,8.0,27.07891583333,9.0
subject-04,1,458,0.853744983673096,airplane,airplane,90,90_airplane_10_n02690373_1696.png,True,-0.25759990177617464,0.2899185121059418,1.0,-0.045355400550493315,2.5658679008483887,0.25,-2.212600049057396,26.75676879286766,9.0,3.9634670884670884,8.0,27.07891583333,9.0
subject-01,1,1104,0.878026008605957,boat,airplane,90,90_airplane_10_n02690373_1696.png,False,-0.5160953769961021,0.2899185121059418,1.0,-0.045355400550493315,2.5658679008483887,0.25,-2.212600049057396,26.75676879286766,9.0,3.9634670884670884,8.0,27.07891583333,9.0
subject-02,1,133,0.77525782585144,airplane,airplane,90,90_airplane_10_n02690373_1696.png,True,-1.0533116948171666,0.2899185121059418,1.0,-0.045355400550493315,2.5658679008483887,0.25,-2.212600049057396,26.75676879286766,9.0,3.9634670884670884,8.0,27.07891583333,9.0
subject-03,1,3,0.539807081222534,knife,knife,30,30_knife_10_n03041632_20770.png,True,-1.4679459276258133,0.0372276976704597,1.0,-0.004173811216477287,2.519479751586914,0.125,-2.836223377999947,25.846232898533344,9.0,5.116666666666667,8.0,22.685406344729678,9.0
subject-04,1,443,0.770473957061768,knife,knife,30,30_knife_10_n03041632_20770.png,True,-0.5940698274087974,0.0372276976704597,1.0,-0.004173811216477287,2.519479751586914,0.125,-2.836223377999947,25.846232898533344,9.0,5.116666666666667,8.0,22.685406344729678,9.0
