subject_id,Session,trial,rt,object_response,category,condition,item_id,response_correct,rt_zscore,output_entropy,output_rank_correct,output_logprob_correct,midpoint_entropy,midpoint_rank_correct,midpoint_logprob_correct,auc_entropy,layer_biggest_change_entropy,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct
subject-02,1,1,0.955517053604126,dog,dog,pow,pow_dog_35_n02099601_447.png,True,0.8131948421240952,0.5926660895347595,0.3333333333333333,-6.400763939925814,2.5068717002868652,0.1428571428571428,-3.0459122210506218,26.844638884067535,9.0,1.3857142857142855,8.0,40.38699219747943,8.0
subject-01,1,78,1.10863900184631,dog,dog,pow,pow_dog_35_n02099601_447.png,True,1.0505179626786416,0.5926660895347595,0.3333333333333333,-6.400763939925814,2.5068717002868652,0.1428571428571428,-3.0459122210506218,26.844638884067535,9.0,1.3857142857142855,8.0,40.38699219747943,8.0
subject-04,1,533,1.16454696655273,dog,dog,pow,pow_dog_35_n02099601_447.png,True,0.9623060585185801,0.5926660895347595,0.3333333333333333,-6.400763939925814,2.5068717002868652,0.1428571428571428,-3.0459122210506218,26.844638884067535,9.0,1.3857142857142855,8.0,40.38699219747943,8.0
subject-03,1,920,0.99579906463623,dog,dog,pow,pow_dog_35_n02099601_447.png,True,0.458313764622414,0.5926660895347595,0.3333333333333333,-6.400763939925814,2.5068717002868652,0.1428571428571428,-3.0459122210506218,26.844638884067535,9.0,1.3857142857142855,8.0,40.38699219747943,8.0
subject-02,1,2,0.785048961639404,boat,boat,0,0_boat_35_n03662601_18676.png,True,-0.007063761273890922,0.0622686930000782,1.0,-0.007367624838365038,2.440849542617798,1.0,-1.7780017080223751,24.741730455309153,9.0,6.992857142857142,7.0,20.33048776902459,9.0
subject-01,1,609,0.608658075332642,boat,boat,0,0_boat_35_n03662601_18676.png,True,-1.3336007149867428,0.0622686930000782,1.0,-0.007367624838365038,2.440849542617798,1.0,-1.7780017080223751,24.741730455309153,9.0,6.992857142857142,7.0,20.33048776902459,9.0
subject-04,1,509,0.596505165100098,boat,boat,0,0_boat_35_n03662601_18676.png,True,-1.3728654652274674,0.0622686930000782,1.0,-0.007367624838365038,2.440849542617798,1.0,-1.7780017080223751,24.741730455309153,9.0,6.992857142857142,7.0,20.33048776902459,9.0
subject-03,1,1021,0.596403121948242,boat,boat,0,0_boat_35_n03662601_18676.png,True,-1.5715876434189833,0.0622686930000782,1.0,-0.007367624838365038,2.440849542617798,1.0,-1.7780017080223751,24.741730455309153,9.0,6.992857142857142,7.0,20.33048776902459,9.0
subject-02,1,3,0.818817138671875,car,truck,pow,pow_truck_35_n03796401_142.png,False,0.1554220002120933,0.8680704832077026,0.5,-2.201781684354298,2.587921619415283,0.1428571428571428,-2.769017754172289,29.310903429985046,10.0,1.9028138528138525,9.0,31.301219504399608,9.0
subject-01,1,261,0.892364025115967,car,truck,pow,pow_truck_35_n03796401_142.png,False,0.019228199027304913,0.8680704832077026,0.5,-2.201781684354298,2.587921619415283,0.1428571428571428,-2.769017754172289,29.310903429985046,10.0,1.9028138528138525,9.0,31.301219504399608,9.0
