subject_id,Session,trial,rt,object_response,category,condition,item_id,response_correct,rt_zscore,output_entropy,output_rank_correct,output_logprob_correct,midpoint_entropy,midpoint_rank_correct,midpoint_logprob_correct,auc_entropy,layer_biggest_change_entropy,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct
subject-04,1,1,0.906422853469849,cat,cat,c01,c01_cat_10_n02123159_386.png,True,0.937533727695546,2.067326545715332,0.1111111111111111,-3.9651532137063668,1.6562683582305908,0.1666666666666666,-3.9618879194907968,26.957602977752686,10.0,1.047222222222222,4.0,40.34839916873143,5.0
subject-03,1,817,1.08768010139465,bear,cat,c01,c01_cat_10_n02123159_386.png,False,0.900967196701495,2.067326545715332,0.1111111111111111,-3.9651532137063668,1.6562683582305908,0.1666666666666666,-3.9618879194907968,26.957602977752686,10.0,1.047222222222222,4.0,40.34839916873143,5.0
subject-02,1,472,0.737253904342651,bicycle,cat,c01,c01_cat_10_n02123159_386.png,False,-0.4677373897483177,2.067326545715332,0.1111111111111111,-3.9651532137063668,1.6562683582305908,0.1666666666666666,-3.9618879194907968,26.957602977752686,10.0,1.047222222222222,4.0,40.34839916873143,5.0
subject-01,1,233,1.0562539100647,cat,cat,c01,c01_cat_10_n02123159_386.png,True,0.7485023965693427,2.067326545715332,0.1111111111111111,-3.9651532137063668,1.6562683582305908,0.1666666666666666,-3.9618879194907968,26.957602977752686,10.0,1.047222222222222,4.0,40.34839916873143,5.0
subject-04,1,2,0.712171077728271,boat,oven,c10,c10_oven_10_n04111531_6128.png,False,-0.07328213585191518,0.0326104089617729,1.0,-0.003806854173681142,2.223647117614746,0.0625,-7.745237033776851,26.788860075175762,10.0,1.1236111111111111,10.0,60.0194176372948,6.0
subject-03,1,1135,0.84286904335022,bear,oven,c10,c10_oven_10_n04111531_6128.png,False,-0.09982571690167372,0.0326104089617729,1.0,-0.003806854173681142,2.223647117614746,0.0625,-7.745237033776851,26.788860075175762,10.0,1.1236111111111111,10.0,60.0194176372948,6.0
subject-02,1,586,0.90288782119751,truck,oven,c10,c10_oven_10_n04111531_6128.png,False,0.3060469579683924,0.0326104089617729,1.0,-0.003806854173681142,2.223647117614746,0.0625,-7.745237033776851,26.788860075175762,10.0,1.1236111111111111,10.0,60.0194176372948,6.0
subject-01,1,1076,1.26679587364197,keyboard,oven,c10,c10_oven_10_n04111531_6128.png,False,1.8474588658738536,0.0326104089617729,1.0,-0.003806854173681142,2.223647117614746,0.0625,-7.745237033776851,26.788860075175762,10.0,1.1236111111111111,10.0,60.0194176372948,6.0
subject-04,1,3,0.693978071212769,airplane,airplane,c15,c15_airplane_10_n02690373_1933.png,True,-0.1679519504329492,0.0005803938838653,1.0,-4.3035479540797835e-05,2.142091989517212,0.3333333333333333,-2.0153382515001215,25.038842403504532,10.0,8.416666666666666,0.0,18.27769699866997,9.0
subject-03,1,203,0.579658985137939,airplane,airplane,c15,c15_airplane_10_n02690373_1933.png,True,-1.1758341421425025,0.0005803938838653,1.0,-4.3035479540797835e-05,2.142091989517212,0.3333333333333333,-2.0153382515001215,25.038842403504532,10.0,8.416666666666666,0.0,18.27769699866997,9.0
