subject_id,session,trial,rt,object_response,category,condition,item_id,response_correct,rt_zscore,output_entropy,output_rank_correct,output_logprob_correct,midpoint_entropy,midpoint_rank_correct,midpoint_logprob_correct,auc_entropy,layer_biggest_change_entropy,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct
subject-02,1,1,0.6699538230896,boat,bicycle,0,0_bicycle_00_bicycle-0033-ILSVRC2012-val-00031498.png,False,-1.1057029652015276,2.1880836486816406,0.5,-2.046763543422578,2.465834856033325,0.2,-2.629744759925558,30.673078775405884,10.0,1.8898559773559769,10.0,32.09775725401628,10.0
subject-01,1,2,1.00124216079712,bicycle,bicycle,0,0_bicycle_00_bicycle-0033-ILSVRC2012-val-00031498.png,True,1.0905001838196076,2.1880836486816406,0.5,-2.046763543422578,2.465834856033325,0.2,-2.629744759925558,30.673078775405884,10.0,1.8898559773559769,10.0,32.09775725401628,10.0
subject-05,1,335,0.765327930450439,keyboard,bicycle,0,0_bicycle_00_bicycle-0033-ILSVRC2012-val-00031498.png,False,-0.6785480999415444,2.1880836486816406,0.5,-2.046763543422578,2.465834856033325,0.2,-2.629744759925558,30.673078775405884,10.0,1.8898559773559769,10.0,32.09775725401628,10.0
subject-04,1,178,1.1764931678772,keyboard,bicycle,0,0_bicycle_00_bicycle-0033-ILSVRC2012-val-00031498.png,False,1.0077777808327628,2.1880836486816406,0.5,-2.046763543422578,2.465834856033325,0.2,-2.629744759925558,30.673078775405884,10.0,1.8898559773559769,10.0,32.09775725401628,10.0
subject-03,1,709,1.0037829875946,bottle,bicycle,0,0_bicycle_00_bicycle-0033-ILSVRC2012-val-00031498.png,False,0.484483913664169,2.1880836486816406,0.5,-2.046763543422578,2.465834856033325,0.2,-2.629744759925558,30.673078775405884,10.0,1.8898559773559769,10.0,32.09775725401628,10.0
subject-02,1,2,0.882771015167236,bottle,bottle,0,0_bottle_00_bottle-0003-ILSVRC2012-val-00003622.png,True,-0.00923445536228599,0.3905221819877624,1.0,-0.06661217744926289,2.3207597732543945,0.1111111111111111,-3.4421421543864237,26.37968522310257,9.0,2.718192918192918,9.0,31.643472218980424,9.0
subject-01,1,118,0.795492887496948,cat,bottle,0,0_bottle_00_bottle-0003-ILSVRC2012-val-00003622.png,False,0.11493086000650227,0.3905221819877624,1.0,-0.06661217744926289,2.3207597732543945,0.1111111111111111,-3.4421421543864237,26.37968522310257,9.0,2.718192918192918,9.0,31.643472218980424,9.0
subject-05,1,197,1.12762689590454,dog,bottle,0,0_bottle_00_bottle-0003-ILSVRC2012-val-00003622.png,False,1.1342356300727867,0.3905221819877624,1.0,-0.06661217744926289,2.3207597732543945,0.1111111111111111,-3.4421421543864237,26.37968522310257,9.0,2.718192918192918,9.0,31.643472218980424,9.0
subject-04,1,692,1.13279294967651,bottle,bottle,0,0_bottle_00_bottle-0003-ILSVRC2012-val-00003622.png,True,0.8376865554328736,0.3905221819877624,1.0,-0.06661217744926289,2.3207597732543945,0.1111111111111111,-3.4421421543864237,26.37968522310257,9.0,2.718192918192918,9.0,31.643472218980424,9.0
subject-03,1,270,0.768150091171265,oven,bottle,0,0_bottle_00_bottle-0003-ILSVRC2012-val-00003622.png,False,-0.7209738911885364,0.3905221819877624,1.0,-0.06661217744926289,2.3207597732543945,0.1111111111111111,-3.4421421543864237,26.37968522310257,9.0,2.718192918192918,9.0,31.643472218980424,9.0
subject-02,1,3,0.998857021331787,boat,knife,0,0_knife_00_knife-0033-ILSVRC2012-val-00028494.png,False,0.588859377893444,2.526869297027588,0.0666666666666666,-3.93592666045377,2.3375158309936523,0.0625,-5.058790067669314,30.435068607330322,10.0,0.6839285714285712,5.0,43.76389631167689,6.0
subject-01,1,12,0.799399852752686,clock,knife,0,0_knife_00_knife-0033-ILSVRC2012-val-00028494.png,False,0.13345590941039925,2.526869297027588,0.0666666666666666,-3.93592666045377,2.3375158309936523,0.0625,-5.058790067669314,30.435068607330322,10.0,0.6839285714285712,5.0,43.76389631167689,6.0
subject-05,1,418,1.21173000335693,bicycle,knife,0,0_knife_00_knife-0033-ILSVRC2012-val-00028494.png,False,1.5550503697512388,2.526869297027588,0.0666666666666666,-3.93592666045377,2.3375158309936523,0.0625,-5.058790067669314,30.435068607330322,10.0,0.6839285714285712,5.0,43.76389631167689,6.0
