subject_id,Session,trial,rt,object_response,category,condition,item_id,response_correct,rt_zscore,output_entropy,output_rank_correct,output_logprob_correct,midpoint_entropy,midpoint_rank_correct,midpoint_logprob_correct,auc_entropy,layer_biggest_change_entropy,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct
subject-04,1,1,0.906422853469849,cat,cat,c01,c01_cat_10_n02123159_386.png,True,0.937533727695546,1.614069938659668,0.3333333333333333,-2.791945078289717,2.640293598175049,0.0833333333333333,-3.08001297040006,29.049811840057373,9.0,0.576501276501276,10.0,40.84162037731613,10.0
subject-03,1,817,1.08768010139465,bear,cat,c01,c01_cat_10_n02123159_386.png,False,0.900967196701495,1.614069938659668,0.3333333333333333,-2.791945078289717,2.640293598175049,0.0833333333333333,-3.08001297040006,29.049811840057373,9.0,0.576501276501276,10.0,40.84162037731613,10.0
subject-02,1,472,0.737253904342651,bicycle,cat,c01,c01_cat_10_n02123159_386.png,False,-0.4677373897483177,1.614069938659668,0.3333333333333333,-2.791945078289717,2.640293598175049,0.0833333333333333,-3.08001297040006,29.049811840057373,9.0,0.576501276501276,10.0,40.84162037731613,10.0
subject-01,1,233,1.0562539100647,cat,cat,c01,c01_cat_10_n02123159_386.png,True,0.7485023965693427,1.614069938659668,0.3333333333333333,-2.791945078289717,2.640293598175049,0.0833333333333333,-3.08001297040006,29.049811840057373,9.0,0.576501276501276,10.0,40.84162037731613,10.0
subject-04,1,2,0.712171077728271,boat,oven,c10,c10_oven_10_n04111531_6128.png,False,-0.07328213585191518,1.8119356632232664,1.0,-0.9526875650863305,2.629610776901245,0.0625,-5.274615235312751,30.366235733032227,10.0,1.23525641025641,10.0,42.44547752051365,10.0
subject-03,1,1135,0.84286904335022,bear,oven,c10,c10_oven_10_n04111531_6128.png,False,-0.09982571690167372,1.8119356632232664,1.0,-0.9526875650863305,2.629610776901245,0.0625,-5.274615235312751,30.366235733032227,10.0,1.23525641025641,10.0,42.44547752051365,10.0
subject-02,1,586,0.90288782119751,truck,oven,c10,c10_oven_10_n04111531_6128.png,False,0.3060469579683924,1.8119356632232664,1.0,-0.9526875650863305,2.629610776901245,0.0625,-5.274615235312751,30.366235733032227,10.0,1.23525641025641,10.0,42.44547752051365,10.0
subject-01,1,1076,1.26679587364197,keyboard,oven,c10,c10_oven_10_n04111531_6128.png,False,1.8474588658738536,1.8119356632232664,1.0,-0.9526875650863305,2.629610776901245,0.0625,-5.274615235312751,30.366235733032227,10.0,1.23525641025641,10.0,42.44547752051365,10.0
subject-04,1,3,0.693978071212769,airplane,airplane,c15,c15_airplane_10_n02690373_1933.png,True,-0.1679519504329492,0.1276812553405761,1.0,-0.01931041527864024,2.5254993438720703,1.0,-1.5503404472311741,25.109483309090137,9.0,7.715811965811966,3.0,21.018219748779426,9.0
subject-03,1,203,0.579658985137939,airplane,airplane,c15,c15_airplane_10_n02690373_1933.png,True,-1.1758341421425025,0.1276812553405761,1.0,-0.01931041527864024,2.5254993438720703,1.0,-1.5503404472311741,25.109483309090137,9.0,7.715811965811966,3.0,21.018219748779426,9.0
