subject_id,Session,trial,rt,object_response,category,condition,item_id,response_correct,rt_zscore,output_entropy,output_rank_correct,output_logprob_correct,midpoint_entropy,midpoint_rank_correct,midpoint_logprob_correct,auc_entropy,layer_biggest_change_entropy,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct
subject-04,1,1,0.963965892791748,bear,airplane,2-0-10,2-0-10_airplane_10_n02690373_1979.png,False,0.5092380441912029,1.5466220378875732,1.0,-0.45166130156930623,2.535261631011963,0.2,-2.5539642433699212,29.152721285820007,9.0,3.318885281385281,8.0,31.760364618653817,9.0
subject-03,1,700,1.42077016830444,bear,airplane,2-0-10,2-0-10_airplane_10_n02690373_1979.png,False,1.2371109044770374,1.5466220378875732,1.0,-0.45166130156930623,2.535261631011963,0.2,-2.5539642433699212,29.152721285820007,9.0,3.318885281385281,8.0,31.760364618653817,9.0
subject-02,1,1098,1.18462204933167,truck,airplane,2-0-10,2-0-10_airplane_10_n02690373_1979.png,False,1.2073034411856642,1.5466220378875732,1.0,-0.45166130156930623,2.535261631011963,0.2,-2.5539642433699212,29.152721285820007,9.0,3.318885281385281,8.0,31.760364618653817,9.0
subject-01,1,427,1.39530611038208,clock,airplane,2-0-10,2-0-10_airplane_10_n02690373_1979.png,False,2.053386244619925,1.5466220378875732,1.0,-0.45166130156930623,2.535261631011963,0.2,-2.5539642433699212,29.152721285820007,9.0,3.318885281385281,8.0,31.760364618653817,9.0
subject-04,1,2,1.4842050075531,bear,elephant,32-0-10,32-0-10_elephant_10_n02504458_10344.png,False,3.370611339910802,2.2095134258270264,0.0625,-4.525108229638279,2.535667181015014,0.25,-2.2952038274605138,30.468180656433105,10.0,2.9629329004329,1.0,32.70250142148379,0.0
subject-03,1,871,0.616812944412231,cat,elephant,32-0-10,32-0-10_elephant_10_n02504458_10344.png,False,-1.6388177673023816,2.2095134258270264,0.0625,-4.525108229638279,2.535667181015014,0.25,-2.2952038274605138,30.468180656433105,10.0,2.9629329004329,1.0,32.70250142148379,0.0
subject-02,1,198,0.720978975296021,cat,elephant,32-0-10,32-0-10_elephant_10_n02504458_10344.png,False,-1.0662009212509547,2.2095134258270264,0.0625,-4.525108229638279,2.535667181015014,0.25,-2.2952038274605138,30.468180656433105,10.0,2.9629329004329,1.0,32.70250142148379,0.0
subject-01,1,948,1.16198897361755,elephant,elephant,32-0-10,32-0-10_elephant_10_n02504458_10344.png,True,0.9723733983144607,2.2095134258270264,0.0625,-4.525108229638279,2.535667181015014,0.25,-2.2952038274605138,30.468180656433105,10.0,2.9629329004329,1.0,32.70250142148379,0.0
subject-04,1,3,0.701827049255371,clock,clock,2-0-10,2-0-10_clock_10_n02708093_1701.png,True,-0.9325549032881282,0.9179590344429016,1.0,-0.19073473434949315,2.5741522312164307,0.2,-2.7028895070766734,26.363921269774437,9.0,4.980036630036629,6.0,28.77556899639356,6.0
subject-03,1,747,0.861590147018433,clock,clock,2-0-10,2-0-10_clock_10_n02708093_1701.png,True,-0.7631968334359797,0.9179590344429016,1.0,-0.19073473434949315,2.5741522312164307,0.2,-2.7028895070766734,26.363921269774437,9.0,4.980036630036629,6.0,28.77556899639356,6.0
