subject_id,session,trial,rt,object_response,category,condition,item_id,response_correct,rt_zscore,output_entropy,output_rank_correct,output_logprob_correct,midpoint_entropy,midpoint_rank_correct,midpoint_logprob_correct,auc_entropy,layer_biggest_change_entropy,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct
subject-05,1,1,1.17140913009644,bear,bear,0,bear5-bird1.png,True,2.0246943316140413,1.5098028182983398,1.0,-0.5965249124793468,2.0135626792907715,0.1666666666666666,-3.13442520452675,27.63517451286316,10.0,2.451190476190476,10.0,30.774180463512813,10.0
subject-01,1,1155,0.678186178207397,cat,bear,0,bear5-bird1.png,False,-0.9791752720691352,1.5098028182983398,1.0,-0.5965249124793468,2.0135626792907715,0.1666666666666666,-3.13442520452675,27.63517451286316,10.0,2.451190476190476,10.0,30.774180463512813,10.0
subject-06,1,1180,0.83032488822937,dog,bear,0,bear5-bird1.png,False,-0.10391597249450335,1.5098028182983398,1.0,-0.5965249124793468,2.0135626792907715,0.1666666666666666,-3.13442520452675,27.63517451286316,10.0,2.451190476190476,10.0,30.774180463512813,10.0
subject-02,1,610,1.28843688964844,cat,bear,0,bear5-bird1.png,False,1.954492096021572,1.5098028182983398,1.0,-0.5965249124793468,2.0135626792907715,0.1666666666666666,-3.13442520452675,27.63517451286316,10.0,2.451190476190476,10.0,30.774180463512813,10.0
subject-08,1,251,0.793365001678467,cat,bear,0,bear5-bird1.png,False,-0.13981837558151278,1.5098028182983398,1.0,-0.5965249124793468,2.0135626792907715,0.1666666666666666,-3.13442520452675,27.63517451286316,10.0,2.451190476190476,10.0,30.774180463512813,10.0
subject-09,1,476,0.694817781448364,bear,bear,0,bear5-bird1.png,True,-0.1419004054223082,1.5098028182983398,1.0,-0.5965249124793468,2.0135626792907715,0.1666666666666666,-3.13442520452675,27.63517451286316,10.0,2.451190476190476,10.0,30.774180463512813,10.0
subject-03,1,540,0.704954147338867,bear,bear,0,bear5-bird1.png,True,-0.17731147922536822,1.5098028182983398,1.0,-0.5965249124793468,2.0135626792907715,0.1666666666666666,-3.13442520452675,27.63517451286316,10.0,2.451190476190476,10.0,30.774180463512813,10.0
subject-10,1,986,0.9430091381073,bear,bear,0,bear5-bird1.png,True,0.08064264026199928,1.5098028182983398,1.0,-0.5965249124793468,2.0135626792907715,0.1666666666666666,-3.13442520452675,27.63517451286316,10.0,2.451190476190476,10.0,30.774180463512813,10.0
subject-07,1,852,1.19378304481506,dog,bear,0,bear5-bird1.png,False,1.4687318876610354,1.5098028182983398,1.0,-0.5965249124793468,2.0135626792907715,0.1666666666666666,-3.13442520452675,27.63517451286316,10.0,2.451190476190476,10.0,30.774180463512813,10.0
subject-04,1,619,1.23545789718628,bicycle,bear,0,bear5-bird1.png,False,0.4767266851148797,1.5098028182983398,1.0,-0.5965249124793468,2.0135626792907715,0.1666666666666666,-3.13442520452675,27.63517451286316,10.0,2.451190476190476,10.0,30.774180463512813,10.0
