subject_id,session,trial,rt,object_response,category,condition,item_id,response_correct,rt_zscore,output_entropy,output_rank_correct,output_logprob_correct,midpoint_entropy,midpoint_rank_correct,midpoint_logprob_correct,auc_entropy,layer_biggest_change_entropy,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct
subject-01,1,1,0.586625099182129,boat,boat,0,0_boat_00_boat-0068-sketch-23.png,True,-0.7378590591454031,1.4075976610183716,0.0714285714285714,-6.142563155688165,1.6675019264221191,0.25,-2.979049380274697,25.257563591003418,10.0,1.5498015873015871,1.0,38.24276473703667,6.0
subject-05,1,285,0.679347991943359,boat,boat,0,0_boat_00_boat-0068-sketch-23.png,True,-0.5855366050133725,1.4075976610183716,0.0714285714285714,-6.142563155688165,1.6675019264221191,0.25,-2.979049380274697,25.257563591003418,10.0,1.5498015873015871,1.0,38.24276473703667,6.0
subject-02,1,123,0.73372483253479,boat,boat,0,0_boat_00_boat-0068-sketch-23.png,True,0.03794408914826676,1.4075976610183716,0.0714285714285714,-6.142563155688165,1.6675019264221191,0.25,-2.979049380274697,25.257563591003418,10.0,1.5498015873015871,1.0,38.24276473703667,6.0
subject-06,1,710,0.640969038009644,boat,boat,0,0_boat_00_boat-0068-sketch-23.png,True,-0.7362931173489334,1.4075976610183716,0.0714285714285714,-6.142563155688165,1.6675019264221191,0.25,-2.979049380274697,25.257563591003418,10.0,1.5498015873015871,1.0,38.24276473703667,6.0
subject-07,1,661,0.560901165008545,boat,boat,0,0_boat_00_boat-0068-sketch-23.png,True,-0.9614210148136239,1.4075976610183716,0.0714285714285714,-6.142563155688165,1.6675019264221191,0.25,-2.979049380274697,25.257563591003418,10.0,1.5498015873015871,1.0,38.24276473703667,6.0
subject-03,1,111,0.996337890625,knife,boat,0,0_boat_00_boat-0068-sketch-23.png,False,0.40492194521604674,1.4075976610183716,0.0714285714285714,-6.142563155688165,1.6675019264221191,0.25,-2.979049380274697,25.257563591003418,10.0,1.5498015873015871,1.0,38.24276473703667,6.0
subject-04,1,687,0.667598009109497,boat,boat,0,0_boat_00_boat-0068-sketch-23.png,True,-0.7167136175370573,1.4075976610183716,0.0714285714285714,-6.142563155688165,1.6675019264221191,0.25,-2.979049380274697,25.257563591003418,10.0,1.5498015873015871,1.0,38.24276473703667,6.0
subject-01,1,2,0.706346035003662,dog,dog,0,0_dog_00_dog-4581-sketch-16.png,True,-0.07864015076348684,2.203108787536621,0.2,-2.6275609617805507,1.4799946546554563,0.0769230769230769,-5.436533567156819,26.795806765556335,4.0,0.9615190365190365,9.0,41.50565232578234,6.0
subject-05,1,551,0.809551000595093,dog,dog,0,0_dog_00_dog-4581-sketch-16.png,True,-0.05623898778479509,2.203108787536621,0.2,-2.6275609617805507,1.4799946546554563,0.0769230769230769,-5.436533567156819,26.795806765556335,4.0,0.9615190365190365,9.0,41.50565232578234,6.0
subject-02,1,161,0.805687189102173,dog,dog,0,0_dog_00_dog-4581-sketch-16.png,True,0.4876253136449977,2.203108787536621,0.2,-2.6275609617805507,1.4799946546554563,0.0769230769230769,-5.436533567156819,26.795806765556335,4.0,0.9615190365190365,9.0,41.50565232578234,6.0
