subject_id,Session,trial,rt,object_response,category,condition,item_id,response_correct,rt_zscore,output_entropy,output_rank_correct,output_logprob_correct,midpoint_entropy,midpoint_rank_correct,midpoint_logprob_correct,auc_entropy,layer_biggest_change_entropy,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct
subject-01,1,1,0.828052043914795,oven,oven,1-10-10,1-10-10_oven_10_n04111531_17072.png,True,-0.4227482683495018,0.1598097532987594,1.0,-0.0274223593505121,1.9906238317489624,0.0625,-6.845165581569106,26.25414089858532,10.0,1.9928571428571429,9.0,55.15084814465845,10.0
subject-02,1,791,0.988016843795776,oven,oven,1-10-10,1-10-10_oven_10_n04111531_17072.png,True,0.4259773780673941,0.1598097532987594,1.0,-0.0274223593505121,1.9906238317489624,0.0625,-6.845165581569106,26.25414089858532,10.0,1.9928571428571429,9.0,55.15084814465845,10.0
subject-03,1,845,0.932158946990967,oven,oven,1-10-10,1-10-10_oven_10_n04111531_17072.png,True,-0.38664568733262783,0.1598097532987594,1.0,-0.0274223593505121,1.9906238317489624,0.0625,-6.845165581569106,26.25414089858532,10.0,1.9928571428571429,9.0,55.15084814465845,10.0
subject-04,1,894,0.723114967346191,bottle,oven,1-10-10,1-10-10_oven_10_n04111531_17072.png,False,-1.4847582479480905,0.1598097532987594,1.0,-0.0274223593505121,1.9906238317489624,0.0625,-6.845165581569106,26.25414089858532,10.0,1.9928571428571429,9.0,55.15084814465845,10.0
subject-01,1,2,0.925548076629639,boat,airplane,16-10-10,16-10-10_airplane_10_n02690373_4183.png,False,0.0511567988974066,1.5893433094024658,0.3333333333333333,-1.8511604153510615,2.0141854286193848,0.3333333333333333,-2.078929668810489,27.767788410186768,10.0,3.151190476190476,0.0,26.60568803624619,10.0
subject-02,1,443,0.773045063018799,airplane,airplane,16-10-10,16-10-10_airplane_10_n02690373_4183.png,True,-0.813081851644967,1.5893433094024658,0.3333333333333333,-1.8511604153510615,2.0141854286193848,0.3333333333333333,-2.078929668810489,27.767788410186768,10.0,3.151190476190476,0.0,26.60568803624619,10.0
subject-03,1,537,0.862241983413696,airplane,airplane,16-10-10,16-10-10_airplane_10_n02690373_4183.png,True,-0.7113891969920423,1.5893433094024658,0.3333333333333333,-1.8511604153510615,2.0141854286193848,0.3333333333333333,-2.078929668810489,27.767788410186768,10.0,3.151190476190476,0.0,26.60568803624619,10.0
subject-04,1,1128,0.830818176269531,airplane,airplane,16-10-10,16-10-10_airplane_10_n02690373_4183.png,True,-1.0303000926182626,1.5893433094024658,0.3333333333333333,-1.8511604153510615,2.0141854286193848,0.3333333333333333,-2.078929668810489,27.767788410186768,10.0,3.151190476190476,0.0,26.60568803624619,10.0
subject-01,1,3,0.775381088256836,car,car,8-10-10,8-10-10_car_10_n03100240_1137.png,True,-0.6787692785176788,0.8463208079338074,0.5,-3.5096357676021515,2.172461748123169,0.0833333333333333,-3.917195255973605,27.496689021587372,10.0,0.779304029304029,10.0,47.308912512664726,6.0
subject-02,1,958,0.761837005615234,car,car,8-10-10,8-10-10_car_10_n03100240_1137.png,True,-0.8776831073206631,0.8463208079338074,0.5,-3.5096357676021515,2.172461748123169,0.0833333333333333,-3.917195255973605,27.496689021587372,10.0,0.779304029304029,10.0,47.308912512664726,6.0
