subject_id,Session,trial,rt,object_response,category,condition,item_id,response_correct,rt_zscore,output_entropy,output_rank_correct,output_logprob_correct,midpoint_entropy,midpoint_rank_correct,midpoint_logprob_correct,auc_entropy,layer_biggest_change_entropy,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct
subject-04,1,1,1.08663988113403,bear,dog,8-3-10,8-3-10_dog_10_n02113624_8833.png,False,0.0834384551415285,0.7186799049377441,0.25,-3.6813230716461427,2.4781494140625,0.25,-2.4063874597255057,28.023088455200195,10.0,2.144444444444444,6.0,32.34939048338932,2.0
subject-03,1,459,0.888329982757568,bear,dog,8-3-10,8-3-10_dog_10_n02113624_8833.png,False,-0.2890088928134462,0.7186799049377441,0.25,-3.6813230716461427,2.4781494140625,0.25,-2.4063874597255057,28.023088455200195,10.0,2.144444444444444,6.0,32.34939048338932,2.0
subject-02,1,49,0.717509031295776,cat,dog,8-3-10,8-3-10_dog_10_n02113624_8833.png,False,-1.2263734568620346,0.7186799049377441,0.25,-3.6813230716461427,2.4781494140625,0.25,-2.4063874597255057,28.023088455200195,10.0,2.144444444444444,6.0,32.34939048338932,2.0
subject-01,1,912,0.911444902420044,bear,dog,8-3-10,8-3-10_dog_10_n02113624_8833.png,False,-0.10543644265650515,0.7186799049377441,0.25,-3.6813230716461427,2.4781494140625,0.25,-2.4063874597255057,28.023088455200195,10.0,2.144444444444444,6.0,32.34939048338932,2.0
subject-04,1,2,1.24060893058777,bear,keyboard,64-3-10,64-3-10_keyboard_10_n03085013_20852.png,False,0.628608333775231,2.185930013656616,0.0909090909090909,-3.8059813326872867,2.481306791305542,0.0833333333333333,-3.799964671416653,30.415109634399414,10.0,1.043337218337218,6.0,38.41884682875389,6.0
subject-03,1,204,1.2787868976593,dog,keyboard,64-3-10,64-3-10_keyboard_10_n03085013_20852.png,False,1.6794112863005597,2.185930013656616,0.0909090909090909,-3.8059813326872867,2.481306791305542,0.0833333333333333,-3.799964671416653,30.415109634399414,10.0,1.043337218337218,6.0,38.41884682875389,6.0
subject-02,1,918,0.928431034088135,cat,keyboard,64-3-10,64-3-10_keyboard_10_n03085013_20852.png,False,-0.04919881361510212,2.185930013656616,0.0909090909090909,-3.8059813326872867,2.481306791305542,0.0833333333333333,-3.799964671416653,30.415109634399414,10.0,1.043337218337218,6.0,38.41884682875389,6.0
subject-01,1,803,0.73471212387085,cat,keyboard,64-3-10,64-3-10_keyboard_10_n03085013_20852.png,False,-0.9725983011314792,2.185930013656616,0.0909090909090909,-3.8059813326872867,2.481306791305542,0.0833333333333333,-3.799964671416653,30.415109634399414,10.0,1.043337218337218,6.0,38.41884682875389,6.0
subject-04,1,3,0.906409978866577,elephant,cat,64-3-10,64-3-10_cat_10_n02123394_2153.png,False,-0.5547152146635996,2.228487491607666,0.1666666666666666,-3.0823216357659,2.5005154609680176,0.3333333333333333,-2.2518623740789363,30.451412439346313,10.0,2.6401515151515147,4.0,32.004624603325176,4.0
subject-03,1,97,0.613754987716675,boat,cat,64-3-10,64-3-10_cat_10_n02123394_2153.png,False,-1.6732306604178095,2.228487491607666,0.1666666666666666,-3.0823216357659,2.5005154609680176,0.3333333333333333,-2.2518623740789363,30.451412439346313,10.0,2.6401515151515147,4.0,32.004624603325176,4.0
subject-02,1,1078,0.820978879928589,cat,cat,64-3-10,64-3-10_cat_10_n02123394_2153.png,True,-0.64889893766238,2.228487491607666,0.1666666666666666,-3.0823216357659,2.5005154609680176,0.3333333333333333,-2.2518623740789363,30.451412439346313,10.0,2.6401515151515147,4.0,32.004624603325176,4.0
subject-01,1,168,1.16495800018311,elephant,cat,64-3-10,64-3-10_cat_10_n02123394_2153.png,False,1.1384578185474292,2.228487491607666,0.1666666666666666,-3.0823216357659,2.5005154609680176,0.3333333333333333,-2.2518623740789363,30.451412439346313,10.0,2.6401515151515147,4.0,32.004624603325176,4.0
