subject_id,Session,trial,rt,object_response,category,condition,item_id,response_correct,rt_zscore,output_entropy,output_rank_correct,output_logprob_correct,auc_entropy,layer_biggest_change_entropy,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct
subject-02,1,1,1.00961899757385,clock,clock,0.0,0.00_clock_10_n03196217_6064.png,True,0.8291762028083088,0.0107798483222723,1.0,-0.001156879826838796,25.66296504996717,10,9.25,2,17.79062460481369,10
subject-02,1,2,0.709587097167969,keyboard,bear,0.35,0.35_bear_10_n02134418_2372.png,False,-0.6467415094603195,2.415943145751953,0.1428571428571428,-2.905540108518164,28.08171057701111,4,0.9746031746031742,5,38.1653258916234,5
subject-02,1,3,0.757214069366455,chair,knife,0.03,0.03_knife_10_n03041632_3504.png,False,-0.41245478276766295,1.6334474086761477,0.5,-1.4748165669541533,28.03092622756958,10,1.555133755133755,8,37.66900716466168,10
subject-02,1,4,0.81725001335144,bottle,bottle,0.0,0.00_bottle_10_n04557648_9790.png,True,-0.11712580948069529,0.1019407957792282,1.0,-0.013757916772274104,26.085780188441277,10,4.809523809523809,9,21.83979391511088,10
subject-02,1,5,0.805033922195435,cat,truck,0.6,0.60_truck_10_n03417042_4876.png,False,-0.17721923717103452,2.524386405944824,0.0625,-4.1622041002021355,28.233694791793823,4,0.09148351648351608,3,50.29910065948411,5
subject-02,1,6,1.36264896392822,bear,elephant,0.1,0.10_elephant_10_n02504013_7774.png,False,2.565802140247457,0.0489090830087661,1.0,-0.006714604075012785,26.97197975218296,10,3.1107142857142858,9,32.50188998807733,10
subject-02,1,7,0.75639796257019,airplane,airplane,0.03,0.03_airplane_10_n02690373_7686.png,True,-0.4164693774626965,0.0012246335390955,1.0,-0.00010026003838188917,25.858153697336093,10,8.083333333333332,0,18.580363104505686,9
subject-02,1,8,0.880709886550903,truck,truck,0.1,0.10_truck_10_n03417042_9559.png,True,0.1950461653883235,0.0495727993547916,1.0,-0.007206776118760522,26.582398030906916,10,2.426379176379176,10,39.630967232734804,10
subject-02,1,9,0.936077117919922,bird,bird,0.1,0.10_bird_10_n02006656_5719.png,True,0.46740879531621954,0.8458589315414429,1.0,-0.1991978835490099,27.898483157157898,10,1.9456349206349206,10,34.320399069962534,10
subject-02,1,10,0.815845012664795,cat,airplane,0.6,0.60_airplane_10_n02690373_3377.png,False,-0.12403729254754128,2.5261635780334473,0.0666666666666666,-4.0478672786119105,28.23140561580658,4,1.7861111111111112,4,31.692751802110248,4
subject-02,1,11,1.20981311798096,boat,boat,0.1,0.10_boat_10_n04612504_19388.png,True,1.8139716455635024,0.0793552622199058,1.0,-0.01091032733954959,27.10913660377264,10,4.677777777777778,10,24.43572812644776,10
subject-02,1,12,0.755635976791382,bottle,bottle,0.0,0.00_bottle_10_n04557648_5627.png,True,-0.42021773990655065,0.010195318609476,1.0,-0.001089271878087326,24.74973911419511,10,4.95,9,21.370276077129564,10
subject-02,1,13,1.02727603912354,keyboard,keyboard,0.1,0.10_keyboard_10_n03085013_9146.png,True,0.916034767961535,2.141903877258301,0.5,-1.72176955162186,29.046396017074585,10,0.7881174381174378,10,40.484616236908614,10
subject-02,1,14,0.749420881271362,bird,bird,0.35,0.35_bird_10_n02027492_6813.png,True,-0.45079105410757314,2.3761003017425537,0.0909090909090909,-3.893008990088038,28.200065851211548,4,0.547233322233322,9,40.907663351377735,5
subject-02,1,15,1.48101496696472,knife,bird,0.03,0.03_bird_10_n01843065_4999.png,False,3.148068493177534,0.0067380089312791,1.0,-0.0006485896146447598,26.95703131146729,10,1.843290043290043,10,34.499523312807774,10
subject-02,1,16,1.50001907348633,airplane,airplane,0.03,0.03_airplane_10_n02690373_10817.png,True,3.24155354387761,0.0009219952626153,1.0,-7.504506358256285e-05,25.972779781441204,10,8.916666666666666,0,18.09225179059647,10
subject-02,1,17,1.01250600814819,oven,clock,0.6,0.60_clock_10_n03196217_3697.png,False,0.8433779928060088,2.5113582611083984,0.5,-2.125869787402661,28.27601706981659,4,7.924242424242424,2,21.537360411416813,10
subject-02,1,18,0.846814155578613,airplane,oven,0.35,0.35_oven_10_n04111531_2677.png,False,0.028306196589610453,2.4625701904296875,0.0625,-4.440963020138061,28.3043954372406,4,0.0725940725940725,9,58.68550467434385,6
