subject_id,Session,trial,rt,object_response,category,condition,item_id,response_correct,rt_zscore,output_entropy,output_rank_correct,output_logprob_correct,auc_entropy,layer_biggest_change_entropy,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct
subject-04,1,1,0.906422853469849,cat,cat,c01,c01_cat_10_n02123159_386.png,True,0.937533727695546,2.067326545715332,0.1111111111111111,-3.9651532137063668,26.957602977752686,10,1.047222222222222,4,40.34839916873143,5
subject-04,1,2,0.712171077728271,boat,oven,c10,c10_oven_10_n04111531_6128.png,False,-0.07328213585191518,0.0326104089617729,1.0,-0.003806854173681142,26.788860075175762,10,1.1236111111111111,10,60.0194176372948,6
subject-04,1,3,0.693978071212769,airplane,airplane,c15,c15_airplane_10_n02690373_1933.png,True,-0.1679519504329492,0.0005803938838653,1.0,-4.3035479540797835e-05,25.038842403504532,10,8.416666666666666,0,18.27769699866997,9
subject-04,1,4,1.01393890380859,cat,clock,c01,c01_clock_10_n04548280_2374.png,False,1.497008300596992,1.756792068481445,1.0,-0.8951237720305959,25.78934407234192,10,8.116666666666667,10,17.97639494590513,10
subject-04,1,5,1.3655800819397,knife,bottle,c15,c15_bottle_10_n04591713_6842.png,False,3.326821592004473,1.6524083614349363,0.5,-1.4450361173775697,27.864360094070435,10,3.8499999999999996,3,24.134190278740256,10
subject-04,1,6,1.12531495094299,bear,dog,c10,c10_dog_10_n02110806_642.png,False,2.076568898346341,0.0938850417733192,1.0,-0.011889223752342531,26.161549665033817,10,2.0047008547008547,10,37.36692204873195,10
subject-04,1,7,0.711137056350708,bear,bear,c100,c100_bear_10_n02132136_14778.png,True,-0.07866280847484346,0.0695413202047348,1.0,-0.009852205560686103,25.795411452651024,10,2.3146825396825395,10,31.33591609509642,10
subject-04,1,8,0.649130821228027,bear,bear,c100,c100_bear_10_n02134084_1207.png,True,-0.4013207911964102,0.000849561241921,1.0,-7.027634551470962e-05,26.261675195244607,10,3.3928571428571423,9,27.58909834100204,9
subject-04,1,9,1.13689112663269,bottle,bottle,c50,c50_bottle_10_n04560804_5756.png,True,2.1368071225874825,0.3144843578338623,1.0,-0.05053021950635798,26.121382236480713,10,6.087301587301587,10,20.735588502355917,10
subject-04,1,10,1.10082697868347,oven,elephant,c01,c01_elephant_10_n02504013_3599.png,False,1.9491423626993103,2.4480364322662354,0.1666666666666666,-2.750522299000109,28.000880122184753,4,0.7602564102564101,8,42.199262896812634,5
subject-04,1,11,1.02257609367371,bottle,bottle,c100,c100_bottle_10_n02823428_6050.png,True,1.541953107401484,0.6076326370239258,1.0,-0.2545336401028414,25.321035146713257,10,6.366666666666667,10,22.22639821757958,10
subject-04,1,12,1.03438305854797,cat,bicycle,c01,c01_bicycle_10_n02835271_1436.png,False,1.603392274944163,2.0404765605926514,0.1,-4.224812583565545,27.44191861152649,10,1.2222222222222223,7,37.16419505967286,7
subject-04,1,13,0.816271066665649,boat,boat,c30,c30_boat_10_n04273569_10099.png,True,0.4684164911557664,0.0017140640411525,1.0,-0.00014216718306428068,26.347340179840103,10,5.333333333333334,1,21.54389353834409,10
