subject_id,Session,trial,rt,object_response,category,condition,item_id,response_correct,rt_zscore,output_entropy,output_rank_correct,output_logprob_correct,auc_entropy,layer_biggest_change_entropy,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct
subject-01,1,1,1.15696287155151,keyboard,chair,0,0_chair_20_n03376595_3070.png,False,1.0180962828316347,1.723757028579712,1.0,-1.0929366588308251,27.27517306804657,10,1.1396825396825392,10,46.36013492617995,10
subject-01,1,2,0.752756118774414,car,car,180,180_car_20_n02814533_29367.png,True,-0.9480407467808324,1.0964820384979248,1.0,-0.44604528974662533,26.522099256515503,10,2.5467032967032965,9,42.761888730293435,6
subject-01,1,3,0.856472969055176,car,car,270,270_car_20_n02814533_31083.png,True,-0.44354264393930676,1.1019186973571775,0.1428571428571428,-5.036479918927853,26.524458289146423,10,0.46739926739926685,9,50.9189324890124,6
subject-01,1,4,0.968296051025391,car,car,180,180_car_20_n03100240_1703.png,True,0.10038568164280857,0.7978030443191528,0.3333333333333333,-3.549235090108419,25.481626868247986,10,2.425335775335775,9,44.69183713101193,6
subject-01,1,5,0.645937919616699,bottle,bottle,180,180_bottle_20_n04591713_2359.png,True,-1.4676243889579337,0.02322968095541,1.0,-0.002817304110328113,24.178488813340664,10,7.116666666666666,9,21.023392490354947,10
subject-01,1,6,0.930321931838989,bicycle,dog,90,90_dog_20_n02111500_8796.png,False,-0.08432751621035889,2.116788148880005,1.0,-1.4514924701601073,27.939870595932007,10,2.0362554112554108,10,38.910785277564706,6
subject-01,1,7,1.11369395256042,bear,bear,180,180_bear_20_n02132136_4512.png,True,0.8076281912542574,1.5250167846679688,0.25,-2.9731618827688133,27.355109930038452,10,1.4773809523809522,8,35.382330185934585,6
subject-01,1,8,0.56744909286499,chair,chair,90,90_chair_20_n03376595_4820.png,True,-1.8494086803561376,0.0867126360535621,1.0,-0.011298708597405654,25.924016274511814,10,1.3809523809523805,10,44.45616229212924,10
subject-01,1,9,0.725367069244385,bottle,bottle,270,270_bottle_20_n04591713_6111.png,True,-1.0812661917218187,0.0011885486310347,1.0,-9.549120006970077e-05,24.368293675011955,10,7.083333333333333,9,20.2342926919076,10
subject-01,1,10,1.0814688205719,chair,bottle,270,270_bottle_20_n04560804_14111.png,False,0.6508791393112334,1.385434627532959,0.2,-3.785070203295103,27.053123116493225,10,5.0885281385281385,1,26.432706826028205,1
subject-01,1,11,0.81303596496582,cat,dog,0,0_dog_20_n02099601_8656.png,False,-0.6548283327823318,0.8512000441551208,1.0,-0.4889457317427463,27.411467969417572,10,2.5558913308913307,10,34.7391156450498,10
subject-01,1,12,0.713118076324463,cat,cat,0,0_cat_20_n02125311_14054.png,True,-1.1408475777077192,0.0012918489519506,1.0,-0.0001176068795598027,26.31405768566765,10,5.391666666666667,6,27.878831515138014,10
subject-01,1,13,0.938475131988525,bear,bear,0,0_bear_20_n02132136_10385.png,True,-0.04466883012036043,0.1795685440301895,1.0,-0.028374636618065597,26.310599222779274,10,2.652380952380952,10,31.22265007782878,10
subject-01,1,14,0.710515022277832,bottle,bottle,90,90_bottle_20_n02823428_10417.png,True,-1.1535093180571836,0.0056006736122071,1.0,-0.0005678358250920178,25.16494427388534,10,7.916666666666666,1,18.80667099925648,10
subject-01,1,15,1.19635391235352,keyboard,keyboard,0,0_keyboard_20_n03085013_23566.png,True,1.209701651677408,0.0249989684671163,1.0,-0.0028896318211201638,25.793440049514174,10,2.2467754467754464,9,38.18561079556037,10
subject-01,1,16,0.956080913543701,truck,truck,90,90_truck_20_n03417042_12560.png,True,0.04096897482246971,1.7363169193267822,0.3333333333333333,-1.4609047065186906,26.545660734176636,10,0.6692363192363189,10,44.896181035458255,6
subject-01,1,17,0.975800037384033,truck,truck,180,180_truck_20_n04467665_69063.png,True,0.1368864707762575,1.9221181869506836,0.25,-2.220422172764685,28.01016616821289,10,0.4675879675879673,10,44.42560889913865,6
subject-01,1,18,0.949490070343018,oven,oven,180,180_oven_20_n04111531_9712.png,True,0.008909884309505524,0.0083223758265376,1.0,-0.0008456108956978008,26.20808972697705,10,1.6208333333333331,10,53.88940687365283,6
subject-01,1,19,0.707451105117798,oven,oven,180,180_oven_20_n04111531_10375.png,True,-1.1684127825406927,0.0401498265564441,1.0,-0.005478640142386862,24.899639386683702,10,1.0416666666666665,10,57.56420038010154,10
subject-01,1,20,0.743339061737061,keyboard,keyboard,0,0_keyboard_20_n04505470_1744.png,True,-0.9938470684810607,0.0007867811364121,1.0,-6.407704602361053e-05,22.614610671822447,9,2.976190476190476,9,36.65243376560748,9
subject-01,1,21,0.669005155563354,boat,boat,90,90_boat_20_n04273569_7296.png,True,-1.3554210512998492,0.0101079437881708,0.0833333333333333,-11.251421614004416,25.756071040406823,10,1.326785714285714,3,42.90659334391462,3
subject-01,1,22,0.766723155975342,dog,dog,0,0_dog_20_n02101006_4807.png,True,-0.8801024729987929,0.0787668228149414,1.0,-0.010057852087661147,26.24078607559204,10,3.131782106782107,9,34.88171104022785,10
subject-01,1,23,0.586733818054199,clock,clock,90,90_clock_20_n02708093_1986.png,True,-1.755604180456272,0.0005105111049488,1.0,-3.963787434579661e-05,23.894637701218016,10,10.083333333333332,3,14.71534266955606,10
