subject_id,session,trial,rt,object_response,category,condition,item_id,response_correct,rt_zscore,output_entropy,output_rank_correct,output_logprob_correct,auc_entropy,layer_biggest_change_entropy,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct
subject-02,1,1,0.86748194694519,cat,cat,0,cat3.png,True,0.1570656453550379,2.2664244174957275,0.1666666666666666,-3.2461283350934407,29.54271125793457,10,0.33388278388278336,10,42.106366066003936,8
subject-02,1,2,0.749402046203613,boat,boat,0,boat7.png,True,-0.581642677436923,1.121820330619812,1.0,-0.35933524575229336,27.187362551689148,9,4.102777777777778,9,25.621057235833465,9
subject-02,1,3,0.567630052566528,cat,cat,0,cat5.png,True,-1.7188089835305562,1.9765112400054932,0.25,-3.0456271044783105,29.216037034988403,10,0.5534854034854031,10,41.12345528110415,7
subject-02,1,4,0.957842826843262,oven,bear,0,bear7.png,False,0.7223636648850222,2.0365655422210693,0.125,-3.505509799898751,28.937875032424927,10,2.5626373626373624,8,33.33284271504616,6
subject-02,1,5,0.756158828735352,oven,oven,0,oven9.png,True,-0.5393722193814523,1.8988149166107176,1.0,-0.8139402165313755,29.025694608688354,9,3.1344627594627594,9,33.6809131093788,6
subject-02,1,6,0.724565029144287,clock,clock,0,clock1.png,True,-0.7370231537061559,1.8176703453063965,0.3333333333333333,-2.573840052573645,28.961426496505737,10,1.0801337551337546,6,38.80893515407148,6
subject-02,1,7,0.928506851196289,bicycle,bicycle,0,bicycle2.png,True,0.5388376860220434,1.5421677827835083,0.5,-2.0740854136737505,28.24037492275238,10,6.757575757575757,0,25.701184216275134,8
subject-02,1,8,1.12676000595093,elephant,elephant,0,elephant4.png,True,1.7791102007960082,1.7361083030700684,0.0769230769230769,-4.439315519320651,28.200505018234253,10,1.6831501831501827,1,37.70456812786905,0
subject-02,1,9,1.13315010070801,knife,knife,0,knife2.png,True,1.8190866586930654,1.0919791460037231,1.0,-0.26123250630367195,26.851712822914124,10,6.703968253968254,5,20.932754244620863,5
subject-02,1,10,0.854978084564209,car,car,0,car4.png,True,0.07884143319135305,1.885498046875,0.0909090909090909,-4.150150381944174,29.06433415412903,10,0.5132437007437006,9,43.42419931083763,0
subject-02,1,11,0.783447027206421,clock,clock,0,clock8.png,True,-0.36865714257346754,1.7079219818115234,0.5,-1.4649123361370908,28.50577139854431,10,3.1492063492063487,6,32.774648112330766,6
subject-02,1,12,0.751827955245972,elephant,elephant,0,elephant5.png,True,-0.5664661809402933,1.9858840703964231,0.0909090909090909,-4.005873410296968,29.04740059375763,10,1.7460428460428457,1,36.8892997502624,0
subject-02,1,13,1.07971811294556,airplane,airplane,0,airplane7.png,True,1.4848159333998312,1.600369215011597,0.3333333333333333,-3.2500503607612865,27.905632972717285,10,1.0257076257076256,10,37.39814219995019,3
subject-02,1,14,1.37029910087585,knife,boat,0,boat6.png,False,3.3026917351334086,1.8814862966537476,0.0769230769230769,-4.479571525885363,28.979312539100647,10,1.9797008547008546,2,33.20967027010532,0
subject-02,1,15,0.944798946380615,truck,truck,0,truck2.png,True,0.6407610974815418,2.04726505279541,0.25,-3.0274930774529247,28.15709352493286,9,1.8643217893217892,2,35.0456089988795,0
subject-02,1,16,0.799140930175781,boat,boat,0,boat10.png,True,-0.27047602396016546,1.927318811416626,0.1,-3.9236402303582554,29.03706669807434,10,1.92063492063492,2,31.82124579571264,0
subject-02,1,17,0.927725076675415,bicycle,bicycle,0,bicycle3.png,True,0.5339469015490775,1.8854622840881348,0.5,-2.076429253687604,28.61768937110901,10,6.633333333333333,0,26.02080790397878,9
subject-02,1,18,0.826251029968262,truck,truck,0,truck1.png,True,-0.1008751331849004,1.6928850412368774,0.5,-1.754453647525991,27.95377480983734,10,2.5575757575757576,9,31.694980746587508,0
subject-02,1,19,1.07075214385986,keyboard,keyboard,0,keyboard10.png,True,1.4287247955863156,1.9511079788208008,0.5,-1.9319819694850697,28.579946279525757,9,3.1595959595959595,6,29.589898003634364,5
subject-02,1,20,0.725021839141846,boat,boat,0,boat2.png,True,-0.7341653485673292,1.594204664230347,0.2,-3.667434829996208,28.71720576286316,10,2.2706349206349206,2,31.886066166808465,0
subject-02,1,21,0.629585981369019,clock,clock,0,clock7.png,True,-1.3312124496134916,0.7674962282180786,1.0,-0.19187705812803882,27.294318318367004,10,4.579761904761904,8,29.689918845201394,8
subject-02,1,22,0.55188512802124,cat,cat,0,cat2.png,True,-1.8173092933232482,1.758635401725769,0.3333333333333333,-2.984208565667132,28.969930052757263,10,0.6717032967032963,10,41.06301901346335,8
subject-02,1,23,0.786616086959839,truck,truck,0,truck3.png,True,-0.34883149230976773,1.5384539365768433,0.1666666666666666,-3.60350355335438,27.875788807868958,10,1.9447802197802193,2,35.4463204928704,0
subject-02,1,24,1.04496788978577,bird,bird,0,bird9.png,True,1.2674184008324947,2.0867271423339844,0.5,-1.3473570761196723,29.305011987686157,10,1.1828144078144076,9,41.25821558984518,9
subject-02,1,25,0.697284936904907,bicycle,bicycle,0,bicycle1.png,True,-0.9076875178968574,1.781765341758728,0.5,-1.653850064439037,28.43809735774994,10,7.083333333333333,0,24.24770365086947,10
subject-02,1,26,0.619471073150635,cat,cat,0,cat1.png,True,-1.3944913551534768,2.065384864807129,0.3333333333333333,-2.5246861289844182,29.13395595550537,10,0.6507076257076252,10,40.486010852017735,7
subject-02,1,27,0.595938920974731,boat,boat,0,boat4.png,True,-1.541708591587233,1.5190989971160889,0.3333333333333333,-3.0508085242469827,28.42231059074402,10,2.5694444444444446,2,30.989391380493228,0
subject-02,1,28,1.12996101379395,bear,bear,0,bear2.png,True,1.799135718433733,2.1349308490753174,0.1428571428571428,-3.1049294501294544,29.089176177978516,10,2.146428571428571,8,33.33858942750728,6
subject-02,1,29,0.722360849380493,clock,clock,0,clock4.png,True,-0.750812510965252,0.9863400459289552,0.5,-2.2853596127616247,26.600559949874878,10,2.1083333333333334,6,35.09556362917175,6
subject-02,1,30,0.79672384262085,dog,dog,0,dog8.png,True,-0.285597333196799,1.8025600910186768,0.2,-3.128016595311505,28.428356647491455,10,0.8266955266955265,8,38.723725421106714,6
subject-02,1,31,0.779082059860229,oven,oven,0,oven2.png,True,-0.3959643954344262,1.542160987854004,1.0,-0.5211691394396355,28.640089988708496,10,3.2612484737484735,9,31.589094612895543,6
subject-02,1,32,0.563662052154541,boat,boat,0,boat3.png,True,-1.7436328096920615,2.2636072635650635,0.1428571428571428,-2.7748991618874936,29.532735347747803,5,2.445634920634921,4,29.489168887413346,0
subject-02,1,33,0.699771881103516,oven,oven,0,oven8.png,True,-0.8921291852230161,1.45560622215271,1.0,-0.5483054583628455,28.659515857696533,10,2.98003663003663,9,34.8685741082092,6
subject-02,1,34,0.698365926742554,knife,knife,0,knife7.png,True,-0.9009248412270063,1.0209720134735107,1.0,-0.2496956679058372,27.26035737991333,10,6.665909090909091,5,21.769905825576245,5
subject-02,1,35,0.764673948287964,keyboard,keyboard,0,keyboard8.png,True,-0.4861015980176236,1.9955132007598877,0.2,-3.0869988501110046,29.72547483444214,10,2.9901515151515152,6,32.003261645740345,5
subject-02,1,36,0.986840009689331,elephant,elephant,0,elephant8.png,True,0.903770154654954,1.508202075958252,0.1666666666666666,-3.6611980775575814,27.67530858516693,10,1.9968253968253962,1,35.5356081201637,0
subject-02,1,37,0.739387989044189,dog,dog,0,dog5.png,True,-0.6442906583559667,2.020216941833496,0.25,-2.301835904902137,29.06244468688965,10,1.2024531024531022,8,36.44266267036297,6
subject-02,1,38,0.845533847808838,keyboard,keyboard,0,keyboard6.png,True,0.019758250958004632,1.642634391784668,0.3333333333333333,-2.5499596197905388,27.54208528995514,9,1.9856643356643353,7,34.959144140818395,6
subject-02,1,39,0.874123811721802,elephant,elephant,0,elephant3.png,True,0.19861717748310023,1.9324580430984497,0.1111111111111111,-4.00150347411482,27.973387837409973,7,1.6475330225330223,1,38.323217185020155,0
subject-02,1,40,0.926846981048584,dog,dog,0,dog6.png,True,0.5284535318589476,1.7111291885375977,0.3333333333333333,-3.1768124403942752,28.596920251846313,10,1.2547979797979796,7,37.77092264717553,7
subject-02,1,41,0.754989862442017,bicycle,bicycle,0,bicycle9.png,True,-0.5466852771036099,1.927801251411438,0.5,-1.4415495526667943,28.947166800498962,10,6.533333333333333,0,23.59815507547173,8
subject-02,1,42,0.883265018463135,truck,truck,0,truck6.png,True,0.2558046027584925,2.0793633460998535,0.2,-2.860737851125103,29.05075979232788,9,2.7785464535464537,2,32.944348133673756,0
subject-02,1,43,0.830265998840332,car,car,0,car6.png,True,-0.07575747215264966,1.481313943862915,0.1428571428571428,-3.9748942454846876,28.5024151802063,10,1.4643620268620265,7,41.337488224304664,0
subject-02,1,44,1.01255202293396,bicycle,bicycle,0,bicycle5.png,True,1.0646246104959443,2.0527420043945312,0.3333333333333333,-2.27833867854202,28.872345685958862,10,5.8428571428571425,0,25.456182087989724,0
subject-02,1,45,0.670843839645386,dog,dog,0,dog7.png,True,-1.0731031261984523,1.6377989053726196,0.3333333333333333,-2.83743933430899,28.173449873924255,9,1.299242424242424,7,36.99676113665194,6
subject-02,1,46,0.931581020355225,chair,chair,0,chair7.png,True,0.5580697003539867,1.6820125579833984,1.0,-0.694988452813477,28.63276219367981,10,3.8285714285714283,9,28.234284576586738,10
subject-02,1,47,0.721925020217896,bottle,bottle,0,bottle1.png,True,-0.7535390599181557,1.8679875135421753,0.3333333333333333,-2.397835826382761,28.39566957950592,10,0.8678432678432675,9,38.87709900225976,0
subject-02,1,48,0.842427968978882,dog,dog,0,dog10.png,True,0.0003278607996223503,1.5418651103973389,0.1666666666666666,-3.6074944020981436,28.09454584121704,10,0.8457070707070705,8,39.34998683094139,6
subject-02,1,49,1.04820513725281,dog,dog,0,dog1.png,True,1.2876706337004185,1.2625634670257568,0.3333333333333333,-3.5377281415890156,27.27398371696472,9,1.2095959595959593,9,38.746977831674066,6
subject-02,1,50,0.930466890335083,bear,bear,0,bear5.png,True,0.5510996985722906,1.6269807815551758,0.2,-3.3036629750935327,27.74103558063507,9,3.092857142857143,8,32.5115259962811,6
subject-02,1,51,0.874872922897339,airplane,airplane,0,airplane10.png,True,0.20330361993935478,1.950979471206665,1.0,-0.9630703267841911,28.688506364822388,5,2.5519230769230767,10,31.92059479045953,10
subject-02,1,52,0.827092170715332,airplane,airplane,0,airplane6.png,True,-0.09561295336769418,2.040524482727051,0.5,-2.299583575907873,28.92574715614319,5,1.9883699633699632,8,33.52691606230742,3
