subject_id,Session,trial,rt,object_response,category,condition,item_id,response_correct,rt_zscore,output_entropy,output_rank_correct,output_logprob_correct,auc_entropy,layer_biggest_change_entropy,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct
subject-02,1,1,1.01214194297791,elephant,elephant,10,10_elephant_10_n02504458_5379.png,True,0.6132028131998118,1.3752073049545288,0.3333333333333333,-3.288954578259507,27.447977423667908,10,1.7138888888888886,8,38.67567009667411,6
subject-02,1,2,0.820026159286499,bear,dog,15,15_dog_10_n02091244_10926.png,False,-0.1963013254748552,0.5072128176689148,0.3333333333333333,-3.757373682534003,25.624976933002472,10,1.067171717171717,9,42.11006140640041,6
subject-02,1,3,1.15009307861328,dog,dog,0,0_dog_10_n02109961_1223.png,True,1.1944773606939278,0.0263621937483549,1.0,-0.0033679034323627153,26.14021839015186,10,2.55479797979798,10,34.72711666189821,10
subject-02,1,4,0.81782603263855,car,car,3,3_car_10_n03100240_13707.png,True,-0.20557183720950745,1.7059390544891355,0.25,-1.6322335375278239,26.534265160560608,10,1.2075396825396822,9,45.048985910637676,6
subject-02,1,5,0.783656120300293,bear,bear,0,0_bear_10_n02132136_7586.png,True,-0.34955108204032304,0.0024285865947604,1.0,-0.0002177594752380163,25.530709798447788,10,3.2678571428571423,9,30.082092245153458,9
subject-02,1,6,1.15130090713501,keyboard,clock,7,7_clock_10_n03196217_3006.png,False,1.199566698843886,0.3222725093364715,1.0,-0.0602274283002158,25.216816157102585,10,9.5,3,16.43360049453157,10
subject-02,1,7,0.98501992225647,oven,truck,15,15_truck_10_n03796401_25386.png,False,0.4989207505740156,1.3068517446517944,0.1428571428571428,-5.85977679852489,26.21658682823181,10,0.2438394938394935,10,51.45977615683701,7
subject-02,1,8,1.13501811027527,car,airplane,1,1_airplane_10_n02690373_5266.png,False,1.1309570760742624,1.5535815954208374,0.5,-1.269100975964552,27.462757468223572,10,4.25,0,24.65130695482796,10
subject-02,1,9,1.1247820854187,cat,chair,10,10_chair_10_n04429376_2450.png,False,1.0878262914726187,1.5496740341186523,0.1111111111111111,-4.731469856535175,26.992207407951355,10,0.136981074481074,10,51.70905755661932,7
subject-02,1,10,0.676587104797363,bicycle,bicycle,0,0_bicycle_10_n02835271_24213.png,True,-0.8006999127509925,0.0391904488205909,1.0,-0.005622547452662168,25.194977916777134,10,3.208333333333333,9,30.14028892540502,6
subject-02,1,11,1.03438401222229,boat,elephant,10,10_elephant_10_n02504458_6107.png,False,0.7069225834344903,2.0292229652404785,0.1111111111111111,-4.038583820443659,27.834152460098267,10,0.9912698412698411,8,40.58281492196076,6
subject-02,1,12,1.3365957736969,chair,boat,15,15_boat_10_n03662601_16825.png,False,1.9803300410061064,1.8221629858016968,0.0625,-6.631795380943518,27.045049786567688,10,1.4420995670995669,1,40.34290444461567,0
subject-02,1,13,0.6200270652771,boat,boat,0,0_boat_10_n03344393_5350.png,True,-1.0390227886517014,0.2014573514461517,1.0,-0.04042150419552598,25.781840175390244,10,2.9020202020202017,10,28.346332157957058,10
subject-02,1,14,1.38189196586609,airplane,boat,3,3_boat_10_n03662601_25023.png,False,2.1711912723043114,1.5859286785125732,1.0,-0.8755019496134898,26.98148548603058,10,2.7214285714285715,10,30.0494883845042,10
subject-02,1,15,1.5000422000885,bicycle,car,15,15_car_10_n02814533_9785.png,False,2.6690322187933857,1.931299090385437,0.0769230769230769,-5.714301973883114,27.392252922058105,10,0.13388278388278338,7,53.55174671480995,6
subject-02,1,16,0.74344277381897,airplane,airplane,3,3_airplane_10_n02690373_20074.png,True,-0.5189951005436539,0.3269589245319366,0.5,-2.7601470818426646,24.67950466275215,10,6.249999999999999,0,24.1834565349553,6
subject-02,1,17,0.685302019119263,bear,bicycle,40,40_bicycle_10_n02835271_9690.png,False,-0.763978519660745,1.661607027053833,0.0833333333333333,-5.315291120501107,26.357592821121216,10,0.6974927849927849,3,43.42125094944573,7
subject-02,1,18,1.22304320335388,bird,airplane,40,40_airplane_10_n02690373_2525.png,False,1.5018619324332523,2.0248830318450928,0.25,-1.9335045068798349,26.887768387794495,10,7.0,0,20.01586330510013,5
subject-02,1,19,1.05501508712769,dog,cat,7,7_cat_10_n02124075_9149.png,False,0.7938542253866918,1.8600633144378664,0.3333333333333333,-2.317463456894174,26.615009784698486,10,2.3440476190476187,9,35.616509231240066,6
subject-02,1,20,0.582701921463013,clock,clock,1,1_clock_10_n02708093_3605.png,True,-1.1962970001379565,0.0044761756435036,1.0,-0.00042513107730489326,24.410733328200877,10,10.5,2,15.250551735359391,10
subject-02,1,21,1.50007700920105,keyboard,truck,5,5_truck_10_n04467665_69582.png,False,2.6691788913891052,2.03593111038208,0.1666666666666666,-3.2308249494888677,27.569194674491882,10,0.2664835164835161,10,46.96823816688481,7
subject-02,1,22,1.11244702339172,chair,elephant,7,7_elephant_10_n02504013_24811.png,False,1.0358509484279885,2.1784260272979736,0.25,-2.5516541251353595,27.885992288589478,10,0.9821539571539569,8,39.16323842700854,6
subject-02,1,23,0.852230072021484,bird,bird,7,7_bird_10_n01614925_1097.png,True,-0.060606068481487786,1.2296955585479736,0.125,-4.97051822388964,27.26811671257019,10,0.767460317460317,0,39.94704437980704,0
subject-02,1,24,0.695775985717773,keyboard,keyboard,3,3_keyboard_10_n04505470_3947.png,True,-0.7198451374527891,0.0043221171945333,1.0,-0.0004220899524418116,24.319430416449904,10,3.501598401598401,8,36.92626431313895,6
